,Team,Sport,Event,Medal,Age,Height,Weight,Cluster
0,Finland,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,28.0,184.0,85.0,6
1,Finland,Gymnastics,Gymnastics Men's Individual All-Around,Bronze,28.0,175.0,64.0,7
2,Finland,Gymnastics,Gymnastics Men's Team All-Around,Gold,28.0,175.0,64.0,1
3,Finland,Gymnastics,Gymnastics Men's Horse Vault,Gold,28.0,175.0,64.0,1
4,Finland,Gymnastics,Gymnastics Men's Pommelled Horse,Gold,28.0,175.0,64.0,1
5,Finland,Gymnastics,Gymnastics Men's Team All-Around,Bronze,32.0,175.0,64.0,7
6,Norway,Alpine Skiing,Alpine Skiing Men's Super G,Gold,20.0,176.0,85.0,1
7,Norway,Alpine Skiing,Alpine Skiing Men's Giant Slalom,Bronze,20.0,176.0,85.0,7
8,Norway,Alpine Skiing,Alpine Skiing Men's Downhill,Silver,22.0,176.0,85.0,4
9,Norway,Alpine Skiing,Alpine Skiing Men's Super G,Bronze,22.0,176.0,85.0,7
10,Norway,Alpine Skiing,Alpine Skiing Men's Combined,Silver,22.0,176.0,85.0,4
11,Norway,Alpine Skiing,Alpine Skiing Men's Super G,Gold,30.0,176.0,85.0,1
12,Norway,Alpine Skiing,Alpine Skiing Men's Combined,Gold,30.0,176.0,85.0,1
13,Norway,Alpine Skiing,Alpine Skiing Men's Super G,Gold,34.0,176.0,85.0,1
14,Netherlands,Rowing,Rowing Men's Lightweight Double Sculls,Silver,26.0,189.0,72.0,4
15,Norway,Football,Football Women's Football,Bronze,23.0,182.0,64.0,7
16,Italy,Rowing,Rowing Men's Coxless Pairs,Bronze,21.0,198.0,90.0,3
17,Spain,Fencing,"Fencing Men's epee, Individual",Bronze,30.0,194.0,87.0,7
18,Azerbaijan,Taekwondo,Taekwondo Women's Flyweight,Bronze,21.0,165.0,49.0,7
19,Russia,Athletics,Athletics Women's Javelin Throw,Silver,22.0,179.0,80.0,4
20,Belarus,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold,28.0,180.0,83.0,1
21,France,Handball,Handball Men's Handball,Gold,23.0,182.0,86.0,1
22,France,Handball,Handball Men's Handball,Gold,27.0,182.0,86.0,1
23,France,Handball,Handball Men's Handball,Silver,31.0,182.0,86.0,4
24,Cameroon,Football,Football Men's Football,Gold,22.0,185.0,82.0,5
25,Spain,Water Polo,Water Polo Men's Water Polo,Gold,22.0,186.0,83.0,1
26,United States,Wrestling,"Wrestling Men's Featherweight, Freestyle",Silver,26.0,165.0,55.0,0
27,Spain,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Gold,28.0,181.0,82.0,1
28,Spain,Athletics,"Athletics Men's 1,500 metres",Bronze,26.0,182.0,67.0,8
29,Russia,Cycling,Cycling Women's Sprint,Silver,21.0,163.0,60.0,4
30,France,Handball,Handball Men's Handball,Gold,38.0,190.0,85.0,1
31,Hungary,Fencing,"Fencing Men's Sabre, Team",Silver,30.0,181.0,79.0,4
32,Italy,Rowing,Rowing Men's Quadruple Sculls,Gold,22.0,188.0,96.0,1
33,Italy,Rowing,Rowing Men's Double Sculls,Gold,29.0,188.0,96.0,1
34,Italy,Rowing,Rowing Men's Quadruple Sculls,Gold,34.0,188.0,96.0,1
35,Italy,Rowing,Rowing Men's Coxed Pairs,Gold,22.0,182.0,90.0,1
36,Italy,Rowing,Rowing Men's Coxed Pairs,Gold,26.0,182.0,90.0,1
37,Italy,Rowing,Rowing Men's Coxed Pairs,Silver,30.0,182.0,90.0,4
38,Italy,Rowing,Rowing Men's Coxed Pairs,Gold,25.0,187.0,97.0,1
39,Italy,Rowing,Rowing Men's Coxed Pairs,Gold,29.0,187.0,97.0,1
40,Italy,Rowing,Rowing Men's Coxed Pairs,Silver,33.0,187.0,97.0,4
41,Australia,Hockey,Hockey Men's Hockey,Bronze,21.0,184.0,87.0,7
42,United States,Figure Skating,Figure Skating Mixed Team,Bronze,28.0,175.0,70.0,7
43,United States,Softball,Softball Women's Softball,Silver,23.0,191.0,88.0,0
44,United States,Taekwondo,Taekwondo Women's Featherweight,Silver,20.0,175.0,56.0,0
45,Iran,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Bronze,26.0,170.0,80.0,7
46,Canada,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze,21.0,173.0,59.0,8
47,Pakistan,Hockey,Hockey Men's Hockey,Gold,38.0,169.0,91.0,1
48,Pakistan,Hockey,Hockey Men's Hockey,Silver,23.0,181.0,72.0,4
49,Soviet Union,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold,26.0,160.0,62.0,1
50,Uzbekistan,Boxing,Boxing Men's Light-Welterweight,Gold,26.0,169.0,63.0,1
51,Azerbaijan,Wrestling,"Wrestling Men's Flyweight, Freestyle",Silver,25.0,167.0,55.0,4
52,Azerbaijan,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Gold,29.0,167.0,55.0,1
53,United States,Basketball,Basketball Men's Basketball,Gold,23.0,202.0,104.0,2
54,Tajikistan,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Silver,30.0,170.0,84.0,4
55,Unified Team,Athletics,Athletics Men's Hammer Throw,Gold,26.0,190.0,125.0,1
56,Japan,Nordic Combined,Nordic Combined Men's Team,Gold,28.0,175.0,64.0,1
57,Ethiopia,Athletics,"Athletics Men's 10,000 metres",Bronze,21.0,160.0,50.0,8
58,United States,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,23.0,185.0,102.0,6
59,East Germany,Gymnastics,Gymnastics Women's Team All-Around,Silver,19.0,160.0,48.0,4
60,Canada,Diving,Diving Women's Synchronized Springboard,Bronze,20.0,160.0,62.0,7
61,Ethiopia,Athletics,Athletics Men's Marathon,Gold,22.0,166.0,58.0,1
62,Sweden,Athletics,Athletics Men's Long Jump,Bronze,19.0,181.0,78.0,8
63,Sweden,Athletics,Athletics Men's Triple Jump,Silver,19.0,181.0,78.0,4
64,United States,Baseball,Baseball Men's Baseball,Gold,22.0,182.0,84.0,2
65,Turkey,Athletics,"Athletics Women's 5,000 metres",Silver,25.0,159.0,40.0,4
66,Bulgaria,Wrestling,"Wrestling Men's Middleweight, Freestyle",Gold,29.0,172.0,82.0,1
67,United States,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,19.0,182.0,68.0,2
68,Russia,Gymnastics,Gymnastics Men's Floor Exercise,Bronze,19.0,161.0,62.0,7
69,Russia,Gymnastics,Gymnastics Men's Horse Vault,Silver,19.0,161.0,62.0,4
70,Russia,Gymnastics,Gymnastics Men's Team All-Around,Silver,24.0,161.0,62.0,4
71,Russia,Gymnastics,Gymnastics Men's Horse Vault,Silver,24.0,161.0,62.0,4
72,Russia,Gymnastics,Gymnastics Men's Rings,Bronze,24.0,161.0,62.0,7
73,Soviet Union,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver,22.0,190.0,78.0,0
74,Soviet Union,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,22.0,190.0,78.0,8
75,Australia,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze,30.0,197.0,92.0,8
76,Egypt,Fencing,"Fencing Men's Foil, Individual",Silver,21.0,188.0,87.0,4
77,Hungary,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Bronze,21.0,192.0,88.0,7
78,Hungary,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold,21.0,192.0,88.0,1
79,Hungary,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver,25.0,192.0,88.0,4
80,Great Britain,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze,21.0,175.0,64.0,8
81,Sweden,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Silver,29.0,191.0,84.0,4
82,Great Britain,Athletics,Athletics Men's 100 metres,Gold,24.0,183.0,75.0,1
83,Great Britain,Athletics,Athletics Men's 4 x 100 metres Relay,Silver,24.0,183.0,75.0,4
84,Sweden,Athletics,Athletics Men's Long Jump,Bronze,22.0,172.0,61.0,8
85,Russia,Volleyball,Volleyball Men's Volleyball,Bronze,25.0,198.0,89.0,7
86,Soviet Union,Volleyball,Volleyball Women's Volleyball,Silver,24.0,171.0,60.0,4
87,Russia,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),Bronze,23.0,167.0,65.0,7
88,Spain,Basketball,Basketball Men's Basketball,Bronze,23.0,198.0,93.0,3
89,Russia,Basketball,Basketball Women's Basketball,Bronze,28.0,188.0,77.0,3
90,Soviet Union,Wrestling,"Wrestling Men's Lightweight, Freestyle",Gold,22.0,168.0,68.0,1
91,France,Cycling,"Cycling Men's Mountainbike, Cross-Country",Gold,23.0,180.0,68.0,1
92,France,Cycling,"Cycling Men's Mountainbike, Cross-Country",Gold,27.0,180.0,68.0,1
93,Jordan,Taekwondo,Taekwondo Men's Featherweight,Gold,20.0,178.0,68.0,1
94,Japan,Gymnastics,Gymnastics Women's Team All-Around,Bronze,26.0,148.0,46.0,7
95,Soviet Union,Fencing,"Fencing Men's epee, Team",Bronze,25.0,189.0,81.0,7
96,Soviet Union,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold,20.0,170.0,62.0,1
97,Romania,Gymnastics,Gymnastics Women's Team All-Around,Bronze,16.0,150.0,40.0,7
98,France,Handball,Handball Men's Handball,Gold,24.0,194.0,104.0,1
99,Switzerland,Alpine Skiing,Alpine Skiing Men's Combined,Bronze,20.0,176.0,82.0,7
100,Puerto Rico,Boxing,Boxing Men's Welterweight,Bronze,21.0,176.0,67.0,7
101,Mexico,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",Silver,19.0,158.0,52.0,4
102,Ghana,Football,Football Men's Football,Bronze,18.0,181.0,73.0,5
103,Switzerland,Cycling,Cycling Men's 100 kilometres Team Time Trial,Silver,24.0,176.0,75.0,4
104,Morocco,Boxing,Boxing Men's Featherweight,Bronze,29.0,165.0,54.0,7
105,Morocco,Boxing,Boxing Men's Bantamweight,Bronze,27.0,174.0,57.0,7
106,Soviet Union,Cross Country Skiing,Cross Country Skiing Women's 3 x 5 kilometres Relay,Bronze,30.0,168.0,63.0,7
107,Netherlands,Rowing,Rowing Women's Coxed Eights,Bronze,27.0,172.0,72.0,3
108,Netherlands,Rowing,Rowing Women's Quadruple Sculls,Silver,31.0,172.0,72.0,4
109,New Zealand,Hockey,Hockey Men's Hockey,Gold,27.0,179.0,68.0,1
110,Germany,Nordic Combined,Nordic Combined Men's Team,Silver,24.0,184.0,69.0,4
111,Germany,Nordic Combined,Nordic Combined Men's Sprint,Silver,24.0,184.0,69.0,4
112,Germany,Nordic Combined,Nordic Combined Men's Team,Silver,28.0,184.0,69.0,4
113,Switzerland-1,Bobsleigh,Bobsleigh Men's Two,Gold,26.0,190.0,99.0,1
114,Switzerland-1,Bobsleigh,Bobsleigh Men's Four,Bronze,26.0,190.0,99.0,7
115,Switzerland-1,Bobsleigh,Bobsleigh Men's Two,Gold,28.0,190.0,99.0,1
116,Switzerland-1,Bobsleigh,Bobsleigh Men's Four,Silver,28.0,190.0,99.0,4
117,Switzerland-2,Bobsleigh,Bobsleigh Men's Two,Silver,24.0,200.0,104.0,4
118,Argentina,Football,Football Men's Football,Gold,20.0,168.0,72.0,5
119,Cuba,Boxing,Boxing Men's Heavyweight,Bronze,23.0,188.0,91.0,7
120,Poland,Boxing,Boxing Men's Lightweight,Bronze,23.0,162.0,60.0,7
121,Czechoslovakia,Modern Pentathlon,Modern Pentathlon Men's Team,Silver,25.0,187.0,83.0,4
122,Canada,Curling,Curling Men's Curling,Gold,24.0,175.0,95.0,1
123,Poland,Football,Football Men's Football,Silver,22.0,179.0,78.0,5
124,United States,Athletics,Athletics Men's Standing High Jump,Silver,22.0,188.0,78.0,0
125,United States,Athletics,Athletics Men's Standing Long Jump,Bronze,22.0,188.0,78.0,8
126,Great Britain,Judo,Judo Men's Lightweight,Silver,21.0,178.0,78.0,4
127,Great Britain,Judo,Judo Men's Half-Middleweight,Silver,25.0,178.0,78.0,4
128,Great Britain,Boxing,Boxing Women's Flyweight,Gold,29.0,164.0,51.0,1
129,Great Britain,Boxing,Boxing Women's Flyweight,Gold,33.0,164.0,51.0,1
130,United States,Athletics,Athletics Men's Standing High Jump,Gold,27.0,188.0,78.0,2
131,United States,Athletics,Athletics Men's Standing Long Jump,Silver,27.0,188.0,78.0,0
132,United States,Volleyball,Volleyball Women's Volleyball,Bronze,26.0,188.0,81.0,7
133,Great Britain,Curling,Curling Women's Curling,Bronze,24.0,164.0,69.0,7
134,New Zealand,Athletics,Athletics Women's Shot Put,Gold,23.0,193.0,120.0,1
135,New Zealand,Athletics,Athletics Women's Shot Put,Gold,27.0,193.0,120.0,1
136,New Zealand,Athletics,Athletics Women's Shot Put,Silver,31.0,193.0,120.0,4
137,Germany,Rowing,Rowing Men's Coxed Eights,Gold,29.0,189.0,87.0,1
138,Poland,Boxing,Boxing Men's Featherweight,Silver,23.0,171.0,58.0,4
139,Ghana,Football,Football Men's Football,Bronze,17.0,180.0,79.0,5
140,Nigeria,Football,Football Men's Football,Silver,22.0,181.0,82.0,5
141,Nigeria,Football,Football Men's Football,Silver,19.0,190.0,80.0,5
142,Brazil,Football,Football Men's Football,Silver,24.0,179.0,74.0,5
143,Brazil,Football,Football Men's Football,Silver,28.0,179.0,74.0,5
144,Nigeria,Athletics,Athletics Men's 4 x 100 metres Relay,Silver,22.0,186.0,78.0,4
145,Brazil,Volleyball,Volleyball Women's Volleyball,Gold,25.0,187.0,65.0,1
146,France-1,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Bronze,23.0,180.0,70.0,7
147,France-1,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Gold,26.0,180.0,70.0,1
148,Germany-2,Bobsleigh,Bobsleigh Men's Two,Silver,27.0,190.0,110.0,4
149,United States,Athletics,Athletics Men's 400 metres Hurdles,Gold,26.0,188.0,80.0,2
150,Brazil,Sailing,Sailing Mixed Three Person Keelboat,Silver,26.0,180.0,72.0,4
151,Germany,Cycling,Cycling Men's 100 kilometres Team Time Trial,Silver,23.0,172.0,62.0,4
152,Great Britain,Swimming,Swimming Women's 400 metres Freestyle,Gold,19.0,179.0,70.0,1
153,Great Britain,Swimming,Swimming Women's 800 metres Freestyle,Gold,19.0,179.0,70.0,1
154,Great Britain,Swimming,Swimming Women's 400 metres Freestyle,Bronze,23.0,179.0,70.0,8
155,Great Britain,Swimming,Swimming Women's 800 metres Freestyle,Bronze,23.0,179.0,70.0,8
156,Lithuania,Basketball,Basketball Men's Basketball,Bronze,26.0,202.0,100.0,3
157,United States,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold,19.0,198.0,100.0,2
158,United States,Swimming,Swimming Men's 100 metres Freestyle,Gold,23.0,198.0,100.0,2
159,United States,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver,23.0,198.0,100.0,0
160,United States,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold,23.0,198.0,100.0,2
161,United States,Swimming,Swimming Men's 50 metres Freestyle,Bronze,27.0,198.0,100.0,8
162,United States,Swimming,Swimming Men's 100 metres Freestyle,Bronze,27.0,198.0,100.0,8
163,United States,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold,27.0,198.0,100.0,2
164,United States,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold,27.0,198.0,100.0,2
165,Brazil,Basketball,Basketball Women's Basketball,Silver,25.0,180.0,61.0,4
166,Brazil,Basketball,Basketball Women's Basketball,Bronze,29.0,180.0,61.0,3
167,Brazil,Basketball,Basketball Women's Basketball,Bronze,21.0,170.0,65.0,3
168,Hungary,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver,30.0,189.0,87.0,4
169,Germany,Rowing,Rowing Men's Coxed Eights,Silver,24.0,189.0,82.0,4
170,Russia,Gymnastics,Gymnastics Women's Team All-Around,Silver,20.0,158.0,48.0,4
171,Russia,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,22.0,183.0,88.0,6
172,Nigeria,Athletics,Athletics Women's 4 x 400 metres Relay,Silver,20.0,180.0,62.0,4
173,Romania,Rowing,Rowing Women's Coxed Quadruple Sculls,Bronze,22.0,178.0,70.0,3
174,South Africa,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Bronze,28.0,175.0,75.0,7
175,Pakistan,Hockey,Hockey Men's Hockey,Silver,25.0,173.0,76.0,4
176,South Africa,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Bronze,27.0,193.0,104.0,7
177,Romania,Gymnastics,Gymnastics Women's Team All-Around,Gold,16.0,148.0,40.0,1
178,Romania,Gymnastics,Gymnastics Women's Horse Vault,Bronze,16.0,148.0,40.0,7
179,Italy,Rowing,Rowing Men's Coxless Fours,Bronze,24.0,187.0,93.0,3
180,Italy,Rowing,Rowing Men's Quadruple Sculls,Silver,27.0,187.0,93.0,4
181,United States,Tennis,Tennis Men's Singles,Gold,26.0,180.0,80.0,2
182,France,Judo,Judo Women's Half-Middleweight,Silver,23.0,164.0,66.0,4
183,Soviet Union,Water Polo,Water Polo Men's Water Polo,Bronze,20.0,184.0,80.0,3
184,Soviet Union,Water Polo,Water Polo Men's Water Polo,Silver,24.0,184.0,80.0,4
185,Soviet Union,Water Polo,Water Polo Men's Water Polo,Bronze,28.0,184.0,80.0,3
186,Netherlands,Hockey,Hockey Women's Hockey,Gold,29.0,172.0,58.0,1
187,Netherlands,Hockey,Hockey Women's Hockey,Gold,33.0,172.0,58.0,1
188,France,Swimming,Swimming Men's 200 metres Freestyle,Gold,20.0,202.0,90.0,1
189,France,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold,20.0,202.0,90.0,1
190,France,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver,20.0,202.0,90.0,0
191,Canada,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold,18.0,168.0,67.0,6
192,Canada,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold,23.0,168.0,67.0,6
193,Canada,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold,26.0,168.0,67.0,6
194,United States-1,Figure Skating,Figure Skating Mixed Ice Dancing,Silver,24.0,178.0,75.0,4
195,Hungary,Fencing,"Fencing Women's Foil, Team",Gold,27.0,164.0,62.0,1
196,Argentina,Football,Football Men's Football,Gold,20.0,172.0,74.0,5
197,Cuba,Volleyball,Volleyball Women's Volleyball,Gold,23.0,175.0,70.0,1
198,Cuba,Boxing,Boxing Men's Light-Welterweight,Bronze,20.0,173.0,64.0,7
199,Spain,Handball,Handball Women's Handball,Bronze,27.0,170.0,67.0,7
200,Spain,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver,23.0,167.0,50.0,4
201,Cuba,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,26.0,172.0,64.0,8
202,Indonesia,Weightlifting,Weightlifting Women's Flyweight,Silver,21.0,147.0,47.0,4
203,United States,Volleyball,Volleyball Women's Volleyball,Silver,32.0,172.0,67.0,0
204,United States,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,23.0,175.0,73.0,6
205,Great Britain,Athletics,Athletics Men's Triple Jump,Gold,22.0,170.0,57.0,1
206,Finland,Boxing,Boxing Men's Welterweight,Bronze,21.0,168.0,69.5,7
207,Sweden,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,32.0,179.0,78.0,6
208,Sweden,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze,27.0,177.0,75.0,7
209,Sweden,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,24.0,182.0,90.0,6
210,Germany,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze,29.0,189.0,80.0,7
211,Germany,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze,41.0,189.0,80.0,7
212,Indonesia-1,Badminton,Badminton Mixed Doubles,Gold,29.0,179.0,72.0,1
213,Sweden,Athletics,Athletics Men's Triple Jump,Gold,23.0,176.0,64.0,1
214,Germany-1,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Bronze,34.0,190.0,88.0,7
215,United States,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,22.0,172.0,52.0,2
216,United States,Swimming,Swimming Women's 100 metres Butterfly,Silver,22.0,172.0,52.0,0
217,United States,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold,22.0,172.0,52.0,2
218,Pakistan,Hockey,Hockey Men's Hockey,Gold,21.0,162.0,62.0,1
219,Pakistan,Hockey,Hockey Men's Hockey,Gold,25.0,171.0,67.0,1
220,Pakistan,Hockey,Hockey Men's Hockey,Gold,21.0,170.0,62.0,1
221,Pakistan,Hockey,Hockey Men's Hockey,Bronze,24.0,169.0,75.0,7
222,Pakistan,Hockey,Hockey Men's Hockey,Gold,28.0,170.0,70.0,1
223,Pakistan,Hockey,Hockey Men's Hockey,Gold,27.0,173.0,61.0,1
224,Pakistan,Hockey,Hockey Men's Hockey,Gold,27.0,150.0,70.0,1
225,Pakistan,Hockey,Hockey Men's Hockey,Silver,30.0,150.0,70.0,4
226,Pakistan,Hockey,Hockey Men's Hockey,Bronze,23.0,175.0,61.0,7
227,Finland,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Silver,24.0,184.0,66.0,4
228,Finland,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Silver,28.0,184.0,66.0,4
229,Mutafo,Sailing,Sailing Mixed Three Person Keelboat,Silver,30.0,169.0,66.0,4
230,East Germany,Rowing,Rowing Women's Coxed Eights,Gold,23.0,178.0,85.0,1
231,United States,Rowing,Rowing Men's Coxed Eights,Gold,28.0,195.0,97.0,2
232,Chile,Athletics,Athletics Women's Javelin Throw,Silver,23.0,176.0,70.0,4
233,Germany,Rowing,Rowing Men's Coxed Eights,Silver,16.0,163.0,50.0,4
234,Italy,Water Polo,Water Polo Men's Water Polo,Silver,26.0,192.0,102.0,4
235,Italy,Water Polo,Water Polo Men's Water Polo,Bronze,30.0,192.0,102.0,3
236,Argentina,Hockey,Hockey Women's Hockey,Silver,26.0,165.0,60.0,4
237,Argentina,Hockey,Hockey Women's Hockey,Bronze,30.0,165.0,60.0,7
238,Argentina,Hockey,Hockey Women's Hockey,Bronze,34.0,165.0,60.0,7
239,Italy,Water Polo,Water Polo Women's Water Polo,Silver,27.0,172.0,74.0,4
240,Germany,Canoeing,"Canoeing Men's Kayak Singles, Slalom",Bronze,23.0,183.0,75.0,7
241,Japan,Gymnastics,Gymnastics Men's Team All-Around,Silver,21.0,154.0,53.0,4
242,Japan,Gymnastics,Gymnastics Men's Floor Exercise,Silver,21.0,154.0,53.0,4
243,Japan,Gymnastics,Gymnastics Men's Team All-Around,Gold,25.0,154.0,53.0,1
244,Japan,Gymnastics,Gymnastics Men's Floor Exercise,Gold,25.0,154.0,53.0,1
245,Japan,Gymnastics,Gymnastics Men's Team All-Around,Bronze,21.0,156.0,55.0,7
246,Japan,Baseball,Baseball Men's Baseball,Bronze,28.0,183.0,85.0,7
247,Great Britain,Sailing,Sailing Mixed One Person Dinghy,Silver,19.0,183.0,90.0,4
248,Great Britain,Sailing,Sailing Mixed One Person Dinghy,Gold,23.0,183.0,90.0,1
249,Great Britain,Sailing,Sailing Men's One Person Dinghy,Gold,27.0,183.0,90.0,1
250,Great Britain,Sailing,Sailing Mixed One Person Dinghy,Gold,31.0,183.0,90.0,1
251,Great Britain,Sailing,Sailing Men's One Person Heavyweight Dinghy,Gold,35.0,183.0,90.0,1
252,United States,Baseball,Baseball Men's Baseball,Gold,22.0,187.0,84.0,2
253,Great Britain,Sailing,Sailing Mixed 5.5 metres,Bronze,34.0,185.0,85.0,7
254,Australia,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver,21.0,173.0,65.0,4
255,Australia,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze,25.0,173.0,65.0,7
256,Australia,Cycling,Cycling Men's Madison,Gold,29.0,173.0,65.0,1
257,Ukraine,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Gold,35.0,177.0,88.0,1
258,Greece,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Bronze,17.0,167.0,45.0,7
259,Nigeria,Football,Football Men's Football,Bronze,20.0,172.0,79.0,5
260,Cuba,Baseball,Baseball Men's Baseball,Gold,27.0,175.0,93.0,1
261,Cuba,Baseball,Baseball Men's Baseball,Gold,31.0,175.0,93.0,1
262,Cuba,Baseball,Baseball Men's Baseball,Silver,35.0,175.0,93.0,4
263,Nigeria,Football,Football Men's Football,Silver,23.0,185.0,75.0,5
264,Canada,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,20.0,180.0,62.0,8
265,Nigeria,Athletics,Athletics Women's Long Jump,Gold,24.0,164.0,57.0,1
266,Great Britain,Athletics,Athletics Men's 4 x 400 metres Relay,Silver,25.0,185.0,81.0,4
267,Great Britain,Athletics,Athletics Men's 400 metres Hurdles,Bronze,33.0,185.0,81.0,8
268,Great Britain,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze,33.0,185.0,81.0,8
269,Japan,Wrestling,"Wrestling Men's Featherweight, Freestyle",Silver,19.0,172.0,74.0,4
270,Japan,Wrestling,"Wrestling Men's Lightweight, Freestyle",Bronze,27.0,172.0,74.0,7
271,Japan,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Bronze,24.0,169.0,64.0,7
272,Turkey,Wrestling,"Wrestling Men's Featherweight, Freestyle",Silver,23.0,168.0,62.0,4
273,United States,Football,Football Women's Football,Gold,30.0,178.0,68.0,2
274,Turkey,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Gold,25.0,192.0,125.0,1
275,Soviet Union,Volleyball,Volleyball Women's Volleyball,Gold,18.0,181.0,80.0,1
276,Russia,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Silver,21.0,160.0,55.0,4
277,Russia,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Bronze,25.0,160.0,55.0,7
278,Russia,Biathlon,Biathlon Women's 10 kilometres Pursuit,Bronze,29.0,160.0,55.0,7
279,Russia,Biathlon,Biathlon Women's 15 kilometres,Bronze,29.0,160.0,55.0,7
280,Russia,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Gold,29.0,160.0,55.0,1
281,Uzbekistan,Boxing,Boxing Men's Bantamweight,Bronze,21.0,165.0,56.0,7
282,Russia,Fencing,"Fencing Men's Foil, Team",Gold,28.0,187.0,79.0,1
283,Russia,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Silver,21.0,190.0,120.0,4
284,Bulgaria,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Silver,34.0,184.0,87.0,4
285,Soviet Union,Hockey,Hockey Women's Hockey,Bronze,23.0,160.0,52.0,7
286,Soviet Union,Rowing,Rowing Men's Coxless Fours,Bronze,26.0,180.0,79.0,3
287,Pakistan,Hockey,Hockey Men's Hockey,Gold,25.0,172.0,61.0,1
288,Pakistan,Hockey,Hockey Men's Hockey,Gold,23.0,173.0,65.0,1
289,Uganda,Athletics,Athletics Men's 400 metres Hurdles,Gold,22.0,188.0,77.0,1
290,Soviet Union,Water Polo,Water Polo Men's Water Polo,Gold,24.0,181.0,84.0,1
291,Soviet Union,Water Polo,Water Polo Men's Water Polo,Gold,27.0,184.0,80.0,1
292,United States,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,22.0,163.0,61.0,2
293,United States,Volleyball,Volleyball Women's Volleyball,Silver,24.0,191.0,79.0,0
294,United States,Volleyball,Volleyball Women's Volleyball,Bronze,28.0,191.0,79.0,7
295,Russia,Weightlifting,Weightlifting Men's Middle-Heavyweight,Silver,19.0,178.0,105.0,4
