,Team,Sport,Event,Medal,Age,Height,Weight,Cluster
12672,Japan,Volleyball,Volleyball Men's Volleyball,Gold,27.0,185.0,83.0,1
12673,Japan,Synchronized Swimming,Synchronized Swimming Women's Duet,Bronze,21.0,163.0,51.0,7
12674,Japan,Volleyball,Volleyball Women's Volleyball,Bronze,25.0,185.0,65.0,7
12675,Japan,Baseball,Baseball Men's Baseball,Bronze,32.0,172.0,78.0,7
12676,Hungary,Judo,Judo Men's Extra-Lightweight,Bronze,20.0,167.0,64.0,7
12677,Cuba,Boxing,Boxing Men's Lightweight,Gold,29.0,165.0,60.0,1
12678,Cuba,Boxing,Boxing Men's Lightweight,Gold,33.0,165.0,60.0,1
12679,Cuba,Baseball,Baseball Men's Baseball,Gold,27.0,190.0,86.0,1
12680,Cuba,Baseball,Baseball Men's Baseball,Gold,31.0,190.0,86.0,1
12681,Cuba,Baseball,Baseball Men's Baseball,Silver,35.0,190.0,86.0,4
12682,Germany,Athletics,Athletics Men's 4 x 400 metres Relay,Silver,22.0,184.0,73.0,4
12683,West Germany,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze,30.0,184.0,73.0,8
12684,India,Hockey,Hockey Men's Hockey,Bronze,25.0,170.0,62.0,7
12685,United States,Athletics,Athletics Men's High Jump,Gold,21.0,190.0,79.0,2
12686,Great Britain,Cycling,Cycling Women's Team Pursuit,Gold,21.0,175.0,62.0,1
12687,United States,Basketball,Basketball Men's Basketball,Gold,25.0,201.0,91.0,2
12688,United States,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold,22.0,175.0,77.0,2
12689,United States,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver,26.0,175.0,77.0,0
12690,United States,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze,30.0,175.0,77.0,7
12691,United States,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze,26.0,162.0,61.0,7
12692,United States,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,20.0,180.0,64.0,2
12693,United States,Swimming,Swimming Women's 100 metres Breaststroke,Gold,19.0,175.0,70.0,2
12694,United States,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold,19.0,175.0,70.0,2
12695,United States,Diving,Diving Women's Springboard,Gold,28.0,170.0,59.0,2
12696,Australia,Sailing,Sailing Men's Two Person Dinghy,Gold,27.0,181.0,64.0,1
12697,Japan,Football,Football Women's Football,Silver,28.0,161.0,52.0,4
12698,United States,Athletics,Athletics Men's 110 metres Hurdles,Gold,21.0,185.0,91.0,2
12699,United States,Athletics,Athletics Men's 110 metres Hurdles,Gold,26.0,185.0,91.0,2
12700,Netherlands,Rowing,Rowing Women's Coxed Eights,Silver,26.0,182.0,75.0,4
12701,Netherlands,Rowing,Rowing Women's Coxed Eights,Bronze,30.0,182.0,75.0,3
12702,Australia,Baseball,Baseball Men's Baseball,Silver,31.0,186.0,112.0,4
12703,Canada,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold,24.0,173.0,62.0,6
12704,Canada,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold,28.0,173.0,62.0,6
12705,Canada,Freestyle Skiing,Freestyle Skiing Men's Moguls,Silver,21.0,174.0,68.0,4
12706,New Zealand,Swimming,Swimming Men's 200 metres Backstroke,Bronze,21.0,182.0,85.0,8
12707,United States,Baseball,Baseball Men's Baseball,Gold,27.0,182.0,95.0,2
12708,Finland,Athletics,Athletics Men's Javelin Throw,Silver,26.0,175.0,77.5,4
12709,Japan,Sailing,Sailing Women's Two Person Dinghy,Silver,29.0,175.0,69.0,4
12710,United States,Swimming,"Swimming Men's 1,500 metres Freestyle",Silver,16.0,193.0,91.0,0
12711,United States,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,20.0,193.0,91.0,2
12712,United States,Athletics,Athletics Men's 110 metres Hurdles,Gold,22.0,183.0,72.0,2
12713,West Germany,Alpine Skiing,Alpine Skiing Women's Slalom,Silver,19.0,172.0,56.0,4
12714,West Germany,Alpine Skiing,Alpine Skiing Women's Giant Slalom,Silver,27.0,172.0,56.0,4
12715,West Germany,Alpine Skiing,Alpine Skiing Women's Slalom,Bronze,27.0,172.0,56.0,7
12716,United States,Cycling,Cycling Women's BMX,Bronze,26.0,170.0,64.0,7
12717,Greece,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Bronze,27.0,157.0,55.0,7
12718,Kenya,Athletics,"Athletics Men's 5,000 metres",Bronze,19.0,167.0,57.0,8
12719,Kenya,Athletics,"Athletics Men's 5,000 metres",Silver,23.0,167.0,57.0,4
12720,Kenya,Athletics,Athletics Men's Marathon,Gold,31.0,167.0,57.0,1
12721,Denmark,Athletics,Athletics Men's 800 metres,Silver,27.0,182.0,63.0,4
12722,Denmark,Athletics,Athletics Men's 800 metres,Bronze,31.0,182.0,63.0,8
12723,Kenya,Athletics,"Athletics Men's 1,500 metres",Bronze,25.0,185.0,73.0,8
12724,Kenya,Athletics,"Athletics Men's 1,500 metres",Gold,19.0,190.0,63.0,1
12725,Kenya,Athletics,Athletics Men's 800 metres,Silver,29.0,185.0,68.0,4
12726,Uganda,Athletics,Athletics Men's Marathon,Gold,23.0,172.0,56.0,1
12727,Kenya,Athletics,Athletics Men's Marathon,Bronze,30.0,182.0,62.0,8
12728,Finland,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,21.0,184.0,88.5,6
12729,Finland,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,33.0,185.0,85.0,6
12730,Kenya,Athletics,"Athletics Men's 3,000 metres Steeplechase",Silver,19.0,175.0,55.0,4
12731,Kenya,Athletics,"Athletics Men's 3,000 metres Steeplechase",Gold,23.0,175.0,55.0,1
12732,Kenya,Athletics,"Athletics Men's 3,000 metres Steeplechase",Gold,21.0,167.0,58.0,1
12733,Kenya,Athletics,"Athletics Men's 3,000 metres Steeplechase",Silver,24.0,175.0,60.0,4
12734,Soviet Union-1,Bobsleigh,Bobsleigh Men's Two,Gold,30.0,178.0,86.0,1
12735,Soviet Union-2,Bobsleigh,Bobsleigh Men's Four,Bronze,30.0,178.0,86.0,7
12736,Kenya,Athletics,"Athletics Women's 10,000 metres",Silver,26.0,157.0,40.0,4
12737,United States,Volleyball,Volleyball Men's Volleyball,Gold,23.0,190.0,86.0,2
12738,United States,Volleyball,Volleyball Men's Volleyball,Gold,27.0,190.0,86.0,2
12739,United States-1,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Gold,35.0,190.0,86.0,1
12740,France,Fencing,"Fencing Women's epee, Team",Bronze,33.0,169.0,55.0,7
12741,Australia,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,25.0,180.0,77.0,1
12742,United States,Athletics,"Athletics Men's 3,000 metres, Team",Bronze,22.0,173.0,59.0,8
12743,Germany,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold,24.0,184.0,82.0,1
12744,West Germany,Fencing,"Fencing Women's Foil, Team",Gold,31.0,170.0,60.0,1
12745,Germany,Nordic Combined,Nordic Combined Men's Team,Silver,18.0,183.0,69.0,4
12746,Germany,Nordic Combined,Nordic Combined Men's Team,Silver,22.0,183.0,69.0,4
12747,Germany,Nordic Combined,Nordic Combined Men's Team,Bronze,26.0,183.0,69.0,7
12748,Germany,Nordic Combined,Nordic Combined Men's Team,Silver,30.0,183.0,69.0,4
12749,East Germany,Rowing,Rowing Men's Coxed Pairs,Silver,21.0,208.0,106.0,4
12750,Germany,Rowing,Rowing Men's Coxed Eights,Bronze,25.0,208.0,106.0,3
12751,Germany,Rowing,Rowing Men's Coxed Eights,Silver,29.0,208.0,106.0,4
12752,Germany,Equestrianism,"Equestrianism Mixed Jumping, Individual",Gold,28.0,190.0,86.0,1
12753,Germany,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold,28.0,190.0,86.0,1
12754,East Germany-2,Bobsleigh,Bobsleigh Men's Four,Bronze,26.0,190.0,100.0,7
12755,East Germany-1,Bobsleigh,Bobsleigh Men's Four,Gold,30.0,190.0,100.0,1
12756,Germany,Biathlon,Biathlon Men's 10 kilometres Sprint,Gold,21.0,178.0,68.0,1
12757,Germany,Biathlon,Biathlon Men's 20 kilometres,Silver,21.0,178.0,68.0,4
12758,Germany,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold,21.0,178.0,68.0,1
12759,Germany,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold,23.0,178.0,68.0,1
12760,Russia,Athletics,Athletics Men's 50 kilometres Walk,Gold,32.0,178.0,66.0,1
12761,Soviet Union,Cycling,"Cycling Men's 1,000 metres Time Trial",Gold,21.0,180.0,80.0,1
12762,Russia,Basketball,Basketball Men's Basketball,Bronze,31.0,208.0,98.0,3
12763,Russia-1,Tennis,Tennis Women's Doubles,Bronze,25.0,174.0,60.0,7
12764,Ukraine,Boxing,Boxing Men's Light-Flyweight,Bronze,21.0,161.0,48.0,7
12765,Unified Team,Fencing,"Fencing Men's Sabre, Team",Gold,26.0,181.0,82.0,1
12766,Russia,Fencing,"Fencing Men's Sabre, Team",Gold,30.0,181.0,82.0,1
12767,Unified Team,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver,26.0,170.0,65.0,4
12768,Russia,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver,28.0,170.0,65.0,4
12769,United States,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,22.0,167.0,65.0,0
12770,Denmark,Sailing,Sailing Mixed Skiff,Gold,26.0,188.0,80.0,1
12771,United States,Rugby,Rugby Men's Rugby,Gold,24.0,178.0,77.0,2
12772,United States,Athletics,Athletics Men's 100 metres,Silver,24.0,178.0,77.0,0
12773,United States,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,24.0,178.0,77.0,2
12774,United States,Modern Pentathlon,Modern Pentathlon Men's Team,Silver,29.0,183.0,82.0,0
12775,Great Britain,Hockey,Hockey Men's Hockey,Gold,26.0,182.0,80.0,1
12776,Soviet Union,Athletics,Athletics Men's 800 metres,Bronze,22.0,176.0,63.0,8
12777,Bulgaria,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",Gold,26.0,163.0,52.0,1
12778,Bulgaria,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",Gold,29.0,163.0,52.0,1
12779,United States,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,31.0,177.0,77.0,6
12780,Soviet Union,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver,25.0,180.0,80.0,4
12781,East Germany,Athletics,Athletics Women's High Jump,Bronze,25.0,177.0,62.0,8
12782,Kenya,Athletics,Athletics Men's Marathon,Silver,30.0,177.0,62.0,4
12783,Finland,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Bronze,21.0,183.0,74.0,7
12784,Finland,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,Bronze,25.0,183.0,74.0,7
12785,Finland,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Bronze,25.0,183.0,74.0,7
12786,Finland,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Bronze,33.0,183.0,74.0,7
12787,Finland,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Bronze,35.0,183.0,74.0,7
12788,Finland,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Bronze,39.0,183.0,74.0,7
12789,Finland,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,Gold,28.0,176.0,68.5,1
12790,Finland,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,Gold,28.0,176.0,68.5,1
12791,Finland,Cross Country Skiing,Cross Country Skiing Women's 20 kilometres,Gold,28.0,176.0,68.5,1
12792,Finland,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Bronze,28.0,176.0,68.5,7
12793,Finland,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Bronze,32.0,176.0,68.5,7
12794,Finland,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,Bronze,38.0,176.0,68.5,7
12795,Finland,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,Bronze,38.0,176.0,68.5,7
12796,Bahrain,Athletics,Athletics Women's Marathon,Silver,32.0,155.0,49.0,4
12797,Bulgaria,Shooting,"Shooting Men's Air Pistol, 10 metres",Gold,25.0,182.0,90.0,1
12798,Bulgaria,Shooting,"Shooting Men's Air Pistol, 10 metres",Bronze,33.0,182.0,90.0,7
12799,Bulgaria,Shooting,"Shooting Men's Free Pistol, 50 metres",Gold,37.0,182.0,90.0,1
12800,Japan,Athletics,Athletics Men's 4 x 100 metres Relay,Silver,20.0,175.0,68.0,4
12801,Soviet Union,Weightlifting,Weightlifting Men's Lightweight,Gold,23.0,160.0,67.0,1
12802,Hungary,Water Polo,Water Polo Men's Water Polo,Gold,25.0,194.0,115.0,1
12803,Turkey,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Gold,26.0,179.0,87.0,1
12804,Germany,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze,27.0,166.0,52.0,8
12805,East Germany,Football,Football Men's Football,Gold,24.0,177.0,79.0,5
12806,East Germany,Gymnastics,Gymnastics Women's Team All-Around,Bronze,18.0,159.0,47.0,7
12807,Soviet Union,Boxing,Boxing Men's Light-Heavyweight,Silver,26.0,178.0,75.0,4
12808,Soviet Union,Boxing,Boxing Men's Middleweight,Silver,30.0,178.0,75.0,4
12809,Unified Team,Handball,Handball Men's Handball,Gold,25.0,199.0,105.0,1
12810,Russia,Synchronized Swimming,Synchronized Swimming Women's Duet,Gold,25.0,174.0,58.0,1
12811,Russia,Synchronized Swimming,Synchronized Swimming Women's Team,Gold,25.0,174.0,58.0,1
12812,Russia,Synchronized Swimming,Synchronized Swimming Women's Team,Gold,29.0,174.0,58.0,1
12813,Canada,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Bronze,28.0,172.0,73.0,7
12814,Hungary,Athletics,Athletics Men's 50 kilometres Walk,Silver,32.0,178.0,63.0,4
12815,Hungary,Athletics,Athletics Men's Hammer Throw,Gold,24.0,188.0,115.0,1
12816,Hungary,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Bronze,30.0,184.0,103.0,7
12817,Hungary,Water Polo,Water Polo Men's Water Polo,Gold,22.0,198.0,112.0,1
12818,Hungary,Water Polo,Water Polo Men's Water Polo,Gold,26.0,198.0,112.0,1
12819,Hungary,Water Polo,Water Polo Men's Water Polo,Gold,30.0,198.0,112.0,1
12820,Hungary,Water Polo,Water Polo Men's Water Polo,Bronze,21.0,190.0,89.0,3
12821,Hungary,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Bronze,21.0,175.0,73.0,7
12822,West Germany,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver,26.0,187.0,80.0,4
12823,Brazil,Football,Football Men's Football,Silver,26.0,180.0,73.0,5
12824,Brazil,Judo,Judo Men's Extra-Lightweight,Bronze,22.0,164.0,60.0,7
12825,Japan,Swimming,Swimming Men's 100 metres Breaststroke,Gold,21.0,178.0,73.0,1
12826,Japan,Swimming,Swimming Men's 200 metres Breaststroke,Gold,21.0,178.0,73.0,1
12827,Japan,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze,21.0,178.0,73.0,8
12828,Japan,Swimming,Swimming Men's 100 metres Breaststroke,Gold,25.0,178.0,73.0,1
12829,Japan,Swimming,Swimming Men's 200 metres Breaststroke,Gold,25.0,178.0,73.0,1
12830,Japan,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze,25.0,178.0,73.0,8
12831,Japan,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver,29.0,178.0,73.0,0
12832,Japan,Synchronized Swimming,Synchronized Swimming Women's Team,Silver,22.0,161.0,52.0,4
12833,Japan,Speed Skating,Speed Skating Men's 500 metres,Silver,21.0,168.0,61.0,4
12834,West Germany,Hockey,Hockey Men's Hockey,Gold,28.0,172.0,76.0,1
12835,Kenya,Athletics,Athletics Men's 800 metres,Bronze,17.0,172.0,60.0,8
12836,Kenya,Athletics,Athletics Men's 400 metres,Bronze,26.0,186.0,77.0,8
12837,Finland,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver,25.0,172.0,68.0,4
12838,Finland,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver,33.0,172.0,68.0,4
12839,Finland,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Silver,29.0,182.0,65.0,4
12840,United States,Athletics,"Athletics Men's 1,500 metres",Silver,19.0,172.0,66.0,0
12841,United States,Athletics,"Athletics Men's 3,000 metres, Team",Gold,19.0,172.0,66.0,2
12842,Finland,Cross Country Skiing,Cross Country Skiing Women's 3 x 5 kilometres Relay,Silver,24.0,157.0,55.5,4
12843,Finland,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,Gold,28.0,157.0,55.5,1
12844,Finland,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,Silver,28.0,157.0,55.5,4
12845,Finland,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Silver,28.0,157.0,55.5,4
12846,Finland,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,Bronze,32.0,157.0,55.5,7
12847,Kenya,Athletics,"Athletics Women's 3,000 metres Steeplechase",Silver,24.0,162.0,42.0,4
12848,Soviet Union,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze,36.0,171.0,72.0,7
12849,Soviet Union,Equestrianism,"Equestrianism Mixed Dressage, Individual",Gold,40.0,171.0,72.0,1
12850,Soviet Union,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver,40.0,171.0,72.0,4
12851,Soviet Union,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold,44.0,171.0,72.0,1
12852,Denmark,Handball,Handball Women's Handball,Gold,25.0,178.0,67.0,1
12853,Denmark,Handball,Handball Women's Handball,Gold,29.0,178.0,67.0,1
12854,Finland,Boxing,Boxing Men's Light-Welterweight,Bronze,23.0,180.0,65.0,7
12855,Sweden,Curling,Curling Men's Curling,Bronze,28.0,182.0,79.0,7
12856,Norway,Snowboarding,Snowboarding Women's Halfpipe,Silver,22.0,172.0,61.0,4
12857,Sweden,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,24.0,189.0,94.0,6
12858,Norway,Alpine Skiing,Alpine Skiing Men's Combined,Gold,23.0,180.0,88.0,1
12859,Norway,Alpine Skiing,Alpine Skiing Men's Downhill,Silver,27.0,180.0,88.0,4
12860,Norway,Alpine Skiing,Alpine Skiing Men's Combined,Silver,27.0,180.0,88.0,4
12861,Norway,Alpine Skiing,Alpine Skiing Men's Downhill,Silver,31.0,180.0,88.0,4
12862,Norway,Alpine Skiing,Alpine Skiing Men's Giant Slalom,Bronze,31.0,180.0,88.0,7
12863,Denmark,Handball,Handball Women's Handball,Gold,21.0,170.0,72.0,1
12864,Denmark,Handball,Handball Women's Handball,Gold,25.0,170.0,72.0,1
12865,Denmark,Sailing,Sailing Mixed Multihull,Silver,25.0,182.0,75.0,4
12866,East Germany,Shooting,"Shooting Mixed Rapid-Fire Pistol, 25 metres",Gold,21.0,184.0,83.0,1
12867,Netherlands,Hockey,Hockey Men's Hockey,Bronze,27.0,181.0,76.0,7
12868,West Germany,Hockey,Hockey Men's Hockey,Gold,26.0,181.0,75.0,1
12869,Austria,Alpine Skiing,Alpine Skiing Men's Downhill,Gold,22.0,183.0,79.0,1
12870,Czechoslovakia,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,22.0,175.0,76.0,6
12871,Czechoslovakia,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,26.0,175.0,76.0,6
12872,East Germany,Athletics,"Athletics Women's 1,500 metres",Bronze,22.0,170.0,58.0,8
12873,Austria,Nordic Combined,Nordic Combined Men's Team,Bronze,28.0,182.0,70.0,7
12874,Czechoslovakia,Cycling,Cycling Men's 100 kilometres Team Time Trial,Bronze,26.0,182.0,79.0,7
12875,United States,Water Polo,Water Polo Men's Water Polo,Silver,23.0,195.0,98.0,0
12876,Canada,Speed Skating,"Speed Skating Women's 3,000 metres",Bronze,22.0,173.0,71.0,7
12877,Canada,Speed Skating,"Speed Skating Women's 1,000 metres",Silver,26.0,173.0,71.0,4
12878,Canada,Speed Skating,"Speed Skating Women's 1,500 metres",Gold,26.0,173.0,71.0,1
12879,Canada,Speed Skating,"Speed Skating Women's 3,000 metres",Bronze,26.0,173.0,71.0,7
12880,Canada,Speed Skating,"Speed Skating Women's 5,000 metres",Bronze,26.0,173.0,71.0,7
12881,Canada,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),Silver,26.0,173.0,71.0,4
12882,Poland,Archery,Archery Women's Team,Bronze,23.0,170.0,60.0,7
12883,East Germany,Rowing,Rowing Men's Coxed Eights,Gold,27.0,190.0,98.0,1
12884,East Germany,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,Silver,30.0,184.0,77.0,4
12885,France,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Bronze,28.0,171.0,65.0,7
12886,Netherlands,Hockey,Hockey Men's Hockey,Silver,25.0,187.0,85.0,4
12887,East Germany,Rowing,Rowing Men's Coxed Fours,Gold,22.0,196.0,91.0,1
12888,East Germany,Swimming,Swimming Women's 100 metres Backstroke,Silver,15.0,180.0,64.0,0
12889,Germany,Hockey,Hockey Women's Hockey,Gold,32.0,172.0,71.0,1
12890,Germany,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Gold,28.0,187.0,82.0,1
12891,Hungary,Athletics,Athletics Women's Discus Throw,Bronze,29.0,178.0,84.0,8
12892,Netherlands,Speed Skating,"Speed Skating Women's 5,000 metres",Bronze,35.0,172.0,59.0,7
12893,Germany,Fencing,"Fencing Men's Foil, Individual",Gold,23.0,174.0,65.0,1
12894,Germany,Fencing,"Fencing Men's Foil, Team",Bronze,26.0,174.0,65.0,7
12895,Canada,Curling,Curling Women's Curling,Bronze,37.0,169.0,69.0,7
12896,Germany,Swimming,Swimming Men's 100 metres Freestyle,Bronze,22.0,185.0,80.0,8
12897,Germany,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver,22.0,185.0,80.0,0
12898,Germany,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver,22.0,185.0,80.0,0
12899,Germany,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver,22.0,185.0,80.0,0
12900,Germany,Athletics,Athletics Women's 4 x 100 metres Relay,Silver,20.0,164.0,55.0,4
12901,France,Rowing,Rowing Men's Coxed Fours,Silver,16.0,172.0,52.0,4
12902,West Germany,Rowing,Rowing Men's Coxed Eights,Gold,41.0,170.0,50.0,1
12903,Germany,Rowing,Rowing Men's Coxed Eights,Bronze,44.0,170.0,50.0,3
12904,Russia,Wrestling,"Wrestling Men's Middleweight A, Greco-Roman",Silver,27.0,174.0,77.5,4
12905,Netherlands,Water Polo,Water Polo Women's Water Polo,Gold,25.0,179.0,80.0,1
12906,Germany,Diving,Diving Men's Synchronized Platform,Silver,22.0,173.0,71.0,4
12907,Netherlands,Hockey,Hockey Men's Hockey,Gold,28.0,182.0,79.0,1
12908,United States,Basketball,Basketball Men's Basketball,Gold,22.0,211.0,122.0,2
12909,United States,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold,17.0,167.0,48.0,2
12910,Netherlands,Speed Skating,"Speed Skating Men's 5,000 metres",Silver,24.0,188.0,86.0,4
12911,Netherlands,Speed Skating,"Speed Skating Men's 10,000 metres",Gold,24.0,188.0,86.0,1
12912,Netherlands,Speed Skating,"Speed Skating Men's 10,000 metres",Silver,28.0,188.0,86.0,4
12913,Germany,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres",Silver,32.0,180.0,89.0,4
12914,Germany,Athletics,Athletics Women's Shot Put,Silver,28.0,190.0,90.0,4
12915,Germany,Rowing,Rowing Men's Coxed Eights,Silver,22.0,199.0,95.0,4
12916,Slovenia,Rowing,Rowing Men's Coxless Fours,Bronze,20.0,190.0,84.0,3
12917,Soviet Union,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Gold,27.0,176.0,80.0,1
12918,Latvia,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Silver,31.0,176.0,80.0,4
12919,Latvia,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Silver,35.0,176.0,80.0,4
12920,Norway,Nordic Combined,Nordic Combined Men's Team,Gold,35.0,178.0,67.0,1
12921,Poland,Handball,Handball Men's Handball,Bronze,23.0,192.0,90.0,3
12922,Australia,Sailing,Sailing Men's Windsurfer,Bronze,24.0,174.0,69.0,7
12923,West Germany,Football,Football Men's Football,Bronze,30.0,186.0,76.0,5
12924,Soviet Union,Rowing,Rowing Men's Quadruple Sculls,Silver,21.0,190.0,87.0,4
12925,Soviet Union,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze,18.0,171.0,60.0,8
12926,Russia,Speed Skating,Speed Skating Men's 500 metres,Silver,23.0,176.0,70.0,4
12927,Russia,Speed Skating,"Speed Skating Men's 1,000 metres",Bronze,23.0,176.0,70.0,7
12928,Soviet Union,Hockey,Hockey Men's Hockey,Bronze,26.0,174.0,72.0,7
12929,Soviet Union,Cycling,Cycling Men's 100 kilometres Team Time Trial,Bronze,31.0,177.0,76.0,7
12930,Germany,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver,24.0,170.0,75.0,4
12931,East Germany,Rowing,Rowing Women's Coxless Pairs,Gold,23.0,175.0,66.0,1
12932,Australia,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze,18.0,191.0,81.0,8
12933,Australia,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold,23.0,191.0,81.0,1
12934,Australia,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,23.0,191.0,81.0,1
12935,Australia,Swimming,Swimming Men's 100 metres Butterfly,Silver,23.0,191.0,81.0,0
12936,Australia,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver,23.0,191.0,81.0,0
12937,Australia,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver,26.0,191.0,81.0,0
12938,Soviet Union,Athletics,Athletics Men's Hammer Throw,Gold,31.0,185.0,103.0,1
12939,Soviet Union,Athletics,Athletics Men's Hammer Throw,Silver,35.0,185.0,103.0,4
12940,Czechoslovakia,Handball,Handball Men's Handball,Silver,27.0,177.0,80.0,4
12941,Soviet Union,Gymnastics,Gymnastics Men's Team All-Around,Silver,19.0,169.0,61.0,4
12942,Soviet Union,Gymnastics,Gymnastics Men's Parallel Bars,Bronze,19.0,169.0,61.0,7
12943,Soviet Union,Gymnastics,Gymnastics Men's Team All-Around,Silver,23.0,169.0,61.0,4
12944,Soviet Union,Gymnastics,Gymnastics Men's Horse Vault,Silver,23.0,169.0,61.0,4
12945,Soviet Union,Gymnastics,Gymnastics Men's Pommelled Horse,Gold,23.0,169.0,61.0,1
12946,Germany,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold,40.0,172.0,58.0,1
12947,Germany,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold,44.0,172.0,58.0,1
12948,Germany,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver,48.0,172.0,58.0,4
12949,Germany,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold,28.0,184.0,66.0,1
12950,West Germany,Equestrianism,"Equestrianism Mixed Dressage, Individual",Bronze,32.0,184.0,66.0,7
12951,West Germany,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold,32.0,184.0,66.0,1
12952,West Germany,Equestrianism,"Equestrianism Mixed Dressage, Individual",Bronze,40.0,184.0,66.0,7
