,Team,Sport,Event,Medal,Age,Height,Weight
29630,Russia,Diving,Diving Men's Springboard,Gold,21.0,177.0,70.0
29631,Russia,Diving,Diving Men's Synchronized Springboard,Silver,21.0,177.0,70.0
29632,Russia,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Gold,26.0,173.0,72.0
29633,Soviet Union,Handball,Handball Women's Handball,Gold,29.0,178.0,79.0
29634,Soviet Union,Basketball,Basketball Women's Basketball,Gold,31.0,180.0,81.0
29635,Soviet Union,Gymnastics,Gymnastics Women's Team All-Around,Gold,17.0,146.0,42.0
29636,Soviet Union,Basketball,Basketball Women's Basketball,Gold,25.0,180.0,81.0
29637,Soviet Union,Basketball,Basketball Women's Basketball,Gold,29.0,180.0,81.0
29638,Russia,Water Polo,Water Polo Men's Water Polo,Silver,26.0,179.0,82.0
29639,Russia,Water Polo,Water Polo Men's Water Polo,Bronze,30.0,179.0,82.0
29640,Hungary,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Bronze,23.0,173.0,84.0
29641,Hungary,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Bronze,27.0,173.0,84.0
29642,Italy,Fencing,"Fencing Women's Foil, Team",Silver,22.0,171.0,67.0
29643,Italy,Fencing,"Fencing Women's Foil, Team",Gold,26.0,171.0,67.0
29644,Italy,Fencing,"Fencing Women's epee, Team",Silver,30.0,171.0,67.0
29645,Bulgaria,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Silver,23.0,164.0,57.0
29646,Romania,Fencing,"Fencing Men's Sabre, Team",Silver,31.0,184.0,78.0
29647,Pakistan,Hockey,Hockey Men's Hockey,Silver,22.0,169.0,59.0
29648,Pakistan,Hockey,Hockey Men's Hockey,Bronze,26.0,169.0,59.0
29649,Pakistan,Hockey,Hockey Men's Hockey,Bronze,23.0,170.0,65.0
29650,Russia,Boxing,Boxing Men's Welterweight,Bronze,25.0,174.0,69.0
29651,Russia,Gymnastics,Gymnastics Women's Team All-Around,Silver,17.0,154.0,43.0
29652,Russia,Gymnastics,Gymnastics Women's Floor Exercise,Gold,17.0,154.0,43.0
29653,Russia,Gymnastics,Gymnastics Women's Horse Vault,Gold,17.0,154.0,43.0
29654,Russia,Gymnastics,Gymnastics Women's Team All-Around,Bronze,21.0,154.0,43.0
29655,Mexico,Boxing,Boxing Men's Bantamweight,Silver,18.0,160.0,54.0
29656,Chile,Football,Football Men's Football,Bronze,33.0,179.0,76.0
29657,Soviet Union,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Bronze,30.0,179.0,77.0
29658,Italy,Boxing,Boxing Men's Bantamweight,Silver,21.0,158.0,54.0
29659,Soviet Union,Football,Football Men's Football,Bronze,25.0,172.0,66.0
29660,Italy,Water Polo,Water Polo Women's Water Polo,Gold,26.0,183.0,65.0
29661,East Germany,Rowing,Rowing Men's Coxed Fours,Silver,21.0,193.0,95.0
29662,Germany,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Bronze,21.0,176.0,78.0
29663,Germany,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver,21.0,176.0,78.0
29664,Sweden,Athletics,"Athletics Men's 3,000 metres, Team",Silver,22.0,180.0,66.0
29665,Sweden,Athletics,"Athletics Men's 3,000 metres, Team",Bronze,30.0,180.0,66.0
29666,Germany,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Silver,28.0,176.0,85.0
29667,Italy-1,Bobsleigh,Bobsleigh Men's Four,Gold,23.0,184.0,85.0
29668,Netherlands,Speed Skating,"Speed Skating Men's 5,000 metres",Silver,20.0,189.0,76.0
29669,Netherlands,Speed Skating,"Speed Skating Men's 1,500 metres",Bronze,22.0,189.0,76.0
29670,Yugoslavia,Football,Football Men's Football,Gold,23.0,173.0,77.0
29671,Brazil,Gymnastics,Gymnastics Men's Rings,Gold,22.0,156.0,61.0
29672,Brazil,Gymnastics,Gymnastics Men's Rings,Silver,26.0,156.0,61.0
29673,Argentina,Football,Football Men's Football,Silver,22.0,178.0,73.0
29674,East Germany,Speed Skating,"Speed Skating Women's 3,000 metres",Bronze,22.0,167.0,60.0
29675,East Germany,Speed Skating,"Speed Skating Women's 3,000 metres",Bronze,26.0,167.0,60.0
29676,East Germany,Speed Skating,"Speed Skating Women's 5,000 metres",Bronze,26.0,167.0,60.0
29677,Italy,Cycling,"Cycling Men's Road Race, Individual",Gold,24.0,174.0,74.0
29678,Croatia,Taekwondo,Taekwondo Women's Flyweight,Bronze,25.0,170.0,52.0
29679,France,Football,Football Men's Football,Gold,23.0,180.0,70.0
29680,United States,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze,22.0,162.0,52.0
29681,Poland,Shooting,"Shooting Mixed Rapid-Fire Pistol, 25 metres",Gold,39.0,174.0,71.0
29682,Poland,Shooting,"Shooting Mixed Rapid-Fire Pistol, 25 metres",Gold,43.0,174.0,71.0
29683,East Germany,Football,Football Men's Football,Bronze,26.0,178.0,79.0
29684,Bulgaria,Judo,Judo Men's Heavyweight,Silver,20.0,186.0,135.0
29685,Bulgaria,Shooting,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",Bronze,21.0,175.0,100.0
29686,Mexico,Boxing,Boxing Men's Middleweight,Bronze,27.0,179.0,75.0
29687,Hungary,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,23.0,172.0,69.0
29688,Italy-2,Bobsleigh,Bobsleigh Men's Two,Silver,32.0,168.0,65.0
29689,Czechoslovakia,Weightlifting,Weightlifting Men's Heavyweight I,Gold,23.0,184.0,99.0
29690,United States,Athletics,Athletics Men's Hammer Throw,Bronze,24.0,195.0,92.0
29691,Poland,Boxing,Boxing Men's Super-Heavyweight,Bronze,29.0,188.0,91.0
29692,Russia,Athletics,"Athletics Women's 3,000 metres Steeplechase",Gold,26.0,175.0,70.0
29693,Poland,Volleyball,Volleyball Men's Volleyball,Gold,28.0,181.0,76.0
29694,Ukraine,Handball,Handball Women's Handball,Bronze,32.0,182.0,76.0
29695,Netherlands,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver,27.0,204.0,94.0
29696,Soviet Union,Basketball,Basketball Women's Basketball,Bronze,19.0,190.0,95.0
29697,Unified Team,Basketball,Basketball Women's Basketball,Gold,23.0,190.0,95.0
29698,Czechoslovakia,Athletics,"Athletics Men's 5,000 metres",Silver,25.0,182.0,72.0
29699,Czechoslovakia,Athletics,"Athletics Men's 10,000 metres",Gold,25.0,182.0,72.0
29700,Czechoslovakia,Athletics,"Athletics Men's 5,000 metres",Gold,29.0,182.0,72.0
29701,Czechoslovakia,Athletics,"Athletics Men's 10,000 metres",Gold,29.0,182.0,72.0
29702,Czechoslovakia,Athletics,Athletics Men's Marathon,Gold,29.0,182.0,72.0
29703,United States,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver,23.0,183.0,80.0
29704,Unified Team,Boxing,Boxing Men's Light-Heavyweight,Silver,23.0,183.0,81.0
29705,Russia,Snowboarding,Snowboarding Women's Parallel Giant Slalom,Bronze,24.0,175.0,60.0
29706,Soviet Union,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,Bronze,24.0,174.0,69.0
29707,Soviet Union,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,Silver,28.0,174.0,69.0
29708,Soviet Union,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver,28.0,174.0,69.0
29709,Poland,Weightlifting,Weightlifting Men's Middle-Heavyweight,Bronze,23.0,172.0,90.0
29710,Poland,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Gold,28.0,167.0,60.0
29711,West Germany,Weightlifting,Weightlifting Men's Super-Heavyweight,Bronze,25.0,181.0,128.0
29712,Poland,Fencing,"Fencing Men's epee, Team",Silver,26.0,181.0,75.0
29713,Kazakhstan,Weightlifting,Weightlifting Men's Heavyweight,Bronze,23.0,180.0,105.0
29714,Soviet Union,Boxing,Boxing Men's Heavyweight,Silver,26.0,179.0,87.0
29715,Soviet Union,Volleyball,Volleyball Men's Volleyball,Bronze,24.0,187.0,81.0
29716,Soviet Union-1,Figure Skating,Figure Skating Mixed Pairs,Gold,23.0,178.0,79.0
29717,Soviet Union-1,Figure Skating,Figure Skating Mixed Pairs,Gold,27.0,178.0,79.0
29718,Italy,Volleyball,Volleyball Men's Volleyball,Bronze,23.0,204.0,100.0
29719,Italy,Volleyball,Volleyball Men's Volleyball,Silver,27.0,204.0,100.0
29720,Soviet Union,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,24.0,179.0,85.0
29721,Soviet Union,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,28.0,179.0,85.0
29722,Soviet Union,Volleyball,Volleyball Men's Volleyball,Silver,23.0,191.0,97.0
29723,Soviet Union,Volleyball,Volleyball Men's Volleyball,Gold,27.0,191.0,97.0
29724,Soviet Union,Volleyball,Volleyball Men's Volleyball,Silver,35.0,191.0,97.0
29725,Soviet Union,Weightlifting,Weightlifting Men's Heavyweight,Gold,25.0,177.0,110.0
29726,Russia,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Gold,27.0,168.0,66.0
29727,Russia,Biathlon,Biathlon Women's 12.5 kilometres Mass Start,Silver,31.0,168.0,66.0
29728,Russia,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Gold,31.0,168.0,66.0
29729,Russia,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Silver,35.0,168.0,66.0
29730,Soviet Union,Hockey,Hockey Women's Hockey,Bronze,25.0,165.0,57.0
29731,Ukraine,Wrestling,"Wrestling Men's Lightweight, Freestyle",Bronze,24.0,170.0,69.0
29732,Slovenia,Sailing,Sailing Mixed One Person Dinghy,Bronze,28.0,189.0,98.0
29733,Slovenia,Sailing,Sailing Men's One Person Dinghy,Silver,32.0,189.0,98.0
29734,Slovenia,Sailing,Sailing Men's One Person Heavyweight Dinghy,Silver,40.0,189.0,98.0
29735,Yugoslavia,Basketball,Basketball Men's Basketball,Silver,21.0,195.0,86.0
29736,Czechoslovakia,Weightlifting,Weightlifting Men's Middleweight,Gold,23.0,169.0,83.0
29737,Brazil,Football,Football Men's Football,Bronze,19.0,178.0,75.0
29738,Brazil-1,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Silver,29.0,190.0,86.0
29739,Brazil,Football,Football Men's Football,Bronze,22.0,175.0,71.0
29740,Israel,Judo,Judo Men's Half-Heavyweight,Bronze,27.0,186.0,100.0
29741,Brazil,Football,Football Men's Football,Gold,22.0,170.0,69.0
29742,Netherlands,Hockey,Hockey Women's Hockey,Gold,30.0,170.0,60.0
29743,East Germany,Athletics,Athletics Women's 400 metres,Gold,19.0,168.0,56.0
29744,East Germany,Athletics,Athletics Women's 4 x 400 metres Relay,Gold,19.0,168.0,56.0
29745,East Germany,Rowing,Rowing Women's Coxed Eights,Gold,21.0,182.0,81.0
29746,Germany,Rowing,Rowing Women's Coxed Eights,Bronze,25.0,182.0,81.0
29747,Germany,Handball,Handball Men's Handball,Silver,23.0,185.0,86.0
29748,Russia,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,29.0,183.0,91.0
29749,Czechoslovakia,Athletics,Athletics Men's Javelin Throw,Silver,22.0,185.0,86.0
29750,Czechoslovakia,Athletics,Athletics Men's Javelin Throw,Gold,26.0,185.0,86.0
29751,Czech Republic,Athletics,Athletics Men's Javelin Throw,Gold,30.0,185.0,86.0
29752,Czech Republic,Athletics,Athletics Men's Javelin Throw,Gold,34.0,185.0,86.0
29753,Germany,Hockey,Hockey Men's Hockey,Bronze,19.0,185.0,89.0
29754,Germany,Hockey,Hockey Men's Hockey,Gold,23.0,185.0,89.0
29755,Germany,Hockey,Hockey Men's Hockey,Gold,27.0,185.0,89.0
29756,Germany,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Silver,30.0,170.0,60.0
29757,Germany,Hockey,Hockey Men's Hockey,Gold,25.0,183.0,87.0
29758,Germany,Hockey,Hockey Men's Hockey,Gold,29.0,183.0,87.0
29759,Germany,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Gold,23.0,169.0,62.0
29760,Latvia,Judo,Judo Men's Lightweight,Bronze,27.0,172.0,76.0
29761,Czechoslovakia,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",Bronze,22.0,160.0,52.0
29762,United States,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze,20.0,183.0,70.0
29763,Czechoslovakia,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,27.0,186.0,88.0
29764,China,Weightlifting,Weightlifting Men's Flyweight,Gold,19.0,158.0,52.0
29765,China,Synchronized Swimming,Synchronized Swimming Women's Team,Silver,22.0,170.0,61.0
29766,Italy,Fencing,"Fencing Men's Foil, Team",Bronze,24.0,192.0,95.0
29767,Unified Team,Modern Pentathlon,Modern Pentathlon Men's Individual,Bronze,23.0,178.0,65.0
29768,Unified Team,Modern Pentathlon,Modern Pentathlon Men's Team,Silver,23.0,178.0,65.0
29769,Russia,Modern Pentathlon,Modern Pentathlon Men's Individual,Silver,27.0,178.0,65.0
29770,Germany,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Silver,24.0,165.0,65.0
29771,Germany,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Silver,27.0,165.0,65.0
29772,Germany,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Silver,27.0,165.0,65.0
29773,Germany,Handball,Handball Men's Handball,Silver,36.0,211.0,97.0
29774,Austria,Rowing,Rowing Men's Double Sculls,Silver,28.0,190.0,93.0
29775,Germany,Rowing,Rowing Men's Coxed Pairs,Gold,13.0,165.0,48.0
29776,East Germany,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze,20.0,185.0,80.0
29777,East Germany,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver,20.0,185.0,80.0
29778,Germany,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze,24.0,185.0,80.0
29779,Germany,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,28.0,185.0,80.0
29780,Austria,Alpine Skiing,Alpine Skiing Women's Slalom,Bronze,27.0,167.0,61.0
29781,Sweden,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,25.0,183.0,86.0
29782,Sweden,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,33.0,183.0,86.0
29783,United States,Volleyball,Volleyball Women's Volleyball,Bronze,23.0,180.0,65.0
29784,Mongolia,Wrestling,"Wrestling Men's Featherweight, Freestyle",Silver,25.0,168.0,62.0
29785,Soviet Union,Weightlifting,Weightlifting Men's Heavyweight,Gold,26.0,189.0,163.0
29786,Soviet Union,Weightlifting,Weightlifting Men's Heavyweight,Gold,30.0,189.0,163.0
29787,Unified Team,Wrestling,"Wrestling Men's Middleweight, Freestyle",Silver,26.0,182.0,85.0
29788,Unified Team,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,21.0,186.0,91.0
29789,Russia,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,27.0,186.0,91.0
29790,Russia,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,31.0,186.0,91.0
29791,China,Basketball,Basketball Women's Basketball,Silver,28.0,188.0,79.0
29792,China,Weightlifting,Weightlifting Men's Lightweight,Gold,22.0,170.0,72.5
29793,China,Weightlifting,Weightlifting Men's Middleweight,Gold,26.0,170.0,72.5
29794,China,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Silver,27.0,164.0,55.0
29795,China,Shooting,Shooting Men's Double Trap,Bronze,27.0,176.0,75.0
29796,China,Volleyball,Volleyball Women's Volleyball,Gold,20.0,193.0,79.0
29797,China,Gymnastics,Gymnastics Men's Team All-Around,Gold,23.0,173.0,65.0
29798,China,Gymnastics,Gymnastics Men's Team All-Around,Bronze,27.0,173.0,65.0
29799,China,Softball,Softball Women's Softball,Silver,27.0,167.0,68.0
29800,China-1,Figure Skating,Figure Skating Mixed Pairs,Silver,20.0,167.0,48.0
29801,China,Judo,Judo Women's Half-Middleweight,Bronze,24.0,165.0,61.0
29802,China,Wrestling,"Wrestling Women's Heavyweight, Freestyle",Bronze,26.0,172.0,77.0
29803,China,Weightlifting,Weightlifting Men's Lightweight,Gold,29.0,163.0,72.0
29804,China-1,Figure Skating,Figure Skating Mixed Pairs,Silver,21.0,181.0,72.0
29805,China,Speed Skating,"Speed Skating Women's 1,000 metres",Gold,25.0,174.0,65.0
29806,China,Basketball,Basketball Women's Basketball,Bronze,24.0,169.0,65.0
29807,China,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Gold,21.0,160.0,58.0
29808,China-1,Badminton,Badminton Women's Doubles,Gold,23.0,176.0,70.0
29809,China,Table Tennis,Table Tennis Men's Singles,Gold,24.0,178.0,70.0
29810,China,Table Tennis,Table Tennis Men's Team,Gold,24.0,178.0,70.0
29811,China,Table Tennis,Table Tennis Men's Singles,Silver,28.0,178.0,70.0
29812,China,Table Tennis,Table Tennis Men's Team,Gold,28.0,178.0,70.0
29813,China,Gymnastics,Gymnastics Men's Team All-Around,Silver,18.0,165.0,53.0
29814,China,Archery,Archery Women's Team,Silver,23.0,169.0,63.0
29815,China,Archery,Archery Women's Individual,Gold,27.0,169.0,63.0
29816,China,Archery,Archery Women's Team,Silver,27.0,169.0,63.0
29817,China-2,Badminton,Badminton Mixed Doubles,Gold,22.0,175.0,75.0
29818,China-2,Badminton,Badminton Mixed Doubles,Gold,26.0,175.0,75.0
29819,China,Swimming,Swimming Men's 400 metres Freestyle,Silver,21.0,189.0,77.0
29820,China,Shooting,"Shooting Women's Air Pistol, 10 metres",Gold,25.0,162.0,70.0
29821,China,Volleyball,Volleyball Women's Volleyball,Gold,24.0,180.0,72.0
29822,China,Volleyball,Volleyball Women's Volleyball,Bronze,28.0,180.0,72.0
29823,China-1,Badminton,Badminton Mixed Doubles,Gold,22.0,183.0,75.0
29824,China-1,Badminton,Badminton Mixed Doubles,Bronze,26.0,183.0,75.0
29825,China-1,Badminton,Badminton Men's Doubles,Gold,26.0,183.0,75.0
29826,China,Gymnastics,Gymnastics Women's Individual All-Around,Bronze,18.0,148.0,39.0
29827,China,Badminton,Badminton Women's Singles,Gold,29.0,175.0,65.0
29828,China,Badminton,Badminton Women's Singles,Gold,33.0,175.0,65.0
29829,China,Handball,Handball Women's Handball,Bronze,26.0,174.0,70.0
29830,China,Volleyball,Volleyball Women's Volleyball,Gold,22.0,187.0,73.0
29831,China,Volleyball,Volleyball Women's Volleyball,Gold,27.0,174.0,65.0
29832,China,Shooting,Shooting Mixed Skeet,Gold,24.0,163.0,57.0
29833,China,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver,24.0,172.0,50.0
29834,China,Handball,Handball Women's Handball,Bronze,21.0,173.0,68.0
29835,China,Athletics,Athletics Women's Hammer Throw,Bronze,22.0,183.0,105.0
29836,China,Athletics,Athletics Women's Hammer Throw,Silver,30.0,183.0,105.0
29837,China-2,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Bronze,23.0,183.0,72.0
29838,China,Rowing,Rowing Women's Coxed Fours,Silver,20.0,183.0,77.0
29839,China,Rowing,Rowing Women's Coxed Eights,Bronze,20.0,183.0,77.0
29840,China,Weightlifting,Weightlifting Men's Flyweight,Silver,23.0,151.0,57.0
29841,China,Weightlifting,Weightlifting Men's Bantamweight,Bronze,17.0,161.0,62.0
29842,China,Weightlifting,Weightlifting Men's Featherweight,Gold,25.0,161.0,62.0
29843,China,Sailing,Sailing Women's Windsurfer,Silver,28.0,171.0,61.0
29844,China,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze,27.0,170.0,55.0
29845,China,Boxing,Boxing Men's Light-Heavyweight,Gold,26.0,188.0,81.0
29846,China,Rowing,Rowing Women's Double Sculls,Silver,20.0,178.0,71.0
29847,China,Rowing,Rowing Women's Coxed Eights,Bronze,24.0,176.0,75.0
29848,China,Rowing,Rowing Women's Quadruple Sculls,Gold,19.0,185.0,80.0
29849,China,Short Track Speed Skating,Short Track Speed Skating Women's 500 metres,Silver,21.0,171.0,60.0
29850,China,Diving,Diving Men's Synchronized Platform,Gold,18.0,158.0,52.0
29851,China-2,Badminton,Badminton Women's Doubles,Bronze,23.0,162.0,58.0
29852,China,Hockey,Hockey Women's Hockey,Silver,24.0,172.0,63.0
29853,China,Table Tennis,Table Tennis Women's Singles,Gold,22.0,168.0,54.0
29854,China-1,Table Tennis,Table Tennis Women's Doubles,Gold,22.0,168.0,54.0
29855,China,Table Tennis,Table Tennis Women's Singles,Gold,26.0,168.0,54.0
29856,China,Table Tennis,Table Tennis Women's Team,Gold,26.0,168.0,54.0
29857,China,Volleyball,Volleyball Women's Volleyball,Gold,28.0,182.0,73.0
29858,China,Basketball,Basketball Women's Basketball,Bronze,24.0,180.0,76.0
29859,China,Boxing,Boxing Men's Super-Heavyweight,Silver,25.0,200.0,111.0
29860,China-1,Figure Skating,Figure Skating Mixed Pairs,Bronze,28.0,177.0,75.0
29861,China-3,Figure Skating,Figure Skating Mixed Pairs,Bronze,32.0,177.0,75.0
29862,China-1,Figure Skating,Figure Skating Mixed Pairs,Gold,36.0,177.0,75.0
29863,China,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze,17.0,176.0,63.0
29864,China,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver,19.0,170.0,55.0
29865,China,Football,Football Women's Football,Silver,23.0,168.0,55.0
29866,China,Volleyball,Volleyball Women's Volleyball,Gold,22.0,196.0,70.0
29867,China,Volleyball,Volleyball Women's Volleyball,Bronze,26.0,196.0,70.0
29868,China,Taekwondo,Taekwondo Men's Flyweight,Gold,20.0,188.0,63.0
29869,China,Hockey,Hockey Women's Hockey,Silver,19.0,174.0,68.0
29870,China-1,Badminton,Badminton Mixed Doubles,Gold,25.0,173.0,60.0
29871,China-1,Badminton,Badminton Women's Doubles,Gold,25.0,173.0,60.0
29872,China-1,Badminton,Badminton Mixed Doubles,Bronze,29.0,173.0,60.0
29873,Kazakhstan,Weightlifting,Weightlifting Women's Light-Heavyweight,Silver,22.0,155.0,69.0
29874,Soviet Union,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze,16.0,175.0,59.0
29875,Soviet Union,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze,24.0,175.0,59.0
29876,Soviet Union,Athletics,Athletics Women's 4 x 100 metres Relay,Silver,28.0,175.0,59.0
29877,Soviet Union,Basketball,Basketball Men's Basketball,Gold,27.0,207.0,95.0
29878,Soviet Union,Basketball,Basketball Men's Basketball,Bronze,31.0,207.0,95.0
29879,Soviet Union,Fencing,"Fencing Men's Foil, Individual",Gold,22.0,182.0,78.0
29880,Soviet Union,Fencing,"Fencing Men's Foil, Team",Gold,22.0,182.0,78.0
29881,Soviet Union,Fencing,"Fencing Men's Foil, Team",Gold,26.0,182.0,78.0
29882,Bulgaria,Football,Football Men's Football,Silver,24.0,181.0,76.0
29883,Soviet Union,Athletics,Athletics Men's Decathlon,Bronze,23.0,190.0,82.0
29884,Soviet Union,Shooting,"Shooting Mixed Running Target, 50 metres",Gold,31.0,172.0,87.0
29885,Soviet Union,Speed Skating,"Speed Skating Men's 1,000 metres",Bronze,24.0,186.0,95.0
29886,Belarus,Speed Skating,"Speed Skating Men's 1,000 metres",Silver,30.0,186.0,95.0
