,Age,Height,Weight,Cluster
38184,27.0,168.0,53.0,8
38185,31.0,168.0,53.0,0
38186,31.0,168.0,53.0,0
38187,31.0,168.0,53.0,0
38188,30.0,162.0,60.0,0
38189,34.0,162.0,60.0,0
38190,27.0,172.0,69.0,2
38191,35.0,172.0,69.0,7
38192,20.0,193.0,92.0,1
38193,27.0,193.0,92.0,1
38194,31.0,192.0,90.0,4
38195,31.0,161.0,51.0,0
38196,26.0,177.0,62.0,2
38197,25.0,181.0,83.0,2
38198,22.0,180.0,76.0,5
38199,30.0,180.0,76.0,2
38200,28.0,188.0,83.0,4
38201,32.0,188.0,83.0,4
38202,20.0,191.0,80.0,5
38203,20.0,185.0,67.0,5
38204,24.0,185.0,67.0,5
38205,25.0,166.0,57.0,8
38206,30.0,165.0,66.0,0
38207,25.0,177.0,69.0,2
38208,27.0,181.0,75.0,2
38209,27.0,170.0,65.0,2
38210,27.0,187.0,85.0,4
38211,22.0,201.0,98.0,1
38212,15.0,162.0,57.0,3
38213,15.0,162.0,57.0,3
38214,15.0,162.0,57.0,3
38215,19.0,162.0,57.0,3
38216,19.0,162.0,57.0,3
38217,21.0,198.0,102.0,1
38218,29.0,178.0,82.0,2
38219,32.0,180.0,70.0,2
38220,19.0,206.0,102.0,1
38221,27.0,206.0,102.0,1
38222,31.0,206.0,102.0,4
38223,30.0,182.0,90.0,4
38224,34.0,182.0,90.0,4
38225,24.0,179.0,105.0,1
38226,40.0,190.0,105.0,4
38227,44.0,190.0,105.0,4
38228,46.0,188.0,100.0,7
38229,26.0,183.0,62.0,2
38230,16.0,165.0,59.0,3
38231,16.0,165.0,59.0,3
38232,16.0,165.0,59.0,3
38233,20.0,165.0,59.0,8
38234,22.0,172.0,69.0,8
38235,20.0,168.0,62.0,3
38236,28.0,182.0,74.0,2
38237,26.0,190.0,90.0,1
38238,17.0,184.0,66.0,5
38239,26.0,166.0,51.0,8
38240,19.0,164.0,62.0,3
38241,23.0,164.0,62.0,8
38242,26.0,183.0,93.0,4
38243,25.0,179.0,81.0,2
38244,28.0,179.0,81.0,2
38245,25.0,191.0,80.0,1
38246,29.0,191.0,80.0,4
38247,29.0,191.0,80.0,4
38248,29.0,191.0,80.0,4
38249,33.0,186.0,88.0,4
38250,22.0,167.0,52.0,8
38251,26.0,185.0,89.0,1
38252,28.0,182.0,67.0,2
38253,24.0,176.0,82.0,2
38254,22.0,184.0,88.0,5
38255,22.0,184.0,88.0,5
38256,26.0,184.0,88.0,1
38257,28.0,184.0,88.0,4
38258,23.0,166.0,48.0,8
38259,27.0,166.0,48.0,0
38260,31.0,183.0,82.0,4
38261,15.0,158.0,53.0,6
38262,15.0,158.0,53.0,6
38263,23.0,182.0,83.0,5
38264,17.0,173.0,68.0,3
38265,22.0,195.0,82.0,1
38266,21.0,165.0,47.0,8
38267,21.0,165.0,47.0,8
38268,25.0,165.0,47.0,8
38269,23.0,178.0,76.0,5
38270,25.0,170.0,54.0,8
38271,22.0,171.0,85.0,5
38272,22.0,171.0,94.0,5
38273,26.0,175.0,56.0,8
38274,27.0,165.0,61.0,8
38275,31.0,165.0,61.0,0
38276,28.0,155.0,47.0,0
38277,26.0,158.0,52.0,8
38278,28.0,176.0,60.0,2
38279,19.0,166.0,55.0,3
38280,26.0,205.0,106.0,1
38281,23.0,167.0,48.0,8
38282,25.0,193.0,91.0,1
38283,37.0,193.0,91.0,4
38284,20.0,184.0,88.0,5
38285,27.0,199.0,105.0,1
38286,25.0,174.0,84.0,2
38287,28.0,174.0,84.0,2
38288,16.0,185.0,72.0,5
38289,20.0,185.0,72.0,5
38290,28.0,185.0,72.0,2
38291,28.0,185.0,72.0,2
38292,31.0,163.0,54.0,0
38293,40.0,181.0,85.0,7
38294,34.0,180.0,81.0,7
38295,30.0,170.0,59.0,0
38296,24.0,178.0,84.0,5
38297,28.0,178.0,84.0,2
38298,28.0,178.0,84.0,2
38299,28.0,178.0,84.0,2
38300,32.0,178.0,84.0,2
38301,20.0,183.0,88.0,5
38302,25.0,183.0,104.0,1
38303,29.0,190.0,90.0,4
38304,33.0,183.0,93.0,4
38305,17.0,162.0,62.0,3
38306,24.0,189.0,94.0,1
38307,25.0,172.0,83.0,2
38308,29.0,172.0,83.0,2
38309,19.0,166.0,66.0,3
38310,25.0,166.0,66.0,8
38311,28.0,174.0,76.0,2
38312,23.0,181.0,65.0,5
38313,23.0,200.0,92.0,1
38314,31.0,200.0,92.0,4
38315,20.0,180.0,90.0,5
38316,28.0,183.0,96.0,4
38317,18.0,171.0,66.0,3
38318,18.0,171.0,66.0,3
38319,18.0,171.0,66.0,3
38320,26.0,193.0,110.0,1
38321,25.0,152.0,46.0,6
38322,20.0,182.0,77.0,5
38323,32.0,165.0,68.0,0
38324,27.0,160.0,55.0,0
38325,39.0,165.0,62.0,0
38326,39.0,165.0,62.0,0
38327,20.0,179.0,76.0,5
38328,21.0,174.0,80.0,5
38329,25.0,174.0,80.0,2
38330,34.0,178.0,76.0,7
38331,38.0,178.0,76.0,7
38332,42.0,178.0,76.0,7
38333,46.0,178.0,76.0,7
38334,25.0,200.0,130.0,1
38335,32.0,177.0,63.0,2
38336,36.0,172.0,75.0,7
38337,25.0,160.0,60.0,8
38338,12.0,170.0,55.0,3
38339,25.0,176.0,70.0,2
38340,18.0,184.0,64.0,5
38341,26.0,166.0,53.0,8
38342,25.0,186.0,100.0,1
38343,17.0,176.0,66.0,3
38344,17.0,176.0,66.0,3
38345,27.0,182.0,76.0,2
38346,17.0,164.0,59.0,3
38347,17.0,164.0,59.0,3
38348,28.0,189.0,82.0,4
38349,24.0,189.0,85.0,1
38350,16.0,165.0,52.0,3
38351,33.0,178.0,74.0,2
38352,30.0,182.0,70.0,2
38353,34.0,182.0,70.0,7
38354,31.0,188.0,95.0,4
38355,16.0,177.0,61.0,3
38356,19.0,179.0,66.0,5
38357,34.0,207.0,106.0,4
38358,35.0,196.0,95.0,4
38359,21.0,166.0,60.0,8
38360,28.0,166.0,60.0,0
38361,32.0,166.0,60.0,0
38362,32.0,166.0,60.0,0
38363,20.0,167.0,69.0,3
38364,24.0,167.0,69.0,8
38365,28.0,167.0,69.0,2
38366,28.0,167.0,69.0,2
38367,17.0,161.0,52.0,6
38368,17.0,161.0,52.0,6
38369,17.0,161.0,52.0,6
38370,27.0,181.0,69.0,2
38371,31.0,165.0,57.0,0
38372,48.0,171.0,82.0,7
38373,65.0,171.0,82.0,7
38374,20.0,192.0,84.0,5
38375,27.0,192.0,84.0,1
38376,30.0,160.0,58.0,0
38377,30.0,160.0,58.0,0
38378,30.0,190.0,75.0,4
38379,15.0,160.0,48.0,6
38380,15.0,160.0,48.0,6
38381,26.0,189.0,88.0,1
38382,17.0,170.0,69.0,3
38383,13.0,170.0,52.0,3
38384,13.0,170.0,52.0,3
38385,13.0,170.0,52.0,3
38386,21.0,174.0,74.0,5
38387,24.0,181.0,72.0,5
38388,36.0,184.0,69.0,7
38389,21.0,192.0,84.0,1
38390,25.0,192.0,84.0,1
38391,29.0,192.0,84.0,4
38392,25.0,178.0,61.0,2
38393,27.0,178.0,61.0,2
38394,19.0,169.0,65.0,3
38395,27.0,173.0,61.0,2
38396,33.0,165.0,50.0,0
38397,26.0,176.0,95.0,2
38398,31.0,173.0,65.0,2
38399,19.0,197.0,75.0,5
38400,23.0,197.0,75.0,1
38401,27.0,185.0,78.0,2
38402,31.0,185.0,78.0,4
38403,34.0,173.0,96.0,7
38404,23.0,192.0,92.0,1
38405,31.0,192.0,92.0,4
38406,31.0,192.0,92.0,4
38407,44.0,184.0,94.0,7
38408,42.0,175.0,84.0,7
38409,42.0,175.0,84.0,7
38410,25.0,190.0,92.0,1
38411,29.0,180.0,80.0,2
38412,28.0,186.0,82.0,4
38413,36.0,178.0,71.0,7
38414,36.0,178.0,71.0,7
38415,23.0,190.0,92.0,1
38416,32.0,168.0,73.0,2
38417,36.0,168.0,73.0,7
38418,21.0,182.0,70.0,5
38419,25.0,182.0,70.0,2
38420,30.0,187.0,85.0,4
38421,42.0,175.0,80.0,7
38422,21.0,194.0,90.0,1
38423,29.0,194.0,90.0,4
38424,24.0,185.0,90.0,1
38425,28.0,185.0,90.0,4
38426,32.0,185.0,90.0,4
38427,30.0,176.0,70.0,2
38428,30.0,176.0,70.0,2
38429,23.0,168.0,50.0,8
38430,27.0,168.0,50.0,0
38431,23.0,168.0,62.0,8
38432,27.0,168.0,62.0,8
38433,31.0,168.0,62.0,0
38434,31.0,168.0,62.0,0
38435,31.0,168.0,62.0,0
38436,31.0,168.0,62.0,0
38437,24.0,187.0,80.0,5
38438,32.0,187.0,80.0,4
38439,26.0,166.0,63.0,8
38440,29.0,163.0,52.0,0
38441,45.0,176.0,68.0,7
38442,22.0,179.0,79.0,5
38443,26.0,179.0,79.0,2
38444,34.0,179.0,79.0,7
38445,21.0,179.0,64.0,5
38446,29.0,179.0,64.0,2
38447,28.0,163.0,54.0,0
38448,22.0,188.0,73.0,5
38449,26.0,188.0,73.0,2
38450,20.0,185.0,82.0,5
38451,21.0,176.0,81.0,5
38452,24.0,176.0,81.0,2
38453,28.0,176.0,81.0,2
38454,25.0,171.0,61.0,8
38455,25.0,171.0,61.0,8
38456,29.0,171.0,61.0,0
38457,42.0,179.0,79.0,7
38458,46.0,179.0,79.0,7
38459,40.0,182.0,75.0,7
38460,40.0,182.0,75.0,7
38461,18.0,184.0,68.0,5
38462,26.0,175.0,57.0,8
38463,26.0,175.0,57.0,8
38464,31.0,175.0,57.0,0
38465,33.0,175.0,86.0,2
38466,37.0,175.0,86.0,7
38467,41.0,175.0,86.0,7
38468,45.0,175.0,86.0,7
38469,49.0,175.0,86.0,7
38470,28.0,172.0,66.0,2
38471,27.0,170.0,66.0,2
38472,17.0,170.0,63.0,3
38473,26.0,183.0,90.0,4
38474,32.0,180.0,67.0,2
38475,23.0,170.0,80.0,5
38476,20.0,186.0,86.0,5
38477,24.0,186.0,86.0,1
38478,31.0,170.0,79.0,2
38479,39.0,170.0,79.0,7
38480,27.0,167.0,70.0,8
38481,30.0,180.0,65.0,2
38482,34.0,180.0,65.0,7
38483,34.0,180.0,65.0,7
38484,18.0,184.0,121.5,1
38485,22.0,184.0,121.5,1
38486,28.0,182.0,75.0,2
38487,25.0,168.0,74.0,8
38488,21.0,162.0,51.0,8
38489,25.0,194.0,120.0,1
38490,27.0,165.0,64.0,8
38491,19.0,183.0,72.0,5
38492,40.0,180.0,75.0,7
38493,17.0,158.0,56.0,6
38494,17.0,158.0,56.0,6
38495,21.0,158.0,56.0,8
38496,21.0,158.0,56.0,8
38497,25.0,158.0,56.0,8
38498,22.0,187.0,78.0,5
38499,25.0,184.0,65.0,2
38500,20.0,182.0,82.0,5
38501,22.0,175.0,62.0,8
38502,23.0,191.0,82.0,1
38503,18.0,155.0,49.0,6
38504,22.0,155.0,49.0,6
38505,38.0,177.0,84.0,7
38506,31.0,172.0,74.0,2
38507,28.0,166.0,58.0,0
38508,32.0,166.0,58.0,0
38509,17.0,163.0,57.0,3
38510,18.0,186.0,80.0,5
38511,24.0,154.0,48.0,6
38512,31.0,165.0,62.0,0
38513,22.0,164.0,53.0,8
38514,23.0,177.0,76.0,5
38515,27.0,177.0,76.0,2
38516,48.0,183.0,85.0,7
38517,48.0,183.0,85.0,7
38518,25.0,190.0,83.0,1
38519,47.0,177.0,83.0,7
38520,28.0,177.0,73.0,2
38521,32.0,177.0,73.0,2
38522,29.0,174.0,63.0,2
38523,29.0,174.0,63.0,2
38524,22.0,189.0,84.0,1
38525,18.0,199.0,92.0,1
38526,22.0,199.0,92.0,1
38527,24.0,183.0,60.0,2
38528,28.0,200.0,102.0,1
38529,19.0,188.0,66.0,5
38530,22.0,192.0,88.0,1
38531,26.0,192.0,88.0,1
38532,24.0,155.0,63.0,8
38533,26.0,165.0,54.0,8
38534,24.0,169.0,62.0,8
38535,21.0,167.0,53.0,8
38536,42.0,172.0,67.0,7
38537,22.0,170.0,48.0,8
38538,37.0,173.0,80.0,7
38539,19.0,170.0,57.0,3
38540,23.0,170.0,57.0,8
38541,20.0,168.0,74.0,3
38542,24.0,185.0,84.0,5
38543,27.0,178.0,108.0,4
38544,27.0,178.0,108.0,4
38545,20.0,197.0,93.0,1
38546,28.0,197.0,95.0,4
38547,18.0,185.0,66.0,5
38548,18.0,185.0,66.0,5
38549,18.0,185.0,66.0,5
38550,22.0,184.0,90.0,5
38551,22.0,184.0,90.0,5
38552,35.0,184.0,87.0,4
38553,26.0,168.0,81.0,2
38554,26.0,178.0,87.0,2
38555,30.0,178.0,87.0,2
38556,23.0,173.0,58.0,8
38557,20.0,192.0,92.0,1
38558,24.0,192.0,92.0,1
38559,22.0,181.0,84.0,5
38560,37.0,178.0,86.0,7
38561,30.0,177.0,93.0,4
38562,34.0,177.0,93.0,4
38563,38.0,177.0,93.0,7
38564,24.0,190.0,100.0,1
38565,32.0,190.0,100.0,4
38566,29.0,188.0,90.0,4
38567,22.0,167.0,58.0,8
38568,25.0,167.0,58.0,8
38569,25.0,167.0,58.0,8
38570,29.0,167.0,58.0,0
38571,35.0,187.0,78.0,4
38572,21.0,181.0,90.0,5
38573,25.0,181.0,90.0,2
38574,17.0,163.0,50.0,6
38575,18.0,182.0,72.0,5
38576,28.0,173.0,65.0,2
38577,21.0,167.0,55.0,8
38578,26.0,207.0,93.0,1
38579,23.0,200.0,128.0,1
38580,27.0,200.0,128.0,1
38581,31.0,200.0,128.0,4
38582,26.0,199.0,109.0,1
38583,18.0,192.0,85.0,5
38584,22.0,192.0,85.0,1
38585,17.0,184.0,76.0,5
38586,17.0,184.0,76.0,5
38587,20.0,157.0,48.0,6
38588,24.0,172.0,66.0,8
38589,28.0,172.0,66.0,2
38590,19.0,163.0,51.0,6
38591,22.0,163.0,49.0,8
38592,22.0,163.0,49.0,8
38593,26.0,163.0,49.0,8
38594,26.0,175.0,81.0,2
38595,20.0,169.0,60.0,3
38596,20.0,177.0,75.0,5
38597,21.0,179.0,67.0,5
38598,26.0,200.0,84.0,1
38599,16.0,169.0,46.0,3
38600,29.0,192.0,80.0,4
38601,28.0,169.0,67.0,2
38602,24.0,160.0,52.0,8
38603,32.0,168.0,60.0,0
38604,26.0,164.0,62.0,8
38605,18.0,157.0,60.0,6
38606,22.0,157.0,60.0,8
38607,26.0,157.0,60.0,8
38608,16.0,165.0,54.0,3
38609,29.0,155.0,62.0,0
38610,18.0,182.0,74.0,5
38611,27.0,196.0,98.0,1
38612,15.0,170.0,46.0,3
38613,19.0,170.0,46.0,3
38614,25.0,189.0,100.0,1
38615,29.0,189.0,100.0,4
38616,33.0,189.0,100.0,4
38617,23.0,176.0,87.0,5
38618,27.0,176.0,87.0,2
38619,31.0,176.0,87.0,2
38620,31.0,166.0,57.0,0
38621,42.0,172.0,88.0,7
38622,22.0,174.0,67.0,5
38623,32.0,168.0,63.0,0
38624,40.0,168.0,63.0,7
38625,40.0,168.0,63.0,7
38626,29.0,175.0,83.0,2
38627,30.0,178.0,63.0,2
38628,17.0,167.0,50.0,3
38629,17.0,167.0,50.0,3
38630,22.0,155.0,63.0,8
38631,26.0,177.0,85.0,2
38632,27.0,188.0,100.0,4
38633,23.0,188.0,70.0,5
38634,30.0,165.0,56.0,0
38635,17.0,158.0,65.0,3
38636,20.0,166.0,68.0,3
38637,20.0,166.0,68.0,3
38638,29.0,159.0,59.0,0
38639,29.0,159.0,59.0,0
38640,32.0,159.0,59.0,0
38641,33.0,190.0,87.0,4
38642,27.0,180.0,83.0,2
38643,24.0,175.0,101.0,5
38644,23.0,185.0,71.0,5
38645,27.0,184.0,93.0,4
38646,31.0,184.0,93.0,4
38647,24.0,185.0,118.0,1
38648,32.0,185.0,118.0,4
38649,36.0,185.0,118.0,4
38650,25.0,173.0,74.0,2
38651,23.0,165.0,60.0,8
38652,20.0,168.0,65.0,3
38653,20.0,168.0,65.0,3
38654,26.0,203.0,93.0,1
38655,33.0,173.0,65.0,2
38656,33.0,173.0,65.0,2
38657,38.0,170.0,84.0,7
38658,28.0,192.0,126.0,4
38659,25.0,174.0,61.0,8
38660,25.0,174.0,61.0,8
38661,29.0,174.0,61.0,2
38662,29.0,174.0,61.0,2
38663,25.0,202.0,96.0,1
38664,28.0,163.0,52.0,0
38665,27.0,162.0,58.0,0
38666,30.0,172.0,62.0,0
38667,19.0,178.0,74.0,5
38668,32.0,167.0,74.0,2
38669,25.0,193.0,82.0,1
38670,23.0,170.0,89.0,5
38671,18.0,182.0,80.0,5
38672,25.0,188.0,81.0,1
38673,22.0,190.0,92.0,1
38674,17.0,187.0,82.0,5
38675,17.0,187.0,82.0,5
38676,37.0,164.0,59.0,0
38677,32.0,175.0,70.0,2
38678,21.0,192.0,90.0,1
38679,25.0,192.0,90.0,1
38680,29.0,192.0,90.0,4
38681,29.0,192.0,90.0,4
38682,33.0,192.0,90.0,4
38683,33.0,175.0,64.0,2
38684,33.0,158.0,55.0,0
38685,33.0,158.0,55.0,0
38686,29.0,180.0,88.0,2
38687,29.0,185.0,86.0,4
38688,33.0,162.0,55.0,0
38689,33.0,162.0,55.0,0
38690,22.0,186.0,72.0,5
38691,34.0,193.0,104.0,4
38692,21.0,176.0,57.0,3
38693,26.0,162.0,54.0,8
38694,26.0,162.0,54.0,8
38695,34.0,183.0,105.0,4
38696,25.0,203.0,98.0,1
38697,28.0,203.0,98.0,1
38698,32.0,203.0,98.0,4
38699,18.0,175.0,61.0,3
38700,33.0,181.0,90.0,4
38701,25.0,191.0,87.0,1
38702,26.0,184.0,93.0,1
38703,19.0,187.0,92.0,5
38704,19.0,187.0,92.0,5
38705,23.0,187.0,92.0,1
38706,27.0,180.0,74.0,2
38707,22.0,187.0,83.0,5
38708,23.0,179.0,77.0,5
38709,20.0,163.0,82.0,3
38710,24.0,163.0,82.0,8
38711,28.0,179.0,71.0,2
38712,32.0,180.0,72.0,2
38713,25.0,171.0,58.0,8
38714,27.0,171.0,58.0,8
38715,31.0,171.0,58.0,0
38716,43.0,171.0,58.0,7
38717,33.0,177.0,61.0,2
38718,19.0,164.0,52.0,3
38719,24.0,174.0,66.0,8
38720,18.0,178.0,79.0,5
38721,20.0,161.0,59.0,8
38722,29.0,169.0,60.0,0
38723,24.0,177.0,65.0,2
38724,33.0,157.0,52.0,0
38725,32.0,176.0,68.0,2
38726,36.0,176.0,68.0,7
38727,24.0,204.0,112.0,1
38728,28.0,204.0,112.0,1
38729,26.0,200.0,105.0,1
38730,30.0,200.0,105.0,4
38731,34.0,200.0,105.0,4
38732,19.0,181.0,85.0,5
38733,19.0,181.0,85.0,5
38734,23.0,181.0,85.0,5
38735,17.0,157.0,49.0,6
38736,22.0,160.0,62.0,8
38737,31.0,162.0,61.0,0
38738,23.0,192.0,68.0,5
38739,31.0,180.0,72.0,2
38740,23.0,163.0,58.0,8
38741,23.0,190.0,83.0,1
38742,26.0,197.0,92.0,1
38743,28.0,166.0,54.0,0
38744,25.0,184.0,91.0,1
38745,25.0,184.0,91.0,1
38746,29.0,184.0,91.0,4
38747,28.0,181.0,78.0,2
38748,28.0,178.0,85.0,2
38749,32.0,178.0,85.0,2
38750,27.0,183.0,76.0,2
38751,32.0,168.0,68.0,0
38752,20.0,188.0,85.0,5
38753,32.0,188.0,85.0,4
38754,32.0,188.0,85.0,4
38755,27.0,171.0,76.0,2
38756,22.0,196.0,86.0,1
38757,26.0,188.0,86.0,1
38758,22.0,164.0,49.0,8
38759,22.0,173.0,52.0,8
38760,19.0,173.0,63.0,3
38761,22.0,173.0,58.0,8
38762,20.0,187.0,83.0,5
38763,20.0,187.0,83.0,5
38764,29.0,183.0,83.0,2
38765,32.0,188.0,79.0,4
38766,29.0,174.0,59.0,2
38767,33.0,174.0,59.0,0
38768,19.0,186.0,75.0,5
38769,26.0,181.0,67.0,2
38770,35.0,171.0,60.0,0
38771,35.0,171.0,60.0,0
38772,44.0,175.0,60.0,7
38773,44.0,175.0,60.0,7
38774,20.0,193.0,74.0,5
38775,24.0,193.0,74.0,1
38776,29.0,191.0,93.0,4
38777,23.0,190.0,70.0,5
38778,22.0,193.0,88.0,1
38779,17.0,170.0,67.0,3
38780,28.0,174.0,80.0,2
38781,19.0,173.0,52.0,3
38782,23.0,171.0,68.0,8
38783,27.0,170.0,83.0,2
38784,21.0,180.0,59.0,5
38785,23.0,189.0,84.0,1
38786,27.0,189.0,84.0,4
38787,20.0,173.0,59.0,3
38788,33.0,173.0,71.0,2
38789,26.0,187.0,86.0,1
38790,30.0,187.0,86.0,4
38791,21.0,183.0,62.0,5
38792,25.0,183.0,62.0,2
38793,25.0,183.0,62.0,2
38794,19.0,174.0,69.0,3
38795,27.0,181.0,79.0,2
38796,24.0,198.0,107.0,1
38797,24.0,198.0,107.0,1
38798,31.0,193.0,96.0,4
38799,26.0,193.0,125.0,1
38800,30.0,193.0,125.0,4
38801,20.0,178.0,71.0,5
38802,20.0,178.0,71.0,5
38803,20.0,199.0,120.0,1
38804,20.0,175.0,95.0,5
38805,24.0,183.0,90.0,1
38806,30.0,169.0,67.0,0
38807,16.0,159.0,41.0,6
38808,26.0,163.0,63.0,8
38809,26.0,178.0,66.0,2
38810,30.0,178.0,66.0,2
38811,30.0,178.0,66.0,2
38812,34.0,178.0,66.0,7
38813,29.0,155.0,52.0,0
38814,14.0,165.0,60.0,3
38815,26.0,170.0,65.0,8
38816,19.0,178.0,72.0,5
38817,30.0,177.0,76.0,2
38818,19.0,157.0,53.0,6
38819,29.0,162.0,53.0,0
38820,18.0,180.0,78.0,5
38821,21.0,180.0,89.0,5
38822,29.0,180.0,89.0,4
38823,14.0,170.0,64.0,3
38824,14.0,170.0,64.0,3
38825,14.0,170.0,64.0,3
38826,18.0,170.0,64.0,3
38827,24.0,186.0,83.0,1
38828,32.0,186.0,83.0,4
38829,27.0,166.0,57.0,8
38830,27.0,166.0,57.0,8
38831,32.0,166.0,57.0,0
38832,19.0,180.0,61.0,3
38833,23.0,176.0,83.0,5
38834,23.0,176.0,83.0,5
38835,26.0,157.0,52.0,8
38836,40.0,172.0,63.0,7
38837,44.0,172.0,63.0,7
38838,20.0,187.0,88.0,5
38839,35.0,175.0,73.0,7
38840,29.0,168.0,55.0,0
38841,22.0,176.0,57.0,8
38842,23.0,162.0,50.0,8
38843,27.0,162.0,50.0,0
38844,20.0,175.0,56.0,3
38845,27.0,186.0,84.0,4
38846,27.0,187.0,76.0,2
38847,31.0,187.0,76.0,4
38848,24.0,180.0,62.0,2
38849,17.0,182.0,72.0,5
38850,25.0,182.0,72.0,2
38851,25.0,182.0,72.0,2
38852,37.0,189.0,75.0,7
38853,26.0,187.0,95.0,1
38854,26.0,187.0,95.0,1
38855,23.0,190.0,91.0,1
38856,26.0,164.0,61.0,8
38857,26.0,164.0,61.0,8
38858,27.0,187.0,90.0,4
38859,31.0,187.0,90.0,4
38860,21.0,163.0,59.0,8
38861,30.0,175.0,66.0,2
38862,26.0,200.0,105.0,1
38863,24.0,186.0,105.0,1
38864,15.0,185.0,77.0,5
38865,19.0,185.0,77.0,5
38866,19.0,185.0,77.0,5
38867,26.0,171.0,67.0,2
38868,22.0,180.0,74.0,5
38869,17.0,170.0,53.0,3
38870,22.0,184.0,95.0,1
38871,26.0,184.0,95.0,1
38872,25.0,187.0,87.0,1
38873,21.0,189.0,80.0,5
38874,20.0,174.0,73.0,5
38875,25.0,181.0,72.0,2
38876,23.0,163.0,58.0,8
38877,27.0,163.0,58.0,0
38878,27.0,163.0,58.0,0
38879,27.0,163.0,58.0,0
38880,33.0,170.0,67.0,0
38881,37.0,170.0,67.0,7
38882,41.0,170.0,67.0,7
38883,45.0,170.0,67.0,7
38884,32.0,183.0,75.0,2
38885,25.0,194.0,87.0,1
38886,15.0,160.0,53.0,6
38887,19.0,160.0,53.0,6
38888,28.0,172.0,75.0,2
38889,21.0,167.0,53.0,8
38890,23.0,181.0,82.0,5
38891,29.0,175.0,124.0,4
38892,33.0,175.0,124.0,4
38893,30.0,188.0,80.0,4
38894,30.0,181.0,76.0,2
38895,20.0,177.0,70.0,5
38896,32.0,183.0,80.0,4
38897,27.0,188.0,88.0,4
38898,16.0,172.0,53.0,3
38899,16.0,172.0,53.0,3
38900,43.0,165.0,67.0,7
38901,43.0,165.0,67.0,7
38902,47.0,165.0,67.0,7
38903,30.0,178.0,71.0,2
38904,20.0,186.0,72.0,5
38905,20.0,186.0,72.0,5
38906,25.0,186.0,72.0,2
38907,24.0,194.0,94.0,1
38908,26.0,188.0,78.0,2
38909,19.0,196.0,84.0,1
38910,19.0,196.0,84.0,1
38911,26.0,166.0,55.0,8
38912,30.0,166.0,55.0,0
38913,25.0,178.0,79.0,2
38914,25.0,160.0,64.0,8
38915,25.0,160.0,64.0,8
38916,29.0,160.0,64.0,0
38917,29.0,160.0,64.0,0
38918,29.0,160.0,64.0,0
38919,25.0,190.0,77.0,1
38920,29.0,190.0,77.0,4
38921,21.0,164.0,58.0,8
38922,19.0,181.0,74.0,5
38923,19.0,181.0,74.0,5
38924,25.0,182.0,78.0,2
38925,28.0,178.0,79.0,2
38926,30.0,170.0,56.0,0
38927,26.0,191.0,113.0,1
38928,29.0,185.0,88.0,4
38929,23.0,179.0,81.0,5
38930,34.0,175.0,75.0,7
38931,43.0,162.0,56.0,0
38932,32.0,176.0,85.0,2
38933,40.0,176.0,85.0,7
38934,30.0,185.0,78.0,2
38935,37.0,175.0,85.0,7
38936,20.0,167.0,62.0,3
38937,18.0,161.0,47.0,6
38938,22.0,161.0,47.0,8
38939,14.0,166.0,50.0,3
38940,30.0,162.0,50.0,0
38941,19.0,178.0,75.0,5
38942,27.0,191.0,109.0,1
38943,35.0,191.0,109.0,4
38944,24.0,183.0,84.0,5
38945,25.0,159.0,40.0,6
38946,29.0,159.0,40.0,0
38947,37.0,159.0,40.0,0
38948,17.0,185.0,65.0,5
38949,29.0,168.0,52.0,0
38950,16.0,163.0,63.0,3
38951,30.0,182.0,68.0,2
38952,23.0,167.0,56.0,8
38953,33.0,171.0,69.0,2
38954,18.0,171.0,68.0,3
38955,26.0,171.0,68.0,2
38956,24.0,203.0,100.0,1
38957,25.0,163.0,57.0,8
38958,27.0,169.0,60.0,8
38959,16.0,176.0,67.0,3
38960,36.0,185.0,79.0,7
38961,23.0,196.0,101.0,1
38962,27.0,196.0,101.0,1
38963,31.0,196.0,101.0,4
38964,35.0,196.0,101.0,4
38965,39.0,196.0,101.0,4
38966,16.0,188.0,83.0,5
38967,30.0,198.0,89.0,4
38968,20.0,198.0,96.0,1
38969,24.0,198.0,96.0,1
38970,24.0,198.0,96.0,1
38971,24.0,198.0,96.0,1
38972,28.0,198.0,96.0,1
38973,28.0,198.0,96.0,1
38974,19.0,173.0,61.0,3
38975,19.0,173.0,61.0,3
38976,27.0,173.0,61.0,2
38977,21.0,172.0,79.0,5
38978,21.0,172.0,79.0,5
38979,25.0,172.0,79.0,2
38980,35.0,172.0,79.0,7
38981,39.0,172.0,79.0,7
38982,19.0,157.0,52.0,6
38983,19.0,157.0,52.0,6
38984,22.0,183.0,74.0,5
38985,26.0,183.0,74.0,2
38986,31.0,183.0,74.0,2
38987,28.0,177.0,73.0,2
38988,32.0,177.0,73.0,2
38989,32.0,177.0,73.0,2
38990,22.0,204.0,86.0,1
38991,19.0,188.0,72.0,5
38992,23.0,188.0,72.0,5
38993,39.0,178.0,75.0,7
38994,23.0,192.0,115.0,1
38995,28.0,192.0,115.0,4
38996,13.0,148.0,35.0,6
38997,28.0,163.0,48.0,0
38998,19.0,155.0,52.0,6
38999,23.0,192.0,120.0,1
39000,27.0,192.0,120.0,1
39001,23.0,218.0,110.0,1
39002,23.0,174.0,79.0,5
39003,44.0,188.0,77.0,7
39004,44.0,188.0,77.0,7
39005,44.0,188.0,77.0,7
