,Age,Height,Weight,Cluster
2210,18.0,168.0,64.0,3
2211,24.0,183.0,69.0,5
2212,18.0,173.0,58.0,3
2213,20.0,176.0,72.0,5
2214,28.0,169.0,69.0,2
2215,28.0,169.0,69.0,2
2216,32.0,169.0,69.0,0
2217,25.0,172.0,86.0,2
2218,49.0,172.0,86.0,7
2219,23.0,180.0,68.0,5
2220,16.0,170.0,58.0,3
2221,22.0,176.0,74.0,5
2222,25.0,176.0,64.0,2
2223,28.0,172.0,65.0,2
2224,32.0,172.0,65.0,2
2225,23.0,192.0,86.0,1
2226,27.0,192.0,86.0,1
2227,31.0,192.0,86.0,4
2228,23.0,180.0,75.0,5
2229,25.0,178.0,95.0,2
2230,29.0,178.0,95.0,4
2231,29.0,178.0,95.0,4
2232,33.0,178.0,95.0,4
2233,37.0,178.0,95.0,7
2234,45.0,178.0,95.0,7
2235,45.0,178.0,95.0,7
2236,49.0,178.0,95.0,7
2237,23.0,165.0,54.0,8
2238,27.0,165.0,54.0,0
2239,27.0,165.0,54.0,0
2240,18.0,179.0,73.0,5
2241,28.0,189.0,90.0,4
2242,27.0,160.0,59.0,0
2243,30.0,160.0,59.0,0
2244,26.0,167.0,60.0,8
2245,18.0,175.0,62.0,3
2246,20.0,174.0,73.0,5
2247,19.0,198.0,130.0,1
2248,27.0,198.0,130.0,1
2249,24.0,174.0,72.0,2
2250,30.0,164.0,63.0,0
2251,20.0,180.0,73.0,5
2252,19.0,167.0,69.0,3
2253,26.0,160.0,51.0,8
2254,26.0,160.0,51.0,8
2255,22.0,155.0,70.0,8
2256,22.0,155.0,70.0,8
2257,21.0,188.0,75.0,5
2258,25.0,188.0,75.0,2
2259,24.0,162.0,70.0,8
2260,24.0,162.0,70.0,8
2261,28.0,162.0,70.0,0
2262,32.0,162.0,70.0,0
2263,36.0,162.0,70.0,0
2264,36.0,162.0,70.0,0
2265,40.0,162.0,70.0,7
2266,22.0,163.0,69.0,8
2267,27.0,175.0,57.0,2
2268,27.0,175.0,57.0,2
2269,31.0,175.0,57.0,0
2270,22.0,180.0,94.0,5
2271,18.0,155.0,65.0,6
2272,22.0,175.0,77.0,5
2273,21.0,168.0,68.0,8
2274,25.0,168.0,68.0,8
2275,21.0,175.0,65.0,5
2276,16.0,170.0,72.0,3
2277,23.0,168.0,52.0,8
2278,23.0,191.0,96.0,1
2279,18.0,175.0,65.0,3
2280,20.0,179.0,55.0,3
2281,21.0,170.0,65.0,8
2282,25.0,170.0,65.0,8
2283,32.0,170.0,70.0,2
2284,21.0,170.0,65.0,8
2285,31.0,160.0,54.0,0
2286,31.0,160.0,54.0,0
2287,23.0,182.0,95.0,1
2288,23.0,167.0,72.0,8
2289,25.0,190.0,92.0,1
2290,16.0,180.0,60.0,3
2291,19.0,162.0,60.0,3
2292,18.0,165.0,60.0,3
2293,18.0,165.0,60.0,3
2294,20.0,165.0,57.0,8
2295,20.0,166.0,69.0,3
2296,20.0,166.0,69.0,3
2297,20.0,171.0,57.0,3
2298,18.0,177.0,68.0,3
2299,17.0,175.0,70.0,3
2300,17.0,175.0,70.0,3
2301,20.0,175.0,70.0,5
2302,20.0,180.0,86.0,5
2303,24.0,180.0,86.0,5
2304,20.0,169.0,68.0,3
2305,24.0,169.0,68.0,8
2306,24.0,173.0,68.0,8
2307,24.0,171.0,70.0,8
2308,28.0,171.0,70.0,2
2309,15.0,170.0,69.0,3
2310,21.0,162.0,54.0,8
2311,21.0,162.0,54.0,8
2312,21.0,177.0,70.0,5
2313,29.0,175.0,73.0,2
2314,25.0,178.0,72.0,2
2315,16.0,160.0,55.0,3
2316,22.0,167.0,65.0,8
2317,24.0,173.0,67.0,8
2318,21.0,179.0,73.0,5
2319,25.0,179.0,73.0,2
2320,20.0,182.0,75.0,5
2321,19.0,170.0,60.0,3
2322,25.0,185.0,67.0,2
2323,25.0,185.0,67.0,2
2324,27.0,170.0,70.0,2
2325,23.0,172.0,69.0,8
2326,28.0,172.0,69.0,2
2327,28.0,172.0,69.0,2
2328,26.0,140.0,56.0,6
2329,19.0,163.0,55.0,3
2330,24.0,171.0,70.0,8
2331,25.0,175.0,75.0,2
2332,18.0,178.0,68.0,3
2333,20.0,170.0,64.0,3
2334,23.0,180.0,85.0,5
2335,23.0,178.0,71.0,5
2336,26.0,178.0,71.0,2
2337,37.0,178.0,60.0,7
2338,24.0,175.0,62.0,8
2339,31.0,168.0,85.0,2
2340,30.0,170.0,64.0,0
2341,18.0,182.0,72.0,5
2342,23.0,183.0,74.0,5
2343,29.0,176.0,64.0,2
2344,25.0,160.0,63.0,8
2345,25.0,160.0,63.0,8
2346,20.0,165.0,63.0,3
2347,24.0,165.0,63.0,8
2348,22.0,166.0,64.0,8
2349,22.0,181.0,75.0,5
2350,21.0,160.0,45.0,6
2351,30.0,170.0,66.0,2
2352,30.0,170.0,66.0,2
2353,30.0,170.0,66.0,2
2354,34.0,170.0,66.0,0
2355,27.0,195.0,110.0,1
2356,27.0,195.0,110.0,1
2357,31.0,195.0,110.0,4
2358,25.0,189.0,97.0,1
2359,18.0,170.0,68.0,3
2360,31.0,173.0,68.0,2
2361,28.0,172.0,67.0,2
2362,32.0,172.0,67.0,2
2363,32.0,172.0,67.0,2
2364,19.0,166.0,57.0,3
2365,23.0,166.0,57.0,8
2366,23.0,166.0,57.0,8
2367,18.0,175.0,68.0,3
2368,25.0,175.0,70.0,2
2369,17.0,190.0,86.0,5
2370,17.0,180.0,75.0,5
2371,17.0,180.0,75.0,5
2372,21.0,180.0,75.0,5
2373,21.0,180.0,75.0,5
2374,23.0,168.0,58.0,8
2375,21.0,170.0,70.0,8
2376,24.0,170.0,70.0,8
2377,14.0,170.0,63.0,3
2378,24.0,183.0,76.0,5
2379,28.0,183.0,76.0,2
2380,30.0,175.0,70.0,2
2381,19.0,167.0,55.0,3
2382,16.0,180.0,72.0,3
2383,17.0,167.0,60.0,3
2384,22.0,170.0,85.0,5
2385,36.0,175.0,67.0,7
2386,40.0,175.0,67.0,7
2387,44.0,175.0,67.0,7
2388,22.0,160.0,46.0,6
2389,27.0,166.0,68.0,8
2390,23.0,176.0,88.0,5
2391,27.0,176.0,88.0,2
2392,31.0,176.0,88.0,2
2393,35.0,176.0,88.0,7
2394,39.0,176.0,88.0,7
2395,17.0,155.0,43.0,6
2396,21.0,176.0,62.0,5
2397,21.0,176.0,62.0,5
2398,25.0,176.0,62.0,2
2399,25.0,176.0,62.0,2
2400,29.0,176.0,62.0,2
2401,17.0,173.0,65.0,3
2402,26.0,186.0,86.0,1
2403,21.0,180.0,67.0,5
2404,17.0,160.0,50.0,6
2405,19.0,185.0,85.0,5
2406,22.0,157.0,45.0,6
2407,26.0,164.0,60.0,8
2408,25.0,165.0,68.0,8
2409,28.0,160.0,58.0,0
2410,22.0,178.0,61.0,5
2411,21.0,176.0,120.0,1
2412,25.0,176.0,120.0,1
2413,19.0,170.0,62.0,3
2414,27.0,170.0,69.0,2
2415,18.0,165.0,65.0,3
2416,22.0,164.0,105.0,5
2417,26.0,164.0,105.0,2
2418,38.0,164.0,105.0,7
2419,28.0,183.0,82.0,2
2420,23.0,160.0,61.0,8
2421,29.0,171.0,64.0,2
2422,33.0,171.0,64.0,0
2423,18.0,170.0,52.0,3
2424,21.0,176.0,65.0,5
2425,27.0,167.0,80.0,2
2426,31.0,167.0,80.0,2
2427,27.0,172.0,65.0,2
2428,31.0,172.0,65.0,2
2429,35.0,172.0,65.0,7
2430,39.0,172.0,65.0,7
2431,17.0,185.0,75.0,5
2432,17.0,185.0,75.0,5
2433,17.0,185.0,75.0,5
2434,21.0,185.0,75.0,5
2435,21.0,185.0,75.0,5
2436,22.0,174.0,75.0,5
2437,25.0,175.0,70.0,2
2438,18.0,173.0,71.0,3
2439,22.0,173.0,71.0,5
2440,33.0,160.0,60.0,0
2441,16.0,149.0,45.0,6
2442,29.0,160.0,60.0,0
2443,22.0,170.0,72.0,8
2444,19.0,193.0,92.0,1
2445,23.0,193.0,92.0,1
2446,27.0,193.0,92.0,1
2447,16.0,160.0,54.0,6
2448,18.0,158.0,40.0,6
2449,20.0,192.0,77.0,5
2450,24.0,192.0,77.0,1
2451,18.0,185.0,72.0,5
2452,18.0,185.0,72.0,5
2453,22.0,185.0,72.0,5
2454,29.0,152.0,45.0,0
2455,23.0,163.0,60.0,8
2456,18.0,173.0,73.0,3
2457,22.0,173.0,73.0,5
2458,22.0,173.0,73.0,5
2459,22.0,173.0,73.0,5
2460,26.0,173.0,73.0,2
2461,18.0,172.0,66.0,3
2462,25.0,175.0,98.0,2
2463,32.0,163.0,60.0,0
2464,36.0,163.0,60.0,0
2465,36.0,163.0,60.0,0
2466,40.0,163.0,60.0,0
2467,21.0,172.0,67.0,8
2468,24.0,165.0,58.0,8
2469,23.0,174.0,69.0,5
2470,23.0,173.0,63.0,8
2471,23.0,173.0,63.0,8
2472,31.0,173.0,94.0,2
2473,18.0,176.0,73.0,5
2474,21.0,174.0,66.0,5
2475,31.0,177.0,94.0,4
2476,38.0,156.0,49.0,0
2477,37.0,175.0,77.0,7
2478,37.0,175.0,77.0,7
2479,32.0,183.0,83.0,4
2480,37.0,183.0,83.0,7
2481,40.0,183.0,83.0,7
2482,44.0,183.0,83.0,7
2483,48.0,183.0,83.0,7
2484,52.0,183.0,83.0,7
2485,19.0,176.0,70.0,5
2486,37.0,180.0,95.0,4
2487,34.0,177.0,86.0,7
2488,16.0,179.0,60.0,3
2489,16.0,179.0,60.0,3
2490,20.0,179.0,60.0,3
2491,20.0,179.0,60.0,3
2492,18.0,153.0,55.0,6
2493,28.0,170.0,60.0,0
2494,20.0,175.0,62.0,3
2495,35.0,174.0,73.0,7
2496,20.0,187.0,85.0,5
2497,28.0,187.0,85.0,4
2498,22.0,183.0,80.0,5
2499,28.0,175.0,70.0,2
2500,23.0,171.0,59.0,8
2501,18.0,170.0,67.0,3
2502,18.0,182.0,55.0,3
2503,22.0,182.0,55.0,5
2504,23.0,167.0,60.0,8
2505,27.0,167.0,60.0,8
2506,23.0,178.0,69.0,5
2507,27.0,178.0,69.0,2
2508,17.0,170.0,70.0,3
2509,17.0,180.0,70.0,5
2510,17.0,180.0,70.0,5
2511,25.0,180.0,70.0,2
2512,21.0,165.0,59.0,8
2513,21.0,165.0,59.0,8
2514,23.0,170.0,67.0,8
2515,21.0,178.0,66.0,5
2516,30.0,177.0,59.0,2
2517,35.0,182.0,76.0,7
2518,21.0,185.0,65.0,5
2519,21.0,185.0,65.0,5
2520,25.0,185.0,65.0,2
2521,19.0,178.0,68.0,5
2522,21.0,177.0,71.0,5
2523,21.0,177.0,71.0,5
2524,20.0,165.0,70.0,3
2525,22.0,180.0,90.0,5
2526,28.0,172.0,78.0,2
2527,23.0,186.0,68.0,5
2528,20.0,178.0,60.0,3
2529,16.0,178.0,60.0,3
2530,16.0,172.0,71.0,3
2531,23.0,181.0,77.0,5
2532,27.0,181.0,77.0,2
2533,27.0,181.0,77.0,2
2534,28.0,174.0,68.0,2
2535,29.0,162.0,60.0,0
2536,19.0,172.0,61.0,3
2537,23.0,172.0,61.0,8
2538,19.0,191.0,72.0,5
2539,19.0,191.0,72.0,5
2540,23.0,191.0,72.0,5
2541,27.0,191.0,72.0,2
2542,25.0,172.0,73.0,2
2543,22.0,168.0,65.0,8
2544,16.0,175.0,65.0,3
2545,20.0,188.0,105.0,1
2546,21.0,170.0,68.0,8
2547,14.0,165.0,65.0,3
2548,18.0,165.0,65.0,3
2549,33.0,170.0,75.0,2
2550,18.0,182.0,75.0,5
2551,33.0,194.0,73.0,4
2552,33.0,194.0,73.0,4
2553,26.0,175.0,75.0,2
2554,17.0,173.0,70.0,3
2555,21.0,173.0,70.0,5
2556,19.0,178.0,78.0,5
2557,22.0,170.0,70.0,8
2558,28.0,170.0,82.0,2
2559,23.0,185.0,65.0,5
2560,20.0,170.0,65.0,3
2561,18.0,170.0,65.0,3
2562,18.0,170.0,65.0,3
2563,22.0,170.0,65.0,8
2564,17.0,155.0,45.0,6
2565,19.0,182.0,72.0,5
2566,23.0,182.0,72.0,5
2567,28.0,186.0,100.0,4
2568,20.0,195.0,102.5,1
2569,24.0,195.0,102.5,1
2570,28.0,195.0,102.5,4
2571,22.0,180.0,113.0,1
2572,26.0,180.0,113.0,4
2573,34.0,180.0,113.0,4
2574,29.0,185.0,87.0,4
2575,33.0,185.0,87.0,4
2576,28.0,164.0,60.0,0
2577,29.0,175.0,64.0,2
2578,29.0,169.0,71.5,2
2579,33.0,169.0,71.5,2
2580,20.0,178.0,68.0,5
2581,21.0,181.0,72.0,5
2582,25.0,181.0,72.0,2
2583,21.0,189.0,84.0,5
2584,23.0,176.0,92.0,5
2585,22.0,164.0,55.0,8
2586,26.0,164.0,55.0,8
2587,30.0,164.0,55.0,0
2588,33.0,176.0,74.0,2
2589,24.0,175.0,78.0,2
2590,21.0,193.0,89.0,1
2591,24.0,160.0,55.0,8
2592,22.0,163.0,54.0,8
2593,22.0,163.0,54.0,8
2594,26.0,163.0,54.0,8
2595,26.0,163.0,54.0,8
2596,24.0,179.0,77.5,5
2597,28.0,179.0,77.5,2
2598,20.0,168.0,55.0,3
2599,24.0,168.0,55.0,8
2600,21.0,169.0,64.0,8
2601,25.0,169.0,64.0,8
2602,54.0,186.0,98.0,7
2603,23.0,154.0,52.0,6
2604,16.0,182.0,71.0,5
2605,26.0,170.0,62.0,8
2606,30.0,170.0,62.0,0
2607,28.0,172.0,70.0,2
2608,32.0,172.0,70.0,2
2609,24.0,194.0,84.0,1
2610,27.0,170.0,80.0,2
2611,26.0,168.0,63.0,8
2612,26.0,168.0,63.0,8
2613,26.0,172.0,73.0,2
2614,30.0,172.0,73.0,2
2615,19.0,185.0,85.0,5
2616,27.0,185.0,85.0,4
2617,28.0,179.0,58.0,2
2618,32.0,179.0,58.0,2
2619,23.0,174.0,70.0,5
2620,20.0,170.0,67.0,3
2621,24.0,170.0,67.0,8
2622,22.0,178.0,57.0,8
2623,24.0,177.0,78.0,2
2624,25.0,160.0,52.0,8
2625,29.0,186.0,76.0,2
2626,23.0,172.0,65.0,8
2627,19.0,170.0,57.0,3
2628,23.0,170.0,57.0,8
2629,24.0,171.0,60.0,8
2630,20.0,158.0,50.0,6
2631,20.0,158.0,50.0,6
2632,18.0,174.0,55.0,3
2633,18.0,174.0,55.0,3
2634,18.0,174.0,55.0,3
2635,18.0,174.0,55.0,3
2636,22.0,177.0,70.0,5
2637,26.0,158.0,60.0,8
2638,30.0,158.0,60.0,0
2639,34.0,158.0,60.0,0
2640,24.0,181.0,75.0,5
2641,17.0,170.0,68.0,3
2642,28.0,172.0,59.0,0
2643,25.0,190.0,81.0,1
2644,29.0,190.0,81.0,4
2645,24.0,188.0,84.0,1
2646,24.0,152.0,45.0,6
2647,24.0,173.0,62.0,8
2648,16.0,175.0,72.0,3
2649,26.0,184.0,87.0,2
2650,25.0,182.0,83.0,2
2651,19.0,185.0,80.0,5
2652,19.0,185.0,80.0,5
2653,24.0,188.0,110.0,1
2654,30.0,187.0,97.0,4
2655,19.0,181.0,107.0,5
2656,22.0,181.0,107.0,1
2657,23.0,186.0,73.0,5
2658,27.0,185.0,90.0,4
2659,31.0,185.0,90.0,4
2660,25.0,178.0,67.0,2
2661,27.0,180.0,76.0,2
2662,27.0,180.0,76.0,2
2663,35.0,180.0,76.0,7
2664,22.0,182.0,85.0,5
2665,30.0,174.0,67.0,2
2666,30.0,174.0,67.0,2
2667,30.0,174.0,67.0,2
2668,23.0,166.0,55.0,8
2669,28.0,179.0,87.0,2
2670,31.0,185.0,105.0,4
2671,21.0,168.0,60.0,8
2672,29.0,168.0,64.0,0
2673,29.0,168.0,64.0,0
2674,27.0,185.0,78.0,2
2675,23.0,170.0,66.0,8
2676,28.0,169.0,57.0,0
2677,22.0,202.0,87.0,1
2678,30.0,176.0,76.0,2
2679,22.0,190.0,77.0,5
2680,28.0,176.0,70.0,2
2681,25.0,179.0,80.0,2
2682,33.0,179.0,80.0,2
2683,27.0,187.0,84.0,4
2684,27.0,187.0,84.0,4
2685,31.0,187.0,84.0,4
2686,33.0,187.0,84.0,4
2687,33.0,187.0,84.0,4
2688,37.0,187.0,84.0,4
2689,37.0,187.0,84.0,4
2690,33.0,176.0,73.0,2
2691,33.0,176.0,73.0,2
2692,45.0,176.0,73.0,7
2693,45.0,176.0,73.0,7
2694,36.0,174.0,65.0,7
2695,36.0,174.0,65.0,7
2696,23.0,167.0,64.0,8
2697,27.0,167.0,64.0,8
2698,25.0,160.0,52.0,8
2699,31.0,172.0,67.0,2
2700,31.0,172.0,67.0,2
2701,35.0,172.0,67.0,7
2702,28.0,172.0,66.0,2
2703,24.0,192.0,156.0,1
2704,23.0,182.0,75.0,5
2705,33.0,186.0,87.0,4
2706,26.0,172.0,62.0,8
2707,30.0,172.0,62.0,0
2708,24.0,172.0,56.0,8
2709,20.0,184.0,75.0,5
2710,29.0,170.0,67.0,2
2711,21.0,192.0,82.0,1
2712,25.0,192.0,82.0,1
2713,29.0,192.0,82.0,4
2714,33.0,192.0,82.0,4
2715,24.0,179.0,68.0,2
2716,21.0,185.0,75.0,5
2717,26.0,185.0,70.0,2
2718,38.0,185.0,70.0,7
2719,38.0,185.0,70.0,7
2720,25.0,174.0,70.0,2
2721,18.0,182.0,75.0,5
2722,19.0,195.0,81.0,5
2723,23.0,185.0,77.0,5
2724,29.0,186.0,90.0,4
2725,33.0,186.0,90.0,4
2726,30.0,200.0,89.0,4
2727,25.0,189.0,78.0,1
2728,29.0,189.0,78.0,4
2729,32.0,155.0,47.0,0
2730,32.0,155.0,47.0,0
2731,32.0,155.0,47.0,0
2732,24.0,183.0,70.0,5
2733,37.0,165.0,59.0,0
2734,41.0,165.0,59.0,7
2735,23.0,165.0,55.0,8
2736,23.0,163.0,55.0,8
2737,23.0,163.0,55.0,8
2738,23.0,163.0,55.0,8
2739,25.0,174.0,75.0,2
2740,25.0,174.0,75.0,2
2741,29.0,174.0,75.0,2
2742,30.0,185.0,87.0,4
2743,29.0,179.0,90.0,2
2744,33.0,179.0,90.0,4
2745,23.0,174.0,72.0,5
2746,16.0,170.0,75.0,3
2747,32.0,170.0,75.0,2
2748,32.0,170.0,75.0,2
2749,26.0,177.0,67.0,2
2750,26.0,177.0,67.0,2
2751,30.0,177.0,67.0,2
2752,30.0,177.0,67.0,2
2753,26.0,170.0,60.0,8
2754,25.0,190.0,83.0,1
2755,23.0,176.0,75.0,5
2756,20.0,180.0,83.0,5
2757,24.0,180.0,83.0,5
2758,22.0,188.0,74.0,5
2759,22.0,188.0,74.0,5
2760,31.0,190.0,87.0,4
2761,19.0,165.0,66.0,3
2762,27.0,165.0,66.0,8
2763,17.0,178.0,61.0,3
2764,17.0,178.0,61.0,3
2765,21.0,178.0,61.0,5
2766,21.0,178.0,61.0,5
2767,25.0,178.0,61.0,2
2768,25.0,178.0,61.0,2
2769,25.0,178.0,61.0,2
2770,47.0,162.0,70.0,7
2771,21.0,183.0,91.0,5
2772,26.0,175.0,70.0,2
2773,22.0,183.0,89.0,5
2774,22.0,183.0,89.0,5
2775,25.0,187.0,100.0,1
2776,29.0,187.0,100.0,4
2777,21.0,193.0,93.0,1
2778,25.0,193.0,93.0,1
2779,35.0,172.0,74.0,7
2780,40.0,172.0,74.0,7
2781,35.0,178.0,87.0,7
2782,28.0,181.0,72.0,2
2783,28.0,181.0,72.0,2
2784,36.0,181.0,72.0,7
2785,26.0,180.0,71.0,2
2786,34.0,180.0,71.0,7
2787,21.0,183.0,62.0,5
2788,21.0,183.0,62.0,5
2789,17.0,165.0,57.0,3
2790,17.0,165.0,57.0,3
2791,21.0,175.0,64.0,5
2792,23.0,175.0,64.0,8
2793,27.0,175.0,64.0,2
2794,27.0,175.0,64.0,2
2795,27.0,175.0,64.0,2
2796,31.0,175.0,64.0,2
2797,31.0,175.0,64.0,2
2798,32.0,181.0,67.0,2
2799,36.0,181.0,67.0,7
2800,39.0,181.0,67.0,7
2801,35.0,175.0,72.0,7
2802,21.0,185.0,81.0,5
2803,23.0,191.0,79.0,1
2804,23.0,183.0,76.0,5
2805,24.0,181.0,87.0,5
2806,32.0,178.0,103.0,4
2807,25.0,172.0,85.0,2
2808,19.0,181.0,84.0,5
2809,19.0,181.0,84.0,5
2810,32.0,185.0,92.0,4
2811,36.0,185.0,92.0,4
2812,40.0,185.0,92.0,7
2813,48.0,185.0,92.0,7
2814,24.0,172.0,57.0,8
2815,24.0,172.0,57.0,8
2816,23.0,170.0,57.0,8
2817,16.0,164.0,51.0,3
2818,16.0,164.0,51.0,3
2819,20.0,164.0,51.0,8
2820,24.0,164.0,51.0,8
2821,28.0,164.0,51.0,0
2822,28.0,164.0,51.0,0
2823,20.0,170.0,64.0,3
2824,23.0,190.0,76.0,5
2825,27.0,170.0,59.0,8
2826,31.0,170.0,59.0,0
2827,21.0,176.0,70.0,5
2828,21.0,176.0,70.0,5
2829,25.0,176.0,70.0,2
2830,25.0,176.0,70.0,2
2831,20.0,163.0,56.0,8
2832,23.0,184.0,80.0,5
2833,22.0,169.0,47.0,8
2834,24.0,170.0,68.0,8
2835,28.0,170.0,68.0,2
2836,27.0,180.0,73.0,2
2837,27.0,185.0,82.0,2
2838,22.0,182.0,73.0,5
2839,19.0,169.0,69.0,3
2840,19.0,169.0,69.0,3
2841,19.0,169.0,69.0,3
2842,23.0,169.0,69.0,8
2843,23.0,169.0,69.0,8
2844,27.0,169.0,69.0,2
2845,27.0,169.0,69.0,2
2846,31.0,169.0,69.0,2
2847,31.0,169.0,69.0,2
2848,31.0,169.0,69.0,2
2849,19.0,193.0,80.0,5
2850,18.0,168.0,57.0,3
2851,27.0,192.0,92.0,1
2852,27.0,190.0,75.0,2
2853,32.0,190.0,75.0,4
2854,30.0,183.0,76.0,2
2855,20.0,183.0,63.0,5
2856,24.0,183.0,63.0,2
2857,32.0,177.0,70.0,2
2858,32.0,177.0,70.0,2
2859,30.0,186.0,81.0,4
2860,22.0,156.0,52.0,6
2861,22.0,156.0,52.0,6
2862,22.0,156.0,52.0,6
2863,22.0,156.0,52.0,6
2864,23.0,213.0,98.0,1
2865,31.0,173.0,62.0,2
2866,35.0,173.0,62.0,7
2867,39.0,173.0,62.0,7
2868,23.0,172.0,68.0,8
2869,21.0,168.0,60.0,8
2870,26.0,175.0,62.0,2
2871,24.0,174.0,74.0,2
2872,26.0,161.0,53.0,8
2873,34.0,161.0,53.0,0
2874,19.0,170.0,80.0,5
2875,19.0,170.0,80.0,5
2876,28.0,172.0,64.0,2
2877,25.0,190.0,91.0,1
2878,22.0,177.0,75.0,5
2879,20.0,180.0,74.0,5
2880,24.0,180.0,74.0,5
2881,17.0,170.0,59.0,3
2882,17.0,170.0,59.0,3
2883,29.0,188.0,71.0,2
2884,22.0,186.0,62.0,5
2885,26.0,167.0,64.0,8
2886,19.0,173.0,69.0,3
2887,27.0,173.0,69.0,2
2888,31.0,180.0,67.0,2
2889,25.0,177.0,72.0,2
2890,25.0,177.0,72.0,2
2891,29.0,177.0,72.0,2
2892,33.0,177.0,72.0,2
2893,33.0,177.0,72.0,2
2894,21.0,173.0,115.0,5
2895,26.0,160.0,56.0,8
2896,19.0,184.0,75.0,5
2897,23.0,184.0,75.0,5
2898,27.0,184.0,75.0,2
2899,31.0,184.0,75.0,2
2900,22.0,181.0,85.0,5
2901,23.0,171.0,71.0,8
2902,27.0,171.0,71.0,2
2903,31.0,171.0,71.0,2
2904,15.0,177.0,65.0,3
2905,15.0,177.0,65.0,3
2906,19.0,177.0,65.0,3
2907,24.0,154.0,49.0,6
2908,22.0,171.0,58.0,8
2909,26.0,171.0,58.0,8
2910,30.0,171.0,58.0,0
2911,26.0,172.0,63.0,8
2912,24.0,170.0,68.0,8
2913,30.0,180.0,81.0,2
2914,26.0,152.0,45.0,0
2915,34.0,152.0,45.0,0
2916,24.0,200.0,130.0,1
2917,28.0,200.0,130.0,1
2918,32.0,200.0,130.0,4
2919,36.0,200.0,130.0,4
2920,40.0,200.0,130.0,4
2921,24.0,195.0,85.0,1
2922,27.0,164.0,51.0,0
2923,22.0,189.0,93.0,1
2924,26.0,189.0,93.0,1
2925,20.0,168.0,69.0,3
2926,24.0,182.0,81.0,5
2927,19.0,185.0,75.0,5
2928,20.0,172.0,66.0,3
2929,20.0,172.0,66.0,3
2930,20.0,172.0,66.0,3
2931,20.0,172.0,66.0,3
2932,22.0,192.0,91.0,1
2933,26.0,172.0,100.0,2
2934,32.0,180.0,95.0,4
2935,36.0,180.0,95.0,4
2936,44.0,180.0,95.0,7
2937,48.0,180.0,95.0,7
2938,19.0,193.0,88.0,1
2939,19.0,193.0,88.0,1
2940,19.0,193.0,88.0,1
2941,23.0,193.0,88.0,1
2942,23.0,193.0,88.0,1
2943,23.0,193.0,88.0,1
2944,23.0,185.0,81.0,5
2945,19.0,194.0,91.0,1
2946,19.0,194.0,91.0,1
2947,20.0,176.0,89.0,5
2948,27.0,176.0,95.0,2
2949,22.0,180.0,81.0,5
2950,30.0,180.0,81.0,2
2951,26.0,178.0,89.0,2
2952,26.0,178.0,89.0,2
2953,21.0,167.0,67.0,8
2954,21.0,167.0,67.0,8
2955,20.0,172.0,67.0,3
2956,20.0,171.0,53.0,3
2957,18.0,180.0,81.0,5
2958,21.0,178.0,73.0,5
2959,19.0,180.0,83.0,5
2960,23.0,180.0,83.0,5
2961,20.0,186.0,87.0,5
2962,20.0,190.0,98.0,1
2963,23.0,170.0,77.0,5
2964,26.0,180.0,150.0,1
2965,28.0,169.0,60.0,0
2966,25.0,196.0,80.0,1
2967,21.0,164.0,62.0,8
2968,27.0,172.0,66.0,2
2969,23.0,188.0,91.0,1
2970,30.0,188.0,85.0,4
2971,20.0,185.0,76.0,5
2972,20.0,185.0,76.0,5
2973,24.0,185.0,76.0,5
2974,23.0,172.0,91.0,5
2975,30.0,172.0,70.0,2
2976,38.0,172.0,70.0,7
2977,18.0,183.0,80.0,5
2978,26.0,183.0,80.0,2
2979,26.0,183.0,80.0,2
2980,30.0,185.0,160.0,4
2981,34.0,185.0,160.0,4
2982,38.0,185.0,160.0,4
2983,34.0,186.0,93.0,4
2984,34.0,186.0,93.0,4
2985,38.0,186.0,93.0,4
2986,17.0,157.0,50.0,6
2987,21.0,157.0,50.0,6
2988,17.0,154.0,47.0,6
2989,26.0,168.0,53.0,8
2990,30.0,168.0,53.0,0
2991,20.0,188.0,89.0,5
2992,26.0,193.0,96.0,1
2993,30.0,193.0,96.0,4
2994,21.0,189.0,84.0,5
2995,25.0,200.0,96.0,1
2996,29.0,200.0,96.0,4
2997,22.0,165.0,57.0,8
2998,22.0,165.0,57.0,8
2999,24.0,165.0,57.0,8
3000,24.0,165.0,57.0,8
3001,32.0,167.0,70.0,0
3002,21.0,173.0,66.0,3
3003,34.0,167.0,67.0,0
3004,21.0,178.0,60.0,5
3005,31.0,166.0,53.0,0
3006,29.0,182.0,68.0,2
3007,18.0,174.0,61.0,3
3008,23.0,173.0,70.0,5
3009,27.0,173.0,70.0,2
3010,18.0,179.0,63.0,3
3011,22.0,179.0,63.0,5
3012,19.0,171.0,58.0,3
3013,25.0,165.0,51.0,8
3014,29.0,165.0,51.0,0
3015,19.0,171.0,52.0,3
3016,22.0,172.0,66.0,8
3017,21.0,175.0,72.0,5
3018,21.0,175.0,72.0,5
3019,19.0,192.0,83.0,5
3020,21.0,174.0,69.5,5
3021,25.0,174.0,69.5,2
3022,28.0,190.0,89.0,4
3023,18.0,184.0,75.0,5
3024,26.0,184.0,75.0,2
3025,22.0,200.0,85.0,1
3026,26.0,200.0,85.0,1
3027,30.0,200.0,85.0,4
3028,20.0,175.0,61.0,3
3029,20.0,175.0,61.0,3
3030,20.0,185.0,92.0,5
3031,20.0,185.0,92.0,5
