,Age,Height,Weight
8129,24.0,184.0,89.0
8130,28.0,184.0,89.0
8131,18.0,176.0,67.0
8132,28.0,190.0,88.0
8133,22.0,183.0,77.0
8134,20.0,170.0,58.0
8135,22.0,170.0,68.0
8136,26.0,180.0,70.0
8137,23.0,168.0,63.0
8138,23.0,185.0,83.0
8139,32.0,190.0,76.0
8140,32.0,190.0,76.0
8141,30.0,184.0,85.0
8142,15.0,170.0,49.0
8143,15.0,170.0,49.0
8144,17.0,168.0,58.0
8145,21.0,168.0,58.0
8146,25.0,168.0,58.0
8147,16.0,188.0,90.0
8148,20.0,188.0,90.0
8149,24.0,188.0,90.0
8150,24.0,184.0,82.0
8151,32.0,184.0,82.0
8152,22.0,164.0,66.0
8153,20.0,185.0,68.0
8154,20.0,185.0,68.0
8155,21.0,178.0,60.0
8156,23.0,196.0,89.0
8157,23.0,195.0,93.0
8158,30.0,167.0,48.0
8159,30.0,167.0,48.0
8160,23.0,184.0,74.0
8161,26.0,169.0,98.0
8162,28.0,196.0,85.0
8163,22.0,155.0,48.0
8164,23.0,185.0,89.0
8165,31.0,191.0,77.0
8166,31.0,191.0,77.0
8167,25.0,194.0,80.0
8168,30.0,180.0,67.0
8169,21.0,179.0,66.0
8170,20.0,190.0,89.0
8171,28.0,190.0,89.0
8172,28.0,190.0,89.0
8173,15.0,168.0,54.0
8174,15.0,168.0,54.0
8175,15.0,168.0,54.0
8176,19.0,173.0,68.0
8177,24.0,170.0,62.0
8178,21.0,170.0,61.0
8179,25.0,170.0,61.0
8180,20.0,160.0,46.0
8181,28.0,160.0,46.0
8182,22.0,198.0,89.0
8183,21.0,178.0,90.0
8184,31.0,180.0,77.0
8185,21.0,160.0,100.0
8186,30.0,185.0,82.0
8187,26.0,196.0,92.0
8188,29.0,196.0,92.0
8189,24.0,172.0,89.0
8190,26.0,186.0,70.0
8191,30.0,186.0,70.0
8192,34.0,186.0,70.0
8193,38.0,186.0,70.0
8194,20.0,183.0,72.0
8195,25.0,183.0,72.0
8196,25.0,183.0,72.0
8197,22.0,172.0,62.0
8198,28.0,207.0,109.0
8199,24.0,165.0,62.0
8200,20.0,170.0,55.0
8201,30.0,180.0,76.0
8202,27.0,191.0,85.0
8203,31.0,191.0,85.0
8204,29.0,180.0,85.0
8205,29.0,180.0,85.0
8206,33.0,180.0,85.0
8207,24.0,155.0,50.0
8208,25.0,175.0,59.0
8209,20.0,164.0,65.0
8210,30.0,181.0,99.0
8211,33.0,180.0,90.0
8212,33.0,180.0,90.0
8213,37.0,180.0,90.0
8214,37.0,180.0,90.0
8215,41.0,180.0,90.0
8216,41.0,180.0,90.0
8217,26.0,172.0,63.0
8218,30.0,172.0,63.0
8219,24.0,188.0,92.0
8220,28.0,188.0,92.0
8221,30.0,188.0,92.0
8222,32.0,178.0,65.0
8223,27.0,170.0,82.0
8224,23.0,197.0,87.0
8225,23.0,180.0,78.0
8226,23.0,188.0,130.0
8227,22.0,192.0,92.0
8228,26.0,192.0,92.0
8229,30.0,192.0,92.0
8230,34.0,192.0,92.0
8231,23.0,183.0,74.0
8232,21.0,178.0,75.0
8233,19.0,165.0,63.0
8234,19.0,165.0,63.0
8235,23.0,165.0,63.0
8236,27.0,165.0,63.0
8237,24.0,180.0,70.0
8238,27.0,174.0,65.0
8239,27.0,174.0,65.0
8240,31.0,174.0,65.0
8241,31.0,174.0,65.0
8242,25.0,167.0,65.0
8243,22.0,183.0,63.0
8244,26.0,183.0,63.0
8245,23.0,188.0,82.0
8246,27.0,188.0,82.0
8247,23.0,176.0,63.0
8248,55.0,194.0,100.0
8249,59.0,194.0,100.0
8250,43.0,170.0,73.0
8251,22.0,194.0,83.0
8252,26.0,190.0,76.0
8253,25.0,196.0,92.0
8254,31.0,200.0,120.0
8255,39.0,200.0,120.0
8256,15.0,172.0,60.0
8257,17.0,160.0,57.0
8258,21.0,160.0,57.0
8259,22.0,174.0,72.0
8260,22.0,174.0,72.0
8261,26.0,180.0,72.0
8262,24.0,190.0,80.0
8263,24.0,170.0,52.0
8264,28.0,170.0,52.0
8265,32.0,170.0,52.0
8266,21.0,158.0,49.0
8267,26.0,158.0,49.0
8268,26.0,158.0,49.0
8269,29.0,158.0,49.0
8270,30.0,183.0,71.0
8271,30.0,183.0,71.0
8272,34.0,183.0,71.0
8273,35.0,180.0,78.0
8274,35.0,180.0,78.0
8275,28.0,188.0,77.0
8276,25.0,171.0,75.0
8277,30.0,190.0,90.0
8278,23.0,180.0,67.0
8279,23.0,180.0,67.0
8280,26.0,155.0,50.0
8281,29.0,181.0,75.0
8282,22.0,178.0,69.0
8283,30.0,178.0,69.0
8284,19.0,181.0,70.0
8285,26.0,181.0,70.0
8286,21.0,161.0,54.0
8287,25.0,169.0,58.0
8288,29.0,156.0,52.0
8289,31.0,204.0,96.0
8290,20.0,176.0,74.0
8291,27.0,159.0,54.0
8292,19.0,180.0,73.0
8293,23.0,180.0,73.0
8294,27.0,180.0,73.0
8295,19.0,165.0,58.0
8296,19.0,165.0,58.0
8297,26.0,178.0,72.0
8298,26.0,178.0,72.0
8299,30.0,178.0,72.0
8300,34.0,178.0,72.0
8301,19.0,183.0,76.0
8302,19.0,183.0,76.0
8303,26.0,160.0,56.0
8304,27.0,162.0,55.0
8305,31.0,162.0,55.0
8306,24.0,161.0,51.0
8307,28.0,161.0,51.0
8308,31.0,172.0,62.0
8309,36.0,172.0,62.0
8310,22.0,178.0,65.0
8311,22.0,176.0,71.0
8312,20.0,185.0,68.0
8313,23.0,165.0,55.0
8314,23.0,165.0,55.0
8315,21.0,195.0,85.0
8316,21.0,195.0,85.0
8317,21.0,185.0,72.0
8318,32.0,174.0,69.0
8319,27.0,193.0,91.0
8320,31.0,193.0,91.0
8321,23.0,180.0,77.0
8322,19.0,179.0,73.0
8323,19.0,171.0,56.0
8324,23.0,171.0,56.0
8325,25.0,150.0,58.0
8326,16.0,153.0,58.0
8327,20.0,153.0,58.0
8328,19.0,185.0,72.0
8329,21.0,184.0,82.0
8330,24.0,161.0,53.0
8331,24.0,161.0,53.0
8332,30.0,175.0,93.0
8333,34.0,175.0,93.0
8334,23.0,192.0,96.0
8335,27.0,192.0,96.0
8336,24.0,174.0,59.0
8337,28.0,174.0,59.0
8338,22.0,174.0,70.0
8339,26.0,174.0,70.0
8340,21.0,190.0,83.0
8341,23.0,160.0,50.0
8342,23.0,160.0,50.0
8343,23.0,160.0,50.0
8344,27.0,160.0,50.0
8345,27.0,160.0,50.0
8346,27.0,160.0,50.0
8347,22.0,185.0,88.0
8348,26.0,185.0,88.0
8349,31.0,172.0,64.0
8350,22.0,167.0,51.0
8351,24.0,169.0,73.0
8352,17.0,163.0,50.0
8353,17.0,163.0,50.0
8354,17.0,163.0,50.0
8355,25.0,172.0,67.0
8356,21.0,176.0,80.0
8357,21.0,176.0,80.0
8358,26.0,185.0,90.0
8359,27.0,188.0,100.0
8360,31.0,188.0,100.0
8361,22.0,181.0,81.0
8362,22.0,181.0,81.0
8363,25.0,181.0,85.0
8364,25.0,178.0,78.0
8365,29.0,178.0,78.0
8366,18.0,180.0,83.0
8367,18.0,180.0,83.0
8368,18.0,180.0,83.0
8369,22.0,180.0,83.0
8370,21.0,172.0,76.0
8371,32.0,176.0,98.0
8372,52.0,176.0,98.0
8373,24.0,182.0,66.0
8374,28.0,166.0,49.0
8375,22.0,175.0,76.0
8376,26.0,175.0,76.0
8377,26.0,183.0,90.0
8378,30.0,183.0,90.0
8379,19.0,176.0,63.0
8380,27.0,176.0,63.0
8381,25.0,158.0,43.0
8382,29.0,158.0,43.0
8383,25.0,188.0,88.0
8384,29.0,188.0,88.0
8385,33.0,188.0,88.0
8386,37.0,188.0,88.0
8387,18.0,197.0,95.0
8388,26.0,197.0,95.0
8389,26.0,197.0,95.0
8390,23.0,175.0,74.0
8391,22.0,181.0,73.0
8392,30.0,181.0,73.0
8393,30.0,181.0,73.0
8394,34.0,181.0,73.0
8395,34.0,181.0,73.0
8396,24.0,172.0,58.0
8397,21.0,195.0,92.0
8398,29.0,195.0,92.0
8399,37.0,195.0,92.0
8400,26.0,186.0,81.0
8401,27.0,190.0,97.0
8402,24.0,186.0,98.0
8403,20.0,180.0,72.0
8404,26.0,175.0,62.0
8405,19.0,173.0,67.0
8406,41.0,164.0,57.0
8407,23.0,188.0,80.0
8408,27.0,178.0,89.0
8409,28.0,160.0,56.0
8410,17.0,173.0,63.0
8411,17.0,173.0,63.0
8412,32.0,185.0,82.0
8413,19.0,184.0,80.0
8414,26.0,175.0,70.0
8415,30.0,175.0,70.0
8416,25.0,176.0,62.0
8417,33.0,176.0,62.0
8418,37.0,176.0,62.0
8419,16.0,167.0,57.0
8420,16.0,167.0,57.0
8421,20.0,167.0,57.0
8422,31.0,170.0,70.0
8423,22.0,169.0,66.0
8424,17.0,165.0,40.0
8425,23.0,173.0,73.0
8426,27.0,173.0,73.0
8427,22.0,192.0,83.0
8428,29.0,187.0,74.0
8429,23.0,157.0,51.0
8430,27.0,157.0,51.0
8431,31.0,167.0,67.0
8432,21.0,193.0,88.0
8433,32.0,175.0,74.0
8434,19.0,178.0,71.0
8435,24.0,170.0,63.0
8436,18.0,170.0,66.0
8437,22.0,174.0,69.0
8438,20.0,182.0,78.0
8439,20.0,190.0,95.0
8440,24.0,186.0,82.0
8441,29.0,186.0,82.0
8442,33.0,186.0,82.0
8443,29.0,168.0,61.0
8444,37.0,168.0,61.0
8445,37.0,168.0,61.0
8446,23.0,178.0,73.0
8447,27.0,178.0,73.0
8448,18.0,185.0,75.0
8449,22.0,191.0,83.0
8450,20.0,173.0,61.0
8451,24.0,173.0,61.0
8452,21.0,186.0,91.0
8453,25.0,190.0,96.0
8454,29.0,190.0,96.0
8455,33.0,190.0,96.0
8456,22.0,161.0,55.0
8457,24.0,169.0,55.0
8458,22.0,185.0,80.0
8459,19.0,182.0,78.0
8460,23.0,182.0,78.0
8461,32.0,175.0,68.0
8462,32.0,175.0,68.0
8463,19.0,165.0,59.0
8464,20.0,176.0,70.0
8465,40.0,170.0,67.0
8466,52.0,178.0,83.0
8467,52.0,178.0,83.0
8468,56.0,178.0,83.0
8469,56.0,178.0,83.0
8470,31.0,180.0,77.0
8471,27.0,180.0,68.0
8472,29.0,183.0,108.0
8473,26.0,181.0,70.0
8474,17.0,170.0,58.0
8475,25.0,180.0,69.0
8476,25.0,180.0,69.0
8477,29.0,180.0,69.0
8478,21.0,170.0,70.0
8479,17.0,184.0,73.0
8480,21.0,184.0,73.0
8481,21.0,184.0,73.0
8482,24.0,203.0,95.0
8483,28.0,203.0,95.0
8484,32.0,203.0,95.0
8485,36.0,203.0,95.0
8486,35.0,190.0,112.0
8487,17.0,160.0,41.0
8488,31.0,182.0,87.0
8489,35.0,182.0,87.0
8490,20.0,190.0,120.0
8491,24.0,190.0,120.0
8492,23.0,176.0,60.0
8493,32.0,185.0,73.0
8494,19.0,170.0,57.0
8495,28.0,172.0,64.0
8496,22.0,160.0,48.0
8497,26.0,160.0,48.0
8498,27.0,175.0,71.0
8499,27.0,175.0,71.0
8500,31.0,175.0,71.0
8501,31.0,175.0,71.0
8502,34.0,175.0,70.0
8503,21.0,168.0,70.0
8504,25.0,168.0,70.0
8505,29.0,168.0,70.0
8506,22.0,187.0,67.0
8507,26.0,187.0,67.0
8508,23.0,160.0,56.0
8509,27.0,185.0,90.0
8510,21.0,179.0,76.0
8511,21.0,179.0,76.0
8512,23.0,187.0,77.0
8513,19.0,178.0,73.0
8514,23.0,178.0,73.0
8515,27.0,178.0,73.0
8516,26.0,179.0,64.0
8517,23.0,181.0,65.0
8518,26.0,181.0,81.0
8519,30.0,181.0,81.0
8520,23.0,167.0,62.0
8521,27.0,167.0,62.0
8522,25.0,184.0,78.0
8523,16.0,168.0,66.0
8524,19.0,176.0,70.0
8525,19.0,176.0,70.0
8526,22.0,176.0,70.0
8527,23.0,173.0,72.0
8528,27.0,173.0,72.0
8529,32.0,173.0,72.0
8530,22.0,175.0,84.0
8531,15.0,165.0,60.0
8532,15.0,167.0,52.0
8533,26.0,175.0,67.0
8534,30.0,193.0,112.0
8535,24.0,186.0,80.0
8536,42.0,185.0,71.0
8537,46.0,185.0,71.0
8538,50.0,185.0,71.0
8539,21.0,170.0,48.0
8540,23.0,182.0,87.0
8541,23.0,182.0,87.0
8542,23.0,182.0,87.0
8543,31.0,182.0,87.0
8544,31.0,182.0,87.0
8545,25.0,160.0,51.0
8546,19.0,169.0,62.0
8547,23.0,169.0,62.0
8548,26.0,171.0,68.0
8549,25.0,170.0,62.0
8550,29.0,170.0,62.0
8551,29.0,170.0,62.0
8552,21.0,183.0,76.0
8553,25.0,183.0,76.0
8554,29.0,183.0,76.0
8555,23.0,176.0,80.0
8556,27.0,178.0,70.0
8557,21.0,180.0,67.0
8558,21.0,180.0,67.0
8559,25.0,180.0,67.0
8560,25.0,180.0,67.0
8561,29.0,180.0,67.0
8562,29.0,180.0,67.0
8563,33.0,191.0,80.0
8564,23.0,189.0,80.0
8565,20.0,187.0,77.0
8566,20.0,187.0,77.0
8567,20.0,187.0,77.0
8568,22.0,187.0,77.0
8569,22.0,187.0,77.0
8570,26.0,187.0,77.0
8571,26.0,187.0,77.0
8572,30.0,187.0,77.0
8573,24.0,175.0,67.0
8574,24.0,178.0,68.0
8575,23.0,163.0,48.0
8576,17.0,186.0,80.0
8577,21.0,186.0,80.0
8578,25.0,186.0,80.0
8579,14.0,153.0,47.0
8580,14.0,153.0,47.0
8581,18.0,153.0,47.0
8582,18.0,153.0,47.0
8583,18.0,153.0,47.0
8584,18.0,153.0,47.0
8585,32.0,172.0,73.0
8586,32.0,172.0,73.0
8587,36.0,172.0,73.0
8588,36.0,172.0,73.0
8589,45.0,172.0,73.0
8590,30.0,172.0,66.0
8591,24.0,187.0,76.0
8592,32.0,187.0,76.0
8593,21.0,192.0,78.0
8594,30.0,180.0,75.0
8595,31.0,166.0,85.0
8596,31.0,166.0,85.0
8597,39.0,166.0,85.0
8598,20.0,170.0,50.0
8599,20.0,170.0,50.0
8600,24.0,170.0,50.0
8601,38.0,175.0,68.0
8602,25.0,195.0,94.0
8603,20.0,172.0,69.0
8604,24.0,172.0,69.0
8605,24.0,172.0,69.0
8606,23.0,181.0,72.0
8607,27.0,181.0,72.0
8608,28.0,180.0,66.0
8609,28.0,168.0,59.0
8610,22.0,168.0,66.0
8611,26.0,180.0,62.0
8612,22.0,160.0,62.0
8613,26.0,195.0,90.0
8614,24.0,183.0,74.0
8615,21.0,169.0,51.0
8616,29.0,169.0,51.0
8617,33.0,185.0,89.0
8618,22.0,181.0,75.0
8619,34.0,175.0,70.0
8620,26.0,189.0,83.0
8621,26.0,178.0,68.0
8622,19.0,190.0,73.0
8623,23.0,190.0,73.0
8624,23.0,190.0,73.0
8625,23.0,178.0,74.0
8626,18.0,174.0,69.0
8627,24.0,193.0,92.0
8628,24.0,193.0,92.0
8629,22.0,190.0,95.0
8630,20.0,192.0,89.0
8631,24.0,192.0,89.0
8632,23.0,180.0,93.0
8633,16.0,159.0,50.0
8634,29.0,168.0,68.0
8635,24.0,182.0,115.0
8636,28.0,165.0,60.0
8637,28.0,165.0,60.0
8638,22.0,168.0,99.0
8639,26.0,168.0,99.0
8640,26.0,189.0,80.0
8641,25.0,183.0,77.0
8642,30.0,175.0,66.0
8643,23.0,190.0,90.0
8644,27.0,175.0,65.0
8645,23.0,192.0,81.0
8646,18.0,180.0,75.0
8647,18.0,180.0,75.0
8648,22.0,180.0,75.0
8649,26.0,182.0,81.0
8650,24.0,172.0,75.0
8651,24.0,172.0,75.0
8652,21.0,169.0,64.0
8653,29.0,193.0,73.0
8654,22.0,171.0,63.0
8655,28.0,174.0,64.0
8656,21.0,168.0,67.0
8657,30.0,170.0,59.0
8658,18.0,139.0,36.0
8659,18.0,139.0,36.0
8660,18.0,139.0,36.0
8661,24.0,177.0,90.0
8662,24.0,183.0,95.0
8663,28.0,186.0,120.0
8664,26.0,184.0,89.0
8665,21.0,167.0,60.0
8666,36.0,176.0,72.0
8667,18.0,169.0,49.0
8668,14.0,157.0,48.0
8669,28.0,175.0,107.0
8670,22.0,173.0,66.0
8671,18.0,183.0,70.0
8672,21.0,196.0,90.0
8673,21.0,196.0,90.0
8674,27.0,177.0,66.0
8675,20.0,178.0,66.0
8676,20.0,178.0,66.0
8677,20.0,178.0,66.0
8678,28.0,178.0,66.0
8679,28.0,178.0,66.0
8680,24.0,167.0,65.0
8681,28.0,167.0,65.0
8682,28.0,167.0,65.0
8683,28.0,167.0,65.0
8684,32.0,167.0,65.0
8685,32.0,167.0,65.0
8686,28.0,171.0,72.0
8687,28.0,171.0,72.0
8688,29.0,169.0,75.0
8689,26.0,182.0,69.0
8690,26.0,182.0,69.0
8691,30.0,182.0,69.0
8692,17.0,167.0,79.0
8693,30.0,193.0,74.0
8694,27.0,183.0,75.0
8695,26.0,184.0,82.0
8696,30.0,184.0,82.0
8697,34.0,184.0,82.0
8698,22.0,180.0,76.0
8699,24.0,162.0,69.0
8700,24.0,162.0,69.0
8701,28.0,162.0,69.0
8702,28.0,162.0,69.0
8703,20.0,173.0,65.0
8704,25.0,179.0,80.0
8705,21.0,159.0,52.0
8706,21.0,159.0,52.0
8707,21.0,159.0,52.0
8708,17.0,172.0,76.0
8709,29.0,172.0,76.0
8710,29.0,172.0,76.0
8711,31.0,190.0,93.0
8712,29.0,159.0,52.0
8713,21.0,170.0,66.0
8714,22.0,161.0,48.0
8715,26.0,161.0,48.0
8716,26.0,161.0,48.0
8717,18.0,156.0,56.0
8718,26.0,192.0,81.0
8719,25.0,170.0,63.0
8720,18.0,169.0,62.0
8721,21.0,172.0,59.0
8722,21.0,200.0,85.0
8723,25.0,200.0,85.0
8724,23.0,178.0,66.0
8725,16.0,178.0,57.0
8726,24.0,169.0,63.0
8727,24.0,169.0,63.0
8728,24.0,169.0,63.0
8729,22.0,176.0,63.0
8730,24.0,182.0,70.0
8731,16.0,142.0,52.0
8732,21.0,170.0,57.0
8733,25.0,160.0,53.0
8734,29.0,160.0,53.0
8735,29.0,160.0,53.0
8736,25.0,172.0,64.0
8737,29.0,172.0,64.0
8738,21.0,190.0,86.0
8739,24.0,172.0,63.0
8740,32.0,172.0,63.0
8741,27.0,179.0,69.0
8742,19.0,173.0,68.0
8743,26.0,167.0,57.0
8744,25.0,160.0,48.0
8745,29.0,204.0,104.0
8746,18.0,201.0,95.0
8747,22.0,201.0,95.0
8748,24.0,178.0,100.0
8749,21.0,201.0,80.0
8750,25.0,201.0,80.0
8751,29.0,201.0,80.0
8752,21.0,187.0,83.0
8753,25.0,187.0,83.0
8754,27.0,184.0,100.0
8755,31.0,184.0,100.0
8756,35.0,184.0,100.0
8757,43.0,184.0,100.0
8758,21.0,175.0,85.0
8759,21.0,175.0,85.0
8760,21.0,175.0,85.0
8761,25.0,175.0,85.0
8762,25.0,175.0,85.0
8763,25.0,175.0,85.0
8764,25.0,175.0,85.0
8765,29.0,175.0,85.0
8766,33.0,175.0,85.0
8767,33.0,175.0,85.0
8768,30.0,162.0,57.0
8769,18.0,163.0,60.0
8770,24.0,167.0,65.0
8771,20.0,186.0,85.0
8772,24.0,188.0,87.0
8773,28.0,188.0,87.0
8774,23.0,183.0,57.0
8775,24.0,167.0,69.0
8776,28.0,160.0,59.0
8777,28.0,190.0,77.0
8778,32.0,190.0,77.0
8779,28.0,184.0,84.0
8780,21.0,178.0,69.0
8781,21.0,178.0,69.0
8782,24.0,180.0,69.0
8783,24.0,180.0,69.0
8784,24.0,180.0,69.0
8785,28.0,180.0,69.0
8786,28.0,180.0,69.0
8787,28.0,180.0,69.0
8788,28.0,180.0,69.0
8789,18.0,170.0,65.0
8790,23.0,190.0,100.0
8791,27.0,190.0,100.0
8792,26.0,191.0,93.0
8793,23.0,187.0,70.0
8794,19.0,167.0,56.0
8795,22.0,196.0,102.0
8796,26.0,196.0,102.0
8797,19.0,167.0,45.0
8798,23.0,167.0,45.0
8799,30.0,170.0,65.0
8800,22.0,182.0,83.0
8801,22.0,182.0,83.0
8802,26.0,182.0,83.0
8803,30.0,182.0,83.0
8804,34.0,182.0,83.0
8805,34.0,182.0,83.0
8806,23.0,182.0,75.0
8807,27.0,182.0,75.0
8808,27.0,182.0,75.0
8809,31.0,182.0,75.0
8810,35.0,182.0,75.0
8811,35.0,182.0,75.0
8812,21.0,175.0,83.0
8813,25.0,178.0,64.0
8814,20.0,178.0,61.0
8815,24.0,178.0,61.0
8816,24.0,178.0,61.0
8817,21.0,169.0,60.0
8818,21.0,169.0,60.0
8819,21.0,169.0,60.0
8820,28.0,170.0,66.0
8821,28.0,171.0,65.0
8822,21.0,174.0,69.0
8823,19.0,174.0,63.0
8824,19.0,174.0,63.0
8825,35.0,180.0,71.0
8826,22.0,165.0,60.0
8827,20.0,203.0,93.0
8828,21.0,198.0,106.0
8829,17.0,158.0,52.0
8830,17.0,158.0,52.0
8831,17.0,158.0,52.0
8832,22.0,190.0,81.0
8833,25.0,173.0,65.0
8834,21.0,190.0,80.0
8835,25.0,190.0,80.0
8836,27.0,177.0,55.0
8837,24.0,172.0,67.0
8838,22.0,173.0,55.0
8839,27.0,174.0,68.0
8840,25.0,172.0,56.0
8841,17.0,167.0,54.0
8842,21.0,167.0,54.0
8843,25.0,167.0,54.0
8844,29.0,167.0,54.0
8845,29.0,167.0,54.0
8846,22.0,184.0,79.0
8847,28.0,182.0,84.0
8848,30.0,182.0,84.0
8849,17.0,184.0,80.0
8850,16.0,172.0,62.0
8851,20.0,172.0,62.0
8852,25.0,181.0,68.0
8853,29.0,181.0,68.0
8854,26.0,185.0,75.0
8855,22.0,167.0,72.0
8856,36.0,186.0,83.0
8857,26.0,182.0,68.0
8858,23.0,192.0,85.0
8859,19.0,182.0,90.0
8860,24.0,182.0,90.0
8861,28.0,182.0,90.0
8862,16.0,176.0,60.0
8863,20.0,176.0,60.0
8864,22.0,179.0,65.0
8865,22.0,179.0,65.0
8866,26.0,179.0,65.0
8867,26.0,179.0,65.0
8868,22.0,181.0,74.0
8869,26.0,181.0,74.0
8870,24.0,173.0,77.0
8871,26.0,188.0,95.0
8872,34.0,188.0,95.0
8873,38.0,188.0,95.0
8874,21.0,217.0,110.0
8875,21.0,176.0,77.0
8876,25.0,176.0,77.0
8877,30.0,194.0,92.0
8878,34.0,194.0,92.0
8879,23.0,195.0,95.0
8880,30.0,165.0,67.0
8881,30.0,165.0,67.0
8882,23.0,182.0,74.0
8883,23.0,182.0,74.0
8884,31.0,182.0,74.0
8885,26.0,188.0,87.0
8886,34.0,188.0,87.0
8887,19.0,168.0,54.0
8888,22.0,162.0,60.0
8889,15.0,171.0,65.0
8890,19.0,171.0,65.0
8891,19.0,171.0,65.0
8892,19.0,171.0,65.0
8893,19.0,171.0,65.0
8894,23.0,171.0,65.0
8895,18.0,170.0,66.0
8896,18.0,170.0,66.0
8897,18.0,170.0,66.0
8898,18.0,173.0,65.0
8899,25.0,188.0,80.0
8900,24.0,158.0,51.0
8901,21.0,170.0,64.0
8902,21.0,170.0,64.0
8903,21.0,170.0,64.0
8904,20.0,164.0,56.0
8905,17.0,178.0,70.0
8906,20.0,162.0,53.0
8907,20.0,162.0,53.0
8908,24.0,162.0,53.0
8909,21.0,181.0,64.0
8910,24.0,181.0,64.0
8911,21.0,163.0,52.0
8912,21.0,163.0,52.0
8913,24.0,180.0,69.5
8914,24.0,180.0,69.5
8915,25.0,179.0,76.0
8916,29.0,179.0,76.0
8917,33.0,179.0,76.0
8918,26.0,177.0,97.0
8919,24.0,186.0,103.0
8920,25.0,178.0,70.0
8921,29.0,191.0,82.0
8922,20.0,168.0,55.0
8923,24.0,189.0,85.0
8924,29.0,180.0,110.0
8925,37.0,180.0,110.0
8926,28.0,191.0,91.0
8927,26.0,177.0,65.0
8928,26.0,177.0,65.0
8929,30.0,177.0,65.0
8930,30.0,177.0,65.0
8931,23.0,183.0,96.0
8932,23.0,208.0,94.0
8933,30.0,172.0,65.0
8934,20.0,192.0,80.0
8935,24.0,192.0,80.0
8936,32.0,192.0,80.0
8937,17.0,173.0,60.0
8938,17.0,173.0,60.0
8939,29.0,173.0,60.0
8940,25.0,174.0,59.0
8941,20.0,184.0,72.0
8942,20.0,184.0,72.0
8943,20.0,184.0,72.0
8944,28.0,184.0,72.0
8945,20.0,177.0,79.0
8946,24.0,177.0,79.0
8947,24.0,177.0,79.0
8948,25.0,180.0,86.0
8949,26.0,171.0,70.0
8950,24.0,178.0,66.0
8951,29.0,171.0,59.0
8952,33.0,171.0,59.0
8953,22.0,180.0,72.0
8954,14.0,165.0,59.0
8955,28.0,180.0,85.0
8956,25.0,178.0,66.0
8957,20.0,161.0,58.0
8958,38.0,181.0,94.0
8959,50.0,181.0,94.0
8960,59.0,181.0,94.0
8961,19.0,174.0,86.0
8962,23.0,174.0,86.0
8963,27.0,174.0,86.0
8964,31.0,174.0,86.0
8965,31.0,174.0,86.0
8966,17.0,160.0,43.0
8967,24.0,185.0,86.0
8968,28.0,185.0,86.0
8969,32.0,185.0,86.0
8970,24.0,170.0,64.0
8971,17.0,183.0,77.0
8972,17.0,183.0,77.0
8973,21.0,183.0,77.0
8974,25.0,168.0,75.0
8975,21.0,170.0,74.0
8976,24.0,195.0,85.0
8977,28.0,195.0,85.0
8978,23.0,188.0,77.0
8979,27.0,188.0,77.0
8980,31.0,188.0,77.0
8981,19.0,185.0,62.0
8982,22.0,171.0,68.0
8983,26.0,171.0,68.0
8984,22.0,188.0,94.0
8985,26.0,188.0,94.0
8986,23.0,175.0,74.0
8987,19.0,171.0,56.0
8988,19.0,171.0,56.0
8989,23.0,201.0,100.0
8990,29.0,178.0,67.0
8991,20.0,171.0,71.0
8992,28.0,171.0,71.0
8993,26.0,188.0,79.0
8994,23.0,167.0,67.0
8995,27.0,167.0,67.0
8996,27.0,167.0,67.0
8997,19.0,172.0,66.0
8998,23.0,172.0,66.0
8999,29.0,163.0,52.0
9000,23.0,193.0,98.0
9001,22.0,180.0,82.0
9002,17.0,175.0,68.0
9003,17.0,175.0,68.0
9004,17.0,175.0,68.0
9005,21.0,175.0,68.0
9006,21.0,175.0,68.0
9007,18.0,165.0,47.0
9008,22.0,165.0,47.0
9009,31.0,160.0,55.0
9010,29.0,189.0,85.0
9011,33.0,189.0,85.0
9012,15.0,167.0,58.0
9013,15.0,167.0,58.0
9014,19.0,167.0,58.0
9015,19.0,167.0,58.0
9016,22.0,187.0,82.0
9017,24.0,166.0,68.0
9018,58.0,156.0,56.0
9019,22.0,184.0,76.0
9020,37.0,175.0,70.0
9021,17.0,188.0,84.0
9022,23.0,177.0,65.0
9023,31.0,179.0,70.0
9024,23.0,167.0,64.0
9025,25.0,170.0,72.0
9026,25.0,170.0,72.0
9027,25.0,170.0,72.0
9028,19.0,170.0,55.0
9029,19.0,170.0,55.0
9030,23.0,180.0,73.0
9031,23.0,180.0,73.0
9032,28.0,182.0,82.0
9033,21.0,172.0,72.0
9034,29.0,172.0,72.0
9035,24.0,160.0,65.0
9036,24.0,195.0,84.0
9037,24.0,195.0,84.0
9038,28.0,195.0,84.0
9039,17.0,151.0,45.0
9040,17.0,151.0,45.0
9041,17.0,151.0,45.0
9042,25.0,151.0,45.0
9043,25.0,151.0,45.0
9044,23.0,184.0,68.0
9045,27.0,184.0,68.0
9046,27.0,184.0,68.0
9047,31.0,184.0,68.0
9048,35.0,184.0,68.0
9049,29.0,194.0,97.0
9050,33.0,194.0,97.0
9051,27.0,159.0,56.0
9052,23.0,175.0,87.0
9053,31.0,175.0,87.0
9054,35.0,175.0,87.0
9055,27.0,168.0,58.0
9056,29.0,174.0,61.0
9057,47.0,167.0,82.0
9058,26.0,177.0,70.0
9059,23.0,165.0,48.0
9060,29.0,165.0,70.0
