,Age,Height,Weight,Anomalies
15549,21.0,169.0,63.0,1
15550,23.0,185.0,68.0,1
15551,27.0,185.0,68.0,1
15552,26.0,171.0,61.0,1
15553,35.0,177.0,95.0,1
15554,22.0,193.0,79.0,1
15555,17.0,153.0,50.0,-1
15556,17.0,153.0,50.0,-1
15557,17.0,153.0,50.0,-1
15558,20.0,172.0,58.0,1
15559,21.0,155.0,50.0,-1
15560,27.0,176.0,60.0,1
15561,29.0,187.0,87.0,1
15562,20.0,186.0,103.0,1
15563,24.0,186.0,103.0,1
15564,28.0,186.0,103.0,1
15565,33.0,186.0,103.0,1
15566,36.0,186.0,103.0,-1
15567,40.0,186.0,103.0,-1
15568,18.0,173.0,54.0,1
15569,22.0,173.0,54.0,1
15570,25.0,166.0,55.0,1
15571,25.0,166.0,55.0,1
15572,41.0,184.0,74.0,-1
15573,30.0,170.0,58.0,1
15574,34.0,170.0,58.0,1
15575,24.0,184.0,78.0,1
15576,29.0,184.0,78.0,1
15577,21.0,189.0,90.0,1
15578,22.0,175.0,79.0,1
15579,21.0,175.0,79.0,1
15580,25.0,175.0,79.0,1
15581,20.0,160.0,49.0,1
15582,20.0,160.0,49.0,1
15583,20.0,160.0,49.0,1
15584,21.0,160.0,57.0,1
15585,22.0,186.0,77.0,1
15586,22.0,186.0,77.0,1
15587,22.0,193.0,118.0,-1
15588,26.0,193.0,118.0,-1
15589,26.0,193.0,89.0,1
15590,21.0,186.0,79.0,1
15591,34.0,180.0,70.0,1
15592,35.0,172.0,65.0,1
15593,24.0,184.0,69.0,1
15594,24.0,181.0,77.0,1
15595,24.0,181.0,77.0,1
15596,24.0,181.0,77.0,1
15597,28.0,181.0,77.0,1
15598,32.0,181.0,77.0,1
15599,32.0,181.0,77.0,1
15600,22.0,184.0,89.0,1
15601,26.0,184.0,89.0,1
15602,30.0,184.0,89.0,1
15603,30.0,184.0,89.0,1
15604,26.0,169.0,56.0,1
15605,26.0,169.0,56.0,1
15606,25.0,175.0,58.0,1
15607,29.0,175.0,58.0,1
15608,19.0,164.0,50.0,1
15609,19.0,164.0,50.0,1
15610,19.0,164.0,50.0,1
15611,19.0,164.0,50.0,1
15612,25.0,175.0,72.0,1
15613,29.0,175.0,72.0,1
15614,17.0,177.0,60.0,1
15615,23.0,187.0,75.0,1
15616,26.0,163.0,53.0,1
15617,20.0,190.0,72.0,1
15618,23.0,190.0,72.0,1
15619,27.0,190.0,72.0,1
15620,27.0,190.0,72.0,1
15621,23.0,190.0,92.0,1
15622,27.0,190.0,92.0,1
15623,26.0,171.0,67.0,1
15624,24.0,215.0,108.0,-1
15625,31.0,173.0,70.0,1
15626,21.0,182.0,88.0,1
15627,21.0,182.0,88.0,1
15628,21.0,182.0,88.0,1
15629,37.0,180.0,97.0,-1
15630,23.0,198.0,98.0,1
15631,28.0,188.0,88.0,1
15632,29.0,164.0,68.0,1
15633,20.0,164.0,63.0,1
15634,25.0,191.0,88.0,1
15635,29.0,180.0,74.0,1
15636,33.0,180.0,74.0,1
15637,27.0,186.0,80.0,1
15638,25.0,183.0,80.0,1
15639,23.0,172.0,69.0,1
15640,24.0,188.0,77.0,1
15641,20.0,167.0,72.0,1
15642,24.0,167.0,72.0,1
15643,19.0,188.0,86.0,1
15644,19.0,188.0,86.0,1
15645,23.0,188.0,86.0,1
15646,23.0,188.0,86.0,1
15647,23.0,188.0,86.0,1
15648,27.0,188.0,86.0,1
15649,27.0,188.0,86.0,1
15650,35.0,188.0,86.0,1
15651,21.0,146.0,48.0,-1
15652,23.0,170.0,74.0,1
15653,26.0,185.0,69.0,1
15654,24.0,181.0,77.0,1
15655,28.0,181.0,77.0,1
15656,21.0,178.0,65.0,1
15657,28.0,178.0,69.0,1
15658,32.0,178.0,69.0,1
15659,21.0,170.0,68.0,1
15660,20.0,169.0,59.0,1
15661,20.0,169.0,59.0,1
15662,20.0,169.0,59.0,1
15663,20.0,169.0,59.0,1
15664,24.0,169.0,59.0,1
15665,24.0,169.0,59.0,1
15666,24.0,169.0,59.0,1
15667,24.0,169.0,59.0,1
15668,28.0,169.0,59.0,1
15669,28.0,169.0,59.0,1
15670,28.0,169.0,59.0,1
15671,28.0,169.0,59.0,1
15672,25.0,186.0,77.0,1
15673,23.0,184.0,78.0,1
15674,24.0,168.0,58.0,1
15675,24.0,168.0,58.0,1
15676,35.0,180.0,70.0,1
15677,35.0,180.0,70.0,1
15678,21.0,177.0,78.0,1
15679,37.0,180.0,72.0,1
15680,20.0,182.0,67.0,1
15681,20.0,182.0,67.0,1
15682,22.0,177.0,72.0,1
15683,22.0,177.0,72.0,1
15684,26.0,177.0,72.0,1
15685,18.0,163.0,59.0,1
15686,27.0,173.0,63.0,1
15687,27.0,196.0,100.0,1
15688,31.0,196.0,100.0,1
15689,24.0,168.0,59.0,1
15690,20.0,163.0,58.0,1
15691,20.0,163.0,58.0,1
15692,24.0,163.0,58.0,1
15693,24.0,163.0,58.0,1
15694,24.0,163.0,58.0,1
15695,28.0,163.0,58.0,1
15696,28.0,163.0,58.0,1
15697,35.0,172.0,84.0,1
15698,39.0,172.0,84.0,-1
15699,15.0,165.0,62.0,-1
15700,25.0,182.0,71.0,1
15701,27.0,184.0,72.0,1
15702,31.0,184.0,72.0,1
15703,24.0,196.0,92.0,1
15704,27.0,185.0,84.0,1
15705,22.0,193.0,95.0,1
15706,30.0,193.0,95.0,1
15707,24.0,177.0,68.0,1
15708,33.0,185.0,100.0,1
15709,29.0,180.0,77.0,1
15710,31.0,168.0,75.0,1
15711,35.0,168.0,75.0,1
15712,27.0,180.0,78.0,1
15713,26.0,170.0,54.0,1
15714,25.0,187.0,87.0,1
15715,31.0,175.0,64.0,1
15716,24.0,180.0,71.0,1
15717,24.0,180.0,71.0,1
15718,32.0,180.0,71.0,1
15719,32.0,180.0,71.0,1
15720,36.0,180.0,71.0,1
15721,22.0,185.0,90.0,1
15722,26.0,185.0,90.0,1
15723,30.0,185.0,90.0,1
15724,17.0,196.0,74.0,-1
15725,17.0,196.0,74.0,-1
15726,21.0,196.0,74.0,1
15727,21.0,196.0,74.0,1
15728,25.0,196.0,74.0,1
15729,25.0,196.0,74.0,1
15730,29.0,196.0,74.0,1
15731,33.0,196.0,74.0,1
15732,30.0,181.0,76.0,1
15733,22.0,189.0,83.0,1
15734,23.0,185.0,78.0,1
15735,25.0,170.0,92.0,1
15736,22.0,202.0,95.0,-1
15737,34.0,202.0,95.0,-1
15738,22.0,210.0,105.0,-1
15739,20.0,190.0,73.0,1
15740,22.0,172.0,70.0,1
15741,21.0,175.0,65.0,1
15742,25.0,186.0,60.0,1
15743,21.0,195.0,99.0,1
15744,22.0,196.0,102.0,-1
15745,22.0,172.0,56.0,1
15746,23.0,178.0,83.0,1
15747,27.0,178.0,83.0,1
15748,26.0,167.0,67.0,1
15749,21.0,157.0,50.0,1
15750,25.0,157.0,50.0,1
15751,25.0,157.0,50.0,1
15752,25.0,157.0,50.0,1
15753,29.0,178.0,69.0,1
15754,29.0,178.0,69.0,1
15755,17.0,170.0,75.0,1
15756,17.0,170.0,75.0,1
15757,22.0,170.0,75.0,1
15758,22.0,170.0,75.0,1
15759,25.0,170.0,75.0,1
15760,25.0,170.0,75.0,1
15761,33.0,170.0,75.0,1
15762,33.0,170.0,75.0,1
15763,25.0,177.0,72.0,1
15764,25.0,177.0,72.0,1
15765,25.0,175.0,58.0,1
15766,28.0,191.0,89.0,1
15767,22.0,172.0,78.0,1
15768,20.0,155.0,63.0,-1
15769,17.0,168.0,61.0,1
15770,21.0,188.0,90.0,1
15771,25.0,188.0,90.0,1
15772,29.0,188.0,90.0,1
15773,21.0,194.0,93.0,1
15774,25.0,194.0,93.0,1
15775,24.0,175.0,53.0,1
15776,29.0,175.0,73.0,1
15777,26.0,162.0,63.0,1
15778,33.0,172.0,64.0,1
15779,19.0,190.0,95.0,1
15780,18.0,174.0,63.0,1
15781,18.0,174.0,63.0,1
15782,18.0,174.0,63.0,1
15783,35.0,183.0,70.0,1
15784,26.0,170.0,87.0,1
15785,30.0,170.0,87.0,1
15786,34.0,170.0,87.0,1
15787,24.0,172.0,55.0,1
15788,23.0,164.0,51.0,1
15789,31.0,164.0,51.0,1
15790,27.0,172.0,67.0,1
15791,35.0,172.0,67.0,1
15792,25.0,172.0,67.0,1
15793,25.0,172.0,67.0,1
15794,21.0,175.0,98.0,-1
15795,29.0,175.0,98.0,1
15796,23.0,184.0,85.0,1
15797,26.0,183.0,120.0,-1
15798,30.0,183.0,120.0,-1
15799,21.0,177.0,76.0,1
15800,22.0,180.0,78.0,1
15801,23.0,187.0,80.0,1
15802,17.0,164.0,47.0,-1
15803,22.0,176.0,64.0,1
15804,22.0,176.0,64.0,1
15805,34.0,176.0,64.0,1
15806,25.0,167.0,67.0,1
15807,25.0,167.0,67.0,1
15808,24.0,159.0,60.0,1
15809,24.0,159.0,60.0,1
15810,24.0,159.0,60.0,1
15811,25.0,169.0,60.0,1
15812,22.0,189.0,83.0,1
15813,19.0,186.0,90.0,1
15814,23.0,186.0,90.0,1
15815,21.0,159.0,69.0,1
15816,24.0,171.0,59.0,1
15817,32.0,171.0,59.0,1
15818,26.0,178.0,71.0,1
15819,32.0,185.0,79.0,1
15820,30.0,162.0,56.0,1
15821,25.0,180.0,79.0,1
15822,19.0,183.0,86.0,1
15823,22.0,200.0,93.0,1
15824,22.0,200.0,93.0,1
15825,24.0,198.0,95.0,1
15826,21.0,160.0,54.0,1
15827,26.0,191.0,95.0,1
15828,28.0,167.0,73.0,1
15829,21.0,185.0,84.0,1
15830,21.0,185.0,84.0,1
15831,22.0,191.0,92.0,1
15832,32.0,170.0,57.0,1
15833,18.0,183.0,69.0,1
15834,18.0,183.0,69.0,1
15835,18.0,183.0,69.0,1
15836,22.0,183.0,69.0,1
15837,22.0,183.0,69.0,1
15838,22.0,183.0,69.0,1
15839,24.0,170.0,71.0,1
15840,22.0,188.0,81.0,1
15841,23.0,170.0,58.0,1
15842,19.0,174.0,80.0,1
15843,23.0,174.0,80.0,1
15844,16.0,162.0,52.0,-1
15845,16.0,162.0,52.0,-1
15846,16.0,162.0,52.0,-1
15847,26.0,174.0,83.0,1
15848,26.0,178.0,67.0,1
15849,25.0,175.0,73.0,1
15850,24.0,180.0,63.0,1
15851,28.0,180.0,63.0,1
15852,28.0,180.0,63.0,1
15853,32.0,180.0,63.0,1
15854,36.0,180.0,63.0,1
15855,22.0,179.0,75.0,1
15856,33.0,180.0,86.0,1
15857,25.0,178.0,58.0,1
15858,29.0,171.0,78.0,1
15859,28.0,183.0,67.0,1
15860,17.0,168.0,57.0,1
15861,17.0,168.0,57.0,1
15862,17.0,168.0,57.0,1
15863,21.0,168.0,57.0,1
15864,25.0,168.0,57.0,1
15865,31.0,180.0,79.0,1
15866,35.0,182.0,82.0,1
15867,26.0,160.0,60.0,1
15868,30.0,160.0,60.0,1
15869,24.0,193.0,84.0,1
15870,17.0,160.0,57.0,1
15871,17.0,160.0,57.0,1
15872,21.0,160.0,57.0,1
15873,25.0,160.0,57.0,1
15874,23.0,181.0,66.0,1
15875,27.0,181.0,66.0,1
15876,26.0,186.0,85.0,1
15877,30.0,186.0,85.0,1
15878,22.0,190.0,80.0,1
15879,20.0,177.0,72.0,1
15880,17.0,170.0,78.0,1
15881,15.0,176.0,95.0,-1
15882,19.0,176.0,95.0,-1
15883,23.0,176.0,95.0,1
15884,31.0,176.0,95.0,1
15885,31.0,176.0,95.0,1
15886,35.0,176.0,95.0,1
15887,39.0,176.0,95.0,-1
15888,39.0,176.0,95.0,-1
15889,51.0,176.0,95.0,-1
15890,31.0,167.0,71.0,1
15891,21.0,182.0,81.0,1
15892,23.0,177.0,71.0,1
15893,22.0,173.0,77.0,1
15894,21.0,183.0,76.0,1
15895,27.0,201.0,107.0,-1
15896,25.0,186.0,78.0,1
15897,25.0,186.0,78.0,1
15898,31.0,172.0,98.0,1
15899,35.0,172.0,98.0,-1
15900,20.0,168.0,48.0,-1
15901,24.0,168.0,48.0,1
15902,21.0,173.0,90.0,1
15903,29.0,173.0,90.0,1
15904,31.0,178.0,69.0,1
15905,21.0,173.0,72.0,1
15906,25.0,173.0,72.0,1
15907,25.0,176.0,84.0,1
15908,16.0,176.0,57.0,-1
15909,25.0,180.0,87.0,1
15910,31.0,180.0,87.0,1
15911,35.0,180.0,87.0,1
15912,29.0,178.0,77.0,1
15913,37.0,178.0,77.0,1
15914,26.0,158.0,50.0,1
15915,26.0,158.0,50.0,1
15916,26.0,158.0,50.0,1
15917,28.0,158.0,50.0,1
15918,32.0,158.0,50.0,-1
15919,26.0,185.0,89.0,1
15920,24.0,186.0,90.0,1
15921,28.0,186.0,90.0,1
15922,36.0,186.0,90.0,1
15923,29.0,170.0,58.0,1
15924,20.0,187.0,80.0,1
15925,20.0,187.0,80.0,1
15926,21.0,185.0,77.0,1
15927,21.0,185.0,77.0,1
15928,25.0,185.0,77.0,1
15929,25.0,185.0,77.0,1
15930,25.0,185.0,77.0,1
15931,25.0,171.0,63.0,1
15932,29.0,171.0,63.0,1
15933,33.0,171.0,63.0,1
15934,33.0,171.0,63.0,1
15935,19.0,182.0,76.0,1
15936,23.0,182.0,76.0,1
15937,23.0,182.0,76.0,1
15938,23.0,182.0,76.0,1
15939,27.0,182.0,76.0,1
15940,27.0,182.0,76.0,1
15941,18.0,171.0,57.0,1
15942,18.0,171.0,57.0,1
15943,22.0,171.0,57.0,1
15944,22.0,171.0,57.0,1
15945,18.0,192.0,78.0,1
15946,20.0,179.0,65.0,1
15947,23.0,187.0,68.0,1
15948,27.0,187.0,68.0,1
15949,20.0,173.0,68.0,1
15950,24.0,174.0,70.0,1
15951,29.0,174.0,70.0,1
15952,20.0,183.0,73.0,1
15953,20.0,183.0,73.0,1
15954,24.0,183.0,73.0,1
15955,28.0,183.0,73.0,1
15956,28.0,183.0,73.0,1
15957,36.0,183.0,73.0,1
15958,14.0,162.0,50.0,-1
15959,14.0,162.0,50.0,-1
15960,14.0,162.0,50.0,-1
15961,25.0,200.0,100.0,1
15962,29.0,200.0,100.0,-1
15963,15.0,161.0,53.0,-1
15964,15.0,161.0,53.0,-1
15965,23.0,189.0,88.0,1
15966,27.0,189.0,88.0,1
15967,31.0,189.0,88.0,1
15968,35.0,189.0,88.0,1
15969,26.0,165.0,67.0,1
15970,23.0,190.0,125.0,-1
15971,26.0,193.0,76.0,1
15972,34.0,193.0,76.0,1
15973,21.0,193.0,81.0,1
15974,25.0,193.0,81.0,1
15975,29.0,193.0,81.0,1
15976,25.0,162.0,61.0,1
15977,22.0,197.0,94.0,1
15978,25.0,197.0,94.0,1
15979,29.0,197.0,94.0,1
15980,34.0,197.0,94.0,1
15981,34.0,180.0,78.0,1
15982,34.0,180.0,78.0,1
15983,31.0,178.0,68.0,1
15984,35.0,178.0,68.0,1
15985,26.0,163.0,62.0,1
15986,25.0,177.0,79.0,1
15987,40.0,177.0,79.0,-1
15988,28.0,155.0,54.0,1
15989,18.0,180.0,70.0,1
15990,23.0,156.0,56.0,1
15991,22.0,184.0,82.0,1
15992,22.0,184.0,82.0,1
15993,23.0,192.0,90.0,1
15994,28.0,168.0,63.0,1
15995,28.0,186.0,124.0,-1
15996,28.0,186.0,124.0,-1
15997,22.0,175.0,78.0,1
15998,25.0,175.0,64.0,1
15999,20.0,178.0,80.0,1
16000,20.0,178.0,80.0,1
16001,24.0,178.0,80.0,1
16002,24.0,178.0,80.0,1
16003,24.0,178.0,80.0,1
16004,28.0,178.0,80.0,1
16005,28.0,178.0,80.0,1
16006,28.0,178.0,80.0,1
16007,28.0,173.0,73.0,1
16008,21.0,188.0,80.0,1
16009,25.0,188.0,80.0,1
16010,25.0,188.0,80.0,1
16011,23.0,183.0,116.5,-1
16012,31.0,183.0,116.5,-1
16013,29.0,183.0,61.0,1
16014,29.0,183.0,61.0,1
16015,24.0,186.0,75.0,1
16016,25.0,170.0,68.0,1
16017,29.0,170.0,68.0,1
16018,28.0,178.0,74.0,1
16019,23.0,178.0,79.0,1
16020,27.0,185.0,64.0,1
16021,22.0,178.0,79.0,1
16022,21.0,185.0,74.0,1
16023,22.0,169.0,59.0,1
16024,27.0,170.0,57.0,1
16025,31.0,170.0,57.0,1
16026,19.0,167.0,56.0,1
16027,27.0,167.0,56.0,1
16028,19.0,163.0,57.0,1
16029,19.0,163.0,57.0,1
16030,21.0,208.0,106.0,-1
16031,23.0,172.0,69.0,1
16032,15.0,158.0,48.0,-1
16033,15.0,158.0,48.0,-1
16034,19.0,158.0,48.0,-1
16035,19.0,158.0,48.0,-1
16036,22.0,180.0,95.0,1
16037,26.0,180.0,95.0,1
16038,19.0,209.0,120.0,-1
16039,23.0,209.0,120.0,-1
16040,27.0,209.0,120.0,-1
16041,31.0,209.0,120.0,-1
16042,42.0,174.0,80.0,-1
16043,46.0,174.0,80.0,-1
16044,29.0,185.0,86.0,1
16045,17.0,155.0,56.0,-1
16046,28.0,183.0,75.0,1
16047,39.0,175.0,75.0,1
16048,22.0,166.0,62.0,1
16049,26.0,166.0,62.0,1
16050,27.0,184.0,76.0,1
16051,24.0,180.0,58.0,1
16052,17.0,160.0,59.0,1
16053,17.0,160.0,59.0,1
16054,25.0,190.0,89.0,1
16055,31.0,170.0,58.0,1
16056,29.0,165.0,57.0,1
16057,32.0,165.0,57.0,1
16058,34.0,185.0,84.0,1
16059,25.0,179.0,69.0,1
16060,22.0,185.0,66.0,1
16061,21.0,175.0,74.0,1
16062,28.0,185.0,81.0,1
16063,25.0,178.0,71.0,1
16064,28.0,172.0,73.0,1
16065,26.0,170.0,71.0,1
16066,23.0,188.0,135.0,-1
16067,27.0,188.0,135.0,-1
16068,39.0,180.0,83.0,1
16069,43.0,180.0,83.0,-1
16070,27.0,188.0,85.0,1
16071,25.0,189.0,91.0,1
16072,28.0,178.0,60.0,1
16073,28.0,178.0,60.0,1
16074,21.0,187.0,91.0,1
16075,26.0,169.0,60.0,1
16076,30.0,169.0,60.0,1
16077,30.0,169.0,60.0,1
16078,23.0,190.0,89.0,1
16079,23.0,190.0,89.0,1
16080,20.0,196.0,82.0,1
16081,24.0,196.0,82.0,1
16082,28.0,196.0,82.0,1
16083,27.0,180.0,69.0,1
16084,31.0,180.0,69.0,1
16085,24.0,185.0,84.0,1
16086,27.0,174.0,62.0,1
16087,22.0,179.0,78.0,1
16088,26.0,185.0,73.0,1
16089,30.0,185.0,73.0,1
16090,34.0,185.0,73.0,1
16091,21.0,163.0,61.0,1
16092,23.0,175.0,78.0,1
16093,23.0,178.0,82.0,1
16094,27.0,178.0,82.0,1
16095,22.0,177.0,130.0,-1
16096,26.0,168.0,64.0,1
16097,29.0,188.0,73.0,1
16098,31.0,178.0,75.0,1
16099,27.0,178.0,65.0,1
16100,24.0,175.0,77.0,1
16101,29.0,175.0,77.0,1
16102,33.0,175.0,77.0,1
16103,33.0,175.0,77.0,1
16104,28.0,161.0,51.0,1
16105,27.0,175.0,63.0,1
16106,31.0,172.0,68.0,1
16107,20.0,178.0,65.0,1
16108,19.0,176.0,75.0,1
16109,22.0,180.0,79.0,1
16110,26.0,164.0,50.0,1
16111,30.0,164.0,50.0,1
16112,25.0,195.0,93.0,1
16113,29.0,195.0,93.0,1
16114,23.0,193.0,84.0,1
16115,21.0,167.0,64.0,1
16116,20.0,169.0,53.0,1
16117,22.0,185.0,80.0,1
16118,26.0,193.0,90.0,1
16119,27.0,176.0,66.0,1
16120,31.0,176.0,66.0,1
16121,19.0,172.0,52.0,1
16122,29.0,184.0,85.0,1
16123,34.0,191.0,90.0,1
16124,16.0,190.0,75.0,-1
16125,16.0,190.0,75.0,-1
16126,23.0,185.0,89.0,1
16127,16.0,169.0,58.0,1
16128,16.0,169.0,58.0,1
16129,25.0,186.0,85.0,1
16130,32.0,186.0,85.0,1
16131,37.0,186.0,85.0,1
16132,20.0,185.0,79.0,1
16133,21.0,187.0,82.0,1
16134,21.0,187.0,82.0,1
16135,25.0,187.0,82.0,1
16136,29.0,187.0,82.0,1
16137,18.0,168.0,53.0,1
16138,22.0,168.0,53.0,1
16139,22.0,180.0,83.0,1
16140,25.0,180.0,83.0,1
16141,28.0,180.0,83.0,1
16142,21.0,167.0,48.0,1
16143,25.0,167.0,48.0,1
16144,29.0,167.0,48.0,1
16145,22.0,195.0,98.0,1
16146,26.0,195.0,98.0,1
16147,22.0,183.0,86.0,1
16148,26.0,183.0,86.0,1
16149,30.0,183.0,86.0,1
16150,27.0,174.0,72.0,1
16151,35.0,174.0,72.0,1
16152,31.0,178.0,77.0,1
16153,31.0,182.0,66.0,1
16154,32.0,178.0,70.0,1
16155,20.0,183.0,83.0,1
16156,25.0,185.0,75.0,1
16157,21.0,165.0,56.0,1
16158,21.0,185.0,84.0,1
16159,21.0,199.0,110.0,-1
16160,21.0,171.0,71.0,1
16161,32.0,168.0,62.0,1
16162,36.0,168.0,62.0,1
16163,40.0,168.0,62.0,1
16164,23.0,185.0,88.0,1
16165,20.0,190.0,82.0,1
16166,18.0,163.0,65.0,1
16167,18.0,163.0,65.0,1
16168,18.0,163.0,65.0,1
16169,22.0,163.0,65.0,1
16170,22.0,163.0,65.0,1
16171,26.0,163.0,65.0,1
16172,26.0,163.0,65.0,1
16173,26.0,163.0,65.0,1
16174,30.0,163.0,65.0,1
16175,30.0,163.0,65.0,1
16176,27.0,188.0,103.0,1
16177,25.0,174.0,58.0,1
16178,29.0,174.0,58.0,1
16179,33.0,174.0,58.0,1
16180,21.0,170.0,60.0,1
16181,25.0,170.0,60.0,1
16182,19.0,172.0,70.0,1
16183,31.0,180.0,76.0,1
16184,34.0,180.0,64.0,1
16185,22.0,200.0,92.0,1
16186,27.0,179.0,61.0,1
16187,22.0,192.0,92.0,1
16188,24.0,188.0,85.0,1
16189,28.0,188.0,85.0,1
16190,26.0,171.0,64.0,1
16191,20.0,181.0,69.0,1
16192,18.0,198.0,91.0,-1
16193,23.0,184.0,65.0,1
16194,28.0,184.0,65.0,1
16195,31.0,184.0,65.0,1
16196,19.0,173.0,71.0,1
16197,21.0,173.0,71.0,1
16198,29.0,173.0,71.0,1
16199,23.0,204.0,90.0,-1
16200,23.0,204.0,90.0,-1
16201,17.0,150.0,44.0,-1
16202,21.0,150.0,44.0,-1
16203,23.0,150.0,44.0,-1
16204,25.0,182.0,80.0,1
16205,23.0,185.0,100.0,1
16206,27.0,185.0,100.0,1
16207,23.0,180.0,99.0,1
16208,26.0,180.0,99.0,1
16209,23.0,176.0,94.0,1
16210,27.0,176.0,94.0,1
16211,26.0,170.0,68.0,1
16212,26.0,170.0,68.0,1
16213,24.0,182.0,70.0,1
16214,28.0,182.0,70.0,1
16215,23.0,180.0,72.0,1
16216,21.0,181.0,68.0,1
16217,18.0,179.0,73.0,1
16218,21.0,186.0,89.0,1
16219,21.0,186.0,89.0,1
16220,31.0,175.0,75.0,1
16221,20.0,185.0,77.0,1
16222,24.0,202.0,88.0,1
16223,24.0,201.0,87.0,1
16224,25.0,176.0,90.0,1
16225,29.0,176.0,90.0,1
16226,24.0,172.0,65.0,1
16227,24.0,172.0,65.0,1
16228,36.0,172.0,65.0,1
16229,36.0,172.0,65.0,1
16230,29.0,173.0,75.0,1
16231,33.0,173.0,75.0,1
16232,21.0,172.0,73.0,1
16233,34.0,183.0,75.0,1
16234,19.0,177.0,64.0,1
16235,23.0,177.0,64.0,1
16236,23.0,177.0,64.0,1
16237,27.0,177.0,64.0,1
16238,27.0,177.0,64.0,1
16239,26.0,175.0,69.0,1
16240,24.0,177.0,80.0,1
16241,28.0,177.0,80.0,1
16242,28.0,177.0,80.0,1
16243,22.0,192.0,83.0,1
16244,24.0,196.0,93.0,1
16245,26.0,171.0,65.0,1
16246,24.0,196.0,148.0,-1
16247,21.0,170.0,68.0,1
16248,21.0,170.0,68.0,1
16249,36.0,178.0,128.0,-1
16250,40.0,178.0,128.0,-1
16251,22.0,202.0,104.0,-1
16252,26.0,202.0,104.0,-1
16253,20.0,186.0,81.0,1
16254,20.0,186.0,81.0,1
16255,21.0,180.0,68.0,1
16256,24.0,186.0,92.0,1
16257,21.0,187.0,90.0,1
16258,25.0,187.0,90.0,1
16259,25.0,197.0,85.0,1
16260,42.0,179.0,83.0,-1
16261,46.0,179.0,83.0,-1
16262,26.0,183.0,64.0,1
16263,23.0,192.0,86.0,1
16264,23.0,192.0,86.0,1
16265,27.0,192.0,86.0,1
16266,21.0,180.0,69.0,1
16267,21.0,180.0,69.0,1
16268,19.0,174.0,65.0,1
16269,23.0,174.0,65.0,1
16270,35.0,174.0,65.0,1
16271,28.0,185.0,84.0,1
16272,18.0,173.0,59.0,1
16273,18.0,173.0,59.0,1
16274,24.0,174.0,79.0,1
16275,28.0,174.0,79.0,1
16276,28.0,174.0,79.0,1
16277,26.0,170.0,67.0,1
16278,49.0,174.0,65.0,-1
16279,53.0,174.0,65.0,-1
16280,57.0,174.0,65.0,-1
16281,21.0,181.0,83.0,1
16282,25.0,178.0,82.0,1
16283,25.0,178.0,82.0,1
16284,24.0,199.0,88.0,1
16285,28.0,199.0,88.0,1
16286,30.0,174.0,64.0,1
16287,22.0,168.0,72.0,1
16288,35.0,168.0,72.0,1
16289,24.0,173.0,63.0,1
16290,36.0,173.0,63.0,1
16291,25.0,160.0,49.0,1
16292,29.0,160.0,49.0,1
16293,25.0,163.0,62.0,1
16294,25.0,163.0,62.0,1
16295,25.0,163.0,62.0,1
16296,27.0,173.0,68.0,1
16297,25.0,163.0,45.0,1
16298,24.0,176.0,80.0,1
16299,35.0,178.0,65.0,1
16300,30.0,167.0,70.0,1
16301,30.0,167.0,70.0,1
16302,34.0,167.0,70.0,1
16303,26.0,164.0,58.0,1
16304,23.0,203.0,90.0,-1
16305,27.0,203.0,90.0,1
16306,29.0,182.0,70.0,1
16307,29.0,182.0,70.0,1
16308,22.0,183.0,75.0,1
16309,24.0,186.0,93.0,1
16310,28.0,204.0,108.0,-1
16311,19.0,161.0,50.0,1
16312,19.0,161.0,50.0,1
16313,19.0,161.0,50.0,1
16314,22.0,185.0,78.0,1
16315,27.0,175.0,70.0,1
16316,22.0,177.0,53.0,1
16317,26.0,177.0,53.0,1
16318,26.0,177.0,53.0,1
16319,26.0,177.0,53.0,1
16320,26.0,171.0,70.0,1
16321,26.0,188.0,85.0,1
16322,18.0,159.0,51.0,1
16323,42.0,177.0,65.0,-1
16324,20.0,175.0,63.0,1
16325,26.0,201.0,116.0,-1
16326,29.0,180.0,77.0,1
16327,29.0,177.0,71.0,1
16328,29.0,177.0,71.0,1
16329,33.0,177.0,71.0,1
16330,33.0,177.0,71.0,1
16331,37.0,177.0,71.0,1
16332,41.0,177.0,71.0,-1
16333,22.0,177.0,72.0,1
16334,22.0,155.0,56.0,1
16335,22.0,180.0,74.0,1
16336,28.0,176.0,65.0,1
16337,29.0,177.0,72.0,1
16338,33.0,177.0,72.0,1
16339,37.0,177.0,72.0,1
16340,27.0,175.0,68.0,1
16341,35.0,175.0,61.0,1
16342,35.0,175.0,61.0,1
16343,20.0,174.0,51.0,1
16344,25.0,196.0,107.0,1
16345,26.0,181.0,79.0,1
16346,24.0,176.0,60.0,1
16347,26.0,176.0,60.0,1
16348,26.0,176.0,60.0,1
16349,30.0,176.0,60.0,1
16350,37.0,175.0,73.0,1
16351,37.0,175.0,73.0,1
16352,49.0,175.0,73.0,-1
16353,49.0,175.0,73.0,-1
16354,20.0,166.0,64.0,1
16355,24.0,166.0,64.0,1
16356,24.0,178.0,77.0,1
16357,19.0,200.0,95.0,-1
16358,19.0,200.0,95.0,-1
16359,27.0,200.0,95.0,1
16360,19.0,180.0,73.0,1
16361,21.0,183.0,83.0,1
16362,21.0,183.0,83.0,1
16363,21.0,183.0,83.0,1
16364,23.0,195.0,92.0,1
16365,25.0,167.0,63.0,1
