,Age,Height,Weight,Anomalies
40791,28.0,189.0,103.0,1
40792,21.0,196.0,120.0,-1
40793,25.0,196.0,120.0,-1
40794,25.0,176.0,98.0,1
40795,28.0,189.0,81.0,1
40796,28.0,189.0,81.0,1
40797,22.0,193.0,91.0,1
40798,16.0,170.0,66.0,1
40799,32.0,187.0,72.0,1
40800,20.0,174.0,76.0,1
40801,24.0,174.0,76.0,1
40802,24.0,174.0,76.0,1
40803,28.0,174.0,76.0,1
40804,28.0,174.0,76.0,1
40805,19.0,178.0,60.0,1
40806,19.0,178.0,60.0,1
40807,30.0,175.0,59.0,1
40808,34.0,175.0,59.0,1
40809,31.0,179.0,80.0,1
40810,31.0,179.0,80.0,1
40811,18.0,166.0,54.0,1
40812,26.0,183.0,83.0,1
40813,21.0,191.0,105.0,1
40814,29.0,190.0,86.0,1
40815,26.0,187.0,78.0,1
40816,35.0,184.0,88.0,1
40817,24.0,186.0,74.0,1
40818,27.0,189.0,85.0,1
40819,28.0,185.0,58.0,1
40820,24.0,156.0,45.0,-1
40821,32.0,156.0,45.0,-1
40822,36.0,156.0,45.0,-1
40823,17.0,160.0,55.0,1
40824,32.0,178.0,150.0,-1
40825,25.0,185.0,69.0,1
40826,29.0,185.0,69.0,1
40827,30.0,152.0,53.0,-1
40828,17.0,171.0,63.0,1
40829,22.0,193.0,110.0,-1
40830,19.0,182.0,63.0,1
40831,31.0,181.0,72.0,1
40832,20.0,171.0,64.0,1
40833,34.0,181.0,84.0,1
40834,34.0,181.0,84.0,1
40835,28.0,186.0,82.0,1
40836,32.0,186.0,82.0,1
40837,20.0,175.0,60.0,1
40838,22.0,162.0,53.0,1
40839,18.0,153.0,57.0,-1
40840,47.0,195.0,88.0,-1
40841,47.0,195.0,88.0,-1
40842,21.0,190.0,176.5,-1
40843,25.0,190.0,176.5,-1
40844,25.0,183.0,92.0,1
40845,25.0,183.0,92.0,1
40846,20.0,185.0,75.0,1
40847,27.0,157.0,51.0,1
40848,31.0,157.0,51.0,1
40849,24.0,170.0,77.0,1
40850,28.0,170.0,77.0,1
40851,40.0,170.0,77.0,1
40852,30.0,174.0,60.0,1
40853,28.0,203.0,100.0,-1
40854,45.0,168.0,56.0,-1
40855,49.0,168.0,56.0,-1
40856,49.0,168.0,56.0,-1
40857,18.0,162.0,58.0,1
40858,18.0,162.0,58.0,1
40859,24.0,191.0,82.0,1
40860,27.0,169.0,62.0,1
40861,27.0,169.0,62.0,1
40862,18.0,186.0,83.0,1
40863,22.0,186.0,83.0,1
40864,22.0,186.0,83.0,1
40865,29.0,178.0,109.0,-1
40866,31.0,195.0,70.0,1
40867,26.0,174.0,71.0,1
40868,35.0,169.0,65.0,1
40869,30.0,173.0,78.0,1
40870,38.0,164.0,56.0,-1
40871,25.0,163.0,60.0,1
40872,33.0,175.0,69.0,1
40873,30.0,188.0,79.0,1
40874,28.0,168.0,64.0,1
40875,17.0,155.0,40.0,-1
40876,17.0,155.0,40.0,-1
40877,20.0,180.0,71.0,1
40878,19.0,170.0,51.0,1
40879,20.0,186.0,77.0,1
40880,29.0,173.0,56.0,1
40881,20.0,196.0,91.0,1
40882,18.0,169.0,57.0,1
40883,33.0,177.0,67.0,1
40884,21.0,181.0,61.0,1
40885,33.0,186.0,64.0,1
40886,37.0,186.0,64.0,-1
40887,27.0,179.0,71.0,1
40888,35.0,179.0,71.0,1
40889,24.0,190.0,93.0,1
40890,24.0,190.0,93.0,1
40891,34.0,190.0,93.0,1
40892,22.0,168.0,55.0,1
40893,25.0,198.0,91.0,1
40894,22.0,188.0,76.0,1
40895,18.0,184.0,85.0,1
40896,23.0,184.0,85.0,1
40897,25.0,188.0,79.0,1
40898,25.0,195.0,75.0,1
40899,29.0,195.0,75.0,1
40900,29.0,195.0,75.0,1
40901,28.0,190.0,88.0,1
40902,22.0,174.0,65.0,1
40903,19.0,180.0,87.5,1
40904,23.0,180.0,87.5,1
40905,26.0,186.0,78.0,1
40906,27.0,182.0,84.0,1
40907,22.0,197.0,97.0,1
40908,22.0,197.0,97.0,1
40909,26.0,197.0,97.0,1
40910,30.0,197.0,97.0,1
40911,30.0,162.0,52.0,1
40912,30.0,162.0,52.0,1
40913,17.0,176.0,78.0,1
40914,21.0,169.0,59.0,1
40915,25.0,169.0,59.0,1
40916,38.0,176.0,76.0,1
40917,42.0,176.0,76.0,-1
40918,29.0,182.0,90.0,1
40919,31.0,190.0,78.0,1
40920,27.0,186.0,75.0,1
40921,24.0,160.0,68.0,1
40922,24.0,195.0,91.0,1
40923,28.0,195.0,91.0,1
40924,32.0,195.0,91.0,1
40925,24.0,167.0,70.0,1
40926,28.0,181.0,83.0,1
40927,32.0,142.0,50.0,-1
40928,20.0,170.0,68.0,1
40929,24.0,192.0,80.0,1
40930,28.0,192.0,80.0,1
40931,19.0,153.0,50.0,-1
40932,27.0,186.0,80.0,1
40933,29.0,191.0,75.0,1
40934,16.0,170.0,54.0,-1
40935,43.0,187.0,110.0,-1
40936,17.0,160.0,48.0,-1
40937,26.0,179.0,67.0,1
40938,26.0,179.0,67.0,1
40939,28.0,190.0,120.0,-1
40940,43.0,169.0,66.0,-1
40941,43.0,169.0,66.0,-1
40942,33.0,172.0,67.0,1
40943,37.0,172.0,67.0,1
40944,30.0,180.0,68.0,1
40945,37.0,168.0,65.0,1
40946,22.0,195.0,80.0,1
40947,22.0,182.0,81.0,1
40948,27.0,182.0,81.0,1
40949,21.0,190.0,147.0,-1
40950,25.0,190.0,147.0,-1
40951,23.0,175.0,88.0,1
40952,27.0,175.0,88.0,1
40953,18.0,180.0,76.0,1
40954,22.0,174.0,78.0,1
40955,26.0,179.0,73.0,1
40956,24.0,173.0,91.0,1
40957,22.0,180.0,65.0,1
40958,23.0,192.0,84.0,1
40959,19.0,162.0,62.0,1
40960,23.0,157.0,60.0,1
40961,44.0,176.0,77.0,-1
40962,44.0,176.0,77.0,-1
40963,48.0,176.0,77.0,-1
40964,51.0,176.0,77.0,-1
40965,27.0,173.0,78.0,1
40966,31.0,166.0,62.0,1
40967,34.0,170.0,59.0,1
40968,23.0,196.0,81.0,1
40969,34.0,169.0,66.0,1
40970,32.0,176.0,60.0,1
40971,35.0,189.0,87.0,1
40972,19.0,206.0,90.0,-1
40973,23.0,206.0,90.0,-1
40974,28.0,206.0,90.0,-1
40975,21.0,183.0,96.0,1
40976,20.0,174.0,66.0,1
40977,20.0,164.0,68.0,1
40978,27.0,164.0,68.0,1
40979,39.0,167.0,58.0,1
40980,21.0,170.0,47.0,-1
40981,25.0,170.0,47.0,1
40982,21.0,181.0,79.0,1
40983,27.0,179.0,87.0,1
40984,27.0,179.0,87.0,1
40985,38.0,175.0,66.0,1
40986,16.0,152.0,49.0,-1
40987,36.0,162.0,54.0,1
40988,32.0,190.0,70.0,1
40989,24.0,160.0,63.0,1
40990,30.0,150.0,44.0,-1
40991,14.0,156.0,46.0,-1
40992,14.0,156.0,46.0,-1
40993,14.0,156.0,46.0,-1
40994,14.0,156.0,46.0,-1
40995,27.0,163.0,57.0,1
40996,31.0,163.0,57.0,1
40997,26.0,175.0,61.0,1
40998,20.0,165.0,49.0,1
40999,22.0,202.0,91.0,-1
41000,26.0,202.0,91.0,1
41001,30.0,202.0,91.0,1
41002,19.0,173.0,61.0,1
41003,21.0,168.0,70.0,1
41004,25.0,168.0,70.0,1
41005,32.0,194.0,88.0,1
41006,23.0,190.0,71.0,1
41007,25.0,179.0,74.0,1
41008,29.0,179.0,74.0,1
41009,21.0,172.0,75.0,1
41010,27.0,176.0,67.0,1
41011,19.0,190.0,81.0,1
41012,24.0,178.0,94.0,1
41013,28.0,178.0,94.0,1
41014,26.0,168.0,85.0,1
41015,30.0,168.0,85.0,1
41016,22.0,190.0,93.0,1
41017,17.0,163.0,54.0,1
41018,23.0,185.0,67.0,1
41019,27.0,185.0,67.0,1
41020,31.0,185.0,67.0,1
41021,22.0,210.0,115.0,-1
41022,27.0,191.0,85.0,1
41023,18.0,172.0,55.0,1
41024,18.0,172.0,55.0,1
41025,31.0,147.0,47.0,-1
41026,27.0,174.0,58.0,1
41027,18.0,159.0,57.0,1
41028,22.0,159.0,57.0,1
41029,21.0,194.0,87.0,1
41030,29.0,178.0,76.0,1
41031,25.0,205.0,102.0,-1
41032,29.0,180.0,78.0,1
41033,33.0,185.0,82.0,1
41034,22.0,174.0,56.0,1
41035,30.0,187.0,81.0,1
41036,57.0,170.0,68.0,-1
41037,27.0,163.0,50.0,1
41038,27.0,178.0,70.0,1
41039,25.0,179.0,67.0,1
41040,22.0,193.0,88.0,1
41041,26.0,193.0,88.0,1
41042,30.0,193.0,88.0,1
41043,34.0,193.0,88.0,1
41044,18.0,198.0,95.0,-1
41045,22.0,198.0,95.0,1
41046,30.0,198.0,95.0,1
41047,29.0,198.0,95.0,1
41048,24.0,182.0,64.0,1
41049,23.0,200.0,98.0,1
41050,31.0,200.0,98.0,1
41051,23.0,160.0,64.0,1
41052,28.0,160.0,64.0,1
41053,23.0,186.0,74.0,1
41054,26.0,178.0,64.0,1
41055,29.0,180.0,63.0,1
41056,25.0,180.0,62.0,1
41057,24.0,191.0,80.0,1
41058,25.0,175.0,61.0,1
41059,20.0,180.0,64.0,1
41060,18.0,192.0,74.0,1
41061,18.0,192.0,74.0,1
41062,22.0,192.0,74.0,1
41063,22.0,192.0,74.0,1
41064,27.0,176.0,67.0,1
41065,31.0,175.0,67.0,1
41066,25.0,203.0,105.0,-1
41067,27.0,165.0,63.0,1
41068,22.0,198.0,93.0,1
41069,26.0,198.0,93.0,1
41070,41.0,170.0,87.0,-1
41071,45.0,170.0,87.0,-1
41072,25.0,191.0,84.0,1
41073,19.0,188.0,89.0,1
41074,25.0,194.0,92.0,1
41075,39.0,169.0,72.0,1
41076,39.0,169.0,72.0,1
41077,39.0,169.0,72.0,1
41078,39.0,169.0,72.0,1
41079,30.0,174.0,76.0,1
41080,24.0,167.0,51.0,1
41081,28.0,175.0,76.0,1
41082,24.0,158.0,48.0,1
41083,26.0,192.0,86.0,1
41084,30.0,192.0,86.0,1
41085,20.0,171.0,45.0,-1
41086,20.0,171.0,45.0,-1
41087,20.0,171.0,45.0,-1
41088,19.0,185.0,65.0,1
41089,19.0,185.0,65.0,1
41090,23.0,188.0,73.0,1
41091,27.0,188.0,73.0,1
41092,31.0,188.0,73.0,1
41093,31.0,188.0,73.0,1
41094,27.0,169.0,64.0,1
41095,27.0,169.0,64.0,1
41096,17.0,163.0,53.0,1
41097,21.0,163.0,53.0,1
41098,25.0,169.0,55.0,1
41099,26.0,165.0,71.0,1
41100,26.0,165.0,71.0,1
41101,21.0,193.0,91.0,1
41102,37.0,161.0,53.0,-1
41103,21.0,171.0,64.0,1
41104,28.0,192.0,110.0,1
41105,18.0,165.0,53.0,1
41106,31.0,158.0,50.0,1
41107,31.0,158.0,50.0,1
41108,27.0,160.0,55.0,1
41109,22.0,177.0,78.0,1
41110,25.0,186.0,89.0,1
41111,26.0,185.0,67.0,1
41112,25.0,184.0,77.0,1
41113,29.0,184.0,77.0,1
41114,30.0,196.0,107.0,-1
41115,21.0,164.0,57.0,1
41116,27.0,184.0,71.0,1
41117,31.0,187.0,82.0,1
41118,35.0,187.0,82.0,1
41119,43.0,187.0,82.0,-1
41120,25.0,182.0,86.0,1
41121,33.0,182.0,86.0,1
41122,33.0,182.0,86.0,1
41123,37.0,182.0,86.0,1
41124,37.0,182.0,86.0,1
41125,45.0,182.0,86.0,-1
41126,45.0,182.0,86.0,-1
41127,49.0,182.0,86.0,-1
41128,24.0,186.0,81.0,1
41129,28.0,186.0,79.0,1
41130,28.0,186.0,79.0,1
41131,32.0,186.0,79.0,1
41132,32.0,186.0,79.0,1
41133,23.0,179.0,64.0,1
41134,27.0,179.0,64.0,1
41135,27.0,179.0,64.0,1
41136,24.0,203.0,114.0,-1
41137,25.0,178.0,65.0,1
41138,25.0,176.0,63.0,1
41139,24.0,178.0,74.0,1
41140,31.0,191.0,78.0,1
41141,29.0,179.0,66.0,1
41142,27.0,160.0,49.0,1
41143,31.0,160.0,49.0,1
41144,31.0,160.0,49.0,1
41145,22.0,192.0,97.0,1
41146,20.0,168.0,72.0,1
41147,20.0,168.0,72.0,1
41148,24.0,168.0,72.0,1
41149,24.0,168.0,72.0,1
41150,21.0,147.0,48.0,-1
41151,25.0,147.0,48.0,-1
41152,29.0,147.0,48.0,-1
41153,22.0,171.0,63.0,1
41154,18.0,190.0,82.0,1
41155,18.0,190.0,82.0,1
41156,26.0,180.0,79.0,1
41157,31.0,194.0,93.0,1
41158,35.0,194.0,93.0,1
41159,27.0,188.0,134.0,-1
41160,28.0,187.0,91.0,1
41161,32.0,187.0,91.0,1
41162,19.0,172.0,72.0,1
41163,25.0,185.0,86.0,1
41164,30.0,182.0,78.0,1
41165,22.0,196.0,74.0,1
41166,28.0,164.0,57.0,1
41167,27.0,165.0,53.0,1
41168,17.0,170.0,62.0,1
41169,30.0,179.0,84.0,1
41170,17.0,168.0,58.0,1
41171,17.0,168.0,58.0,1
41172,23.0,183.0,63.0,1
41173,27.0,183.0,63.0,1
41174,31.0,194.0,107.0,1
41175,36.0,203.0,108.0,-1
41176,40.0,203.0,108.0,-1
41177,23.0,186.0,66.0,1
41178,31.0,161.0,57.0,1
41179,35.0,161.0,57.0,1
41180,28.0,178.0,69.0,1
41181,31.0,180.0,79.0,1
41182,26.0,176.0,79.0,1
41183,25.0,163.0,56.0,1
41184,27.0,163.0,56.0,1
41185,27.0,163.0,56.0,1
41186,35.0,163.0,56.0,1
41187,35.0,163.0,56.0,1
41188,33.0,170.0,65.0,1
41189,37.0,170.0,65.0,1
41190,34.0,172.0,67.0,1
41191,28.0,177.0,74.0,1
41192,17.0,174.0,63.0,1
41193,17.0,174.0,63.0,1
41194,17.0,174.0,63.0,1
41195,21.0,174.0,63.0,1
41196,21.0,174.0,63.0,1
41197,21.0,203.0,100.0,-1
41198,38.0,197.0,86.0,-1
41199,32.0,184.0,74.0,1
41200,22.0,165.0,70.0,1
41201,22.0,165.0,70.0,1
41202,25.0,165.0,70.0,1
41203,25.0,165.0,70.0,1
41204,32.0,184.0,70.0,1
41205,37.0,184.0,70.0,1
41206,29.0,184.0,70.0,1
41207,21.0,191.0,80.0,1
41208,21.0,191.0,80.0,1
41209,19.0,184.0,69.0,1
41210,19.0,184.0,69.0,1
41211,31.0,186.0,82.0,1
41212,24.0,162.0,56.0,1
41213,24.0,162.0,56.0,1
41214,28.0,162.0,56.0,1
41215,26.0,212.0,115.0,-1
41216,35.0,168.0,52.0,1
41217,33.0,188.0,80.0,1
41218,18.0,163.0,69.0,1
41219,18.0,163.0,69.0,1
41220,27.0,170.0,65.0,1
41221,20.0,158.0,57.0,1
41222,24.0,155.0,45.0,-1
41223,29.0,174.0,62.0,1
41224,30.0,172.0,69.0,1
41225,33.0,173.0,69.0,1
41226,21.0,192.0,92.0,1
41227,30.0,159.0,47.0,-1
41228,24.0,164.0,50.0,1
41229,31.0,181.0,78.0,1
41230,31.0,181.0,78.0,1
41231,32.0,180.0,72.0,1
41232,32.0,175.0,65.0,1
41233,32.0,175.0,65.0,1
41234,40.0,167.0,54.0,-1
41235,29.0,174.0,73.0,1
41236,29.0,180.0,92.0,1
41237,33.0,180.0,92.0,1
41238,31.0,173.0,76.0,1
41239,35.0,173.0,76.0,1
41240,35.0,173.0,76.0,1
41241,29.0,178.0,63.0,1
41242,29.0,178.0,63.0,1
41243,45.0,178.0,63.0,-1
41244,45.0,178.0,63.0,-1
41245,28.0,179.0,67.0,1
41246,28.0,179.0,67.0,1
41247,33.0,190.0,96.0,1
41248,45.0,190.0,96.0,-1
41249,21.0,185.0,76.0,1
41250,32.0,187.0,74.0,1
41251,16.0,157.0,52.0,-1
41252,33.0,188.0,90.0,1
41253,15.0,180.0,70.0,-1
41254,15.0,180.0,70.0,-1
41255,15.0,180.0,70.0,-1
41256,15.0,180.0,70.0,-1
41257,22.0,180.0,68.0,1
41258,26.0,180.0,68.0,1
41259,22.0,162.0,60.0,1
41260,33.0,175.0,71.0,1
41261,34.0,183.0,78.0,1
41262,26.0,160.0,48.0,1
41263,35.0,167.0,52.0,1
41264,21.0,188.0,86.0,1
41265,23.0,187.0,78.0,1
41266,22.0,179.0,60.0,1
41267,26.0,162.0,53.0,1
41268,26.0,162.0,53.0,1
41269,27.0,165.0,83.0,1
41270,17.0,172.0,61.0,1
41271,19.0,178.0,79.0,1
41272,19.0,178.0,79.0,1
41273,27.0,178.0,79.0,1
41274,35.0,178.0,79.0,1
41275,24.0,183.0,64.0,1
41276,32.0,183.0,64.0,1
41277,19.0,174.0,57.0,1
41278,23.0,177.0,86.0,1
41279,26.0,182.0,87.0,1
41280,14.0,156.0,53.0,-1
41281,14.0,156.0,53.0,-1
41282,31.0,186.0,74.0,1
41283,35.0,186.0,74.0,1
41284,32.0,164.0,56.0,1
41285,36.0,164.0,56.0,1
41286,40.0,164.0,56.0,-1
41287,44.0,164.0,56.0,-1
41288,33.0,184.0,78.0,1
41289,23.0,194.0,92.0,1
41290,24.0,186.0,77.0,1
41291,22.0,191.0,145.0,-1
41292,21.0,174.0,88.0,1
41293,26.0,174.0,88.0,1
41294,26.0,174.0,88.0,1
41295,16.0,170.0,75.0,1
41296,16.0,170.0,75.0,1
41297,23.0,203.0,102.0,-1
41298,24.0,182.0,67.0,1
41299,26.0,187.0,83.0,1
41300,27.0,159.0,48.0,1
41301,30.0,183.0,84.0,1
41302,26.0,193.0,72.0,1
41303,42.0,180.0,66.0,-1
41304,50.0,180.0,66.0,-1
41305,23.0,190.0,98.0,1
41306,27.0,190.0,98.0,1
41307,31.0,190.0,98.0,1
41308,35.0,190.0,98.0,1
41309,37.0,172.0,55.0,-1
41310,35.0,166.0,52.0,1
41311,25.0,182.0,84.0,1
41312,30.0,167.0,61.0,1
41313,33.0,167.0,61.0,1
41314,24.0,176.0,90.0,1
41315,28.0,176.0,90.0,1
41316,23.0,188.0,98.0,1
41317,19.0,189.0,64.0,1
41318,42.0,163.0,57.0,-1
41319,19.0,181.0,95.0,1
41320,27.0,181.0,95.0,1
41321,31.0,181.0,95.0,1
41322,35.0,181.0,95.0,1
41323,30.0,181.0,85.0,1
41324,29.0,180.0,91.0,1
41325,33.0,180.0,91.0,1
41326,31.0,176.0,78.0,1
41327,16.0,169.0,60.0,1
41328,25.0,172.0,87.0,1
41329,28.0,187.0,87.0,1
41330,31.0,187.0,87.0,1
41331,25.0,166.0,58.0,1
41332,21.0,186.0,72.0,1
41333,22.0,195.0,79.0,1
41334,27.0,193.0,127.0,-1
41335,22.0,180.0,66.0,1
41336,29.0,174.0,53.0,1
41337,20.0,182.0,74.0,1
41338,22.0,165.0,49.0,1
41339,35.0,177.0,92.0,1
41340,35.0,177.0,92.0,1
41341,39.0,177.0,92.0,-1
41342,43.0,177.0,92.0,-1
41343,43.0,177.0,92.0,-1
41344,20.0,184.0,67.0,1
41345,23.0,165.0,63.0,1
41346,26.0,181.0,78.0,1
41347,24.0,188.0,67.0,1
41348,27.0,179.0,53.0,1
41349,26.0,155.0,68.0,1
41350,30.0,155.0,68.0,1
41351,19.0,183.0,77.0,1
41352,22.0,185.0,91.0,1
41353,17.0,171.0,51.0,1
41354,17.0,171.0,51.0,1
41355,17.0,171.0,51.0,1
41356,23.0,178.0,82.0,1
41357,23.0,180.0,92.0,1
41358,29.0,155.0,65.0,1
41359,29.0,155.0,65.0,1
41360,33.0,155.0,65.0,-1
41361,33.0,155.0,65.0,-1
41362,29.0,165.0,70.0,1
41363,23.0,180.0,88.0,1
41364,21.0,180.0,83.0,1
41365,19.0,158.0,48.0,-1
41366,19.0,158.0,48.0,-1
41367,24.0,163.0,80.0,1
41368,18.0,184.0,87.0,1
41369,22.0,184.0,87.0,1
41370,31.0,163.0,54.0,1
41371,35.0,163.0,54.0,1
41372,20.0,161.0,52.0,1
41373,24.0,161.0,52.0,1
41374,24.0,161.0,52.0,1
41375,26.0,200.0,102.0,1
41376,30.0,200.0,102.0,-1
41377,20.0,202.0,110.0,-1
41378,24.0,202.0,110.0,-1
41379,28.0,202.0,110.0,-1
41380,32.0,202.0,110.0,-1
41381,36.0,202.0,110.0,-1
41382,28.0,179.0,73.0,1
41383,23.0,187.0,79.0,1
41384,26.0,160.0,60.0,1
41385,30.0,160.0,60.0,1
41386,24.0,198.0,95.0,1
41387,20.0,172.0,49.0,-1
41388,17.0,193.0,82.0,-1
41389,23.0,162.0,48.0,1
41390,20.0,172.0,71.0,1
41391,36.0,163.0,67.0,1
41392,26.0,171.0,60.0,1
41393,35.0,173.0,65.0,1
41394,32.0,169.0,67.0,1
41395,26.0,156.0,60.0,1
41396,29.0,158.0,48.0,-1
41397,20.0,166.0,64.0,1
41398,20.0,166.0,64.0,1
41399,28.0,178.0,86.0,1
41400,29.0,190.0,78.0,1
41401,19.0,158.0,51.0,1
41402,23.0,158.0,51.0,1
41403,21.0,174.0,67.0,1
41404,44.0,170.0,88.0,-1
41405,23.0,158.0,53.0,1
41406,27.0,158.0,53.0,1
41407,27.0,157.0,52.0,1
41408,25.0,167.0,50.0,1
41409,28.0,167.0,50.0,1
41410,23.0,160.0,60.0,1
41411,18.0,171.0,63.0,1
41412,21.0,178.0,83.0,1
41413,21.0,161.0,52.0,1
41414,21.0,161.0,52.0,1
41415,27.0,180.0,80.0,1
41416,25.0,156.0,58.0,1
41417,29.0,156.0,58.0,1
41418,19.0,189.0,80.0,1
41419,15.0,170.0,77.0,-1
41420,20.0,180.0,69.0,1
41421,15.0,165.0,66.0,-1
41422,15.0,165.0,66.0,-1
41423,15.0,165.0,66.0,-1
41424,32.0,182.0,71.0,1
41425,21.0,161.0,63.0,1
41426,25.0,161.0,63.0,1
41427,29.0,161.0,63.0,1
41428,42.0,164.0,57.0,-1
41429,23.0,163.0,54.0,1
41430,21.0,181.0,85.0,1
41431,27.0,157.0,63.0,1
41432,27.0,157.0,52.0,1
41433,20.0,156.0,48.0,-1
41434,27.0,160.0,47.0,1
41435,32.0,160.0,47.0,-1
41436,35.0,160.0,47.0,-1
41437,29.0,170.0,72.0,1
41438,21.0,193.0,95.0,1
41439,30.0,168.0,66.0,1
41440,28.0,188.0,100.0,1
41441,22.0,196.0,97.0,1
41442,24.0,179.0,85.0,1
41443,35.0,164.0,64.0,1
41444,28.0,177.0,78.0,1
41445,32.0,177.0,78.0,1
41446,36.0,177.0,78.0,1
41447,36.0,177.0,78.0,1
41448,36.0,177.0,78.0,1
41449,40.0,177.0,78.0,1
41450,40.0,177.0,78.0,1
41451,44.0,177.0,78.0,-1
41452,44.0,177.0,78.0,-1
41453,44.0,177.0,78.0,-1
41454,48.0,177.0,78.0,-1
41455,48.0,177.0,78.0,-1
41456,29.0,167.0,59.0,1
41457,32.0,168.0,65.0,1
41458,31.0,183.0,80.0,1
41459,23.0,165.0,68.0,1
41460,19.0,169.0,60.0,1
41461,23.0,172.0,85.0,1
41462,27.0,172.0,85.0,1
41463,35.0,172.0,85.0,1
41464,25.0,177.0,78.0,1
41465,21.0,157.0,45.0,-1
41466,21.0,157.0,45.0,-1
41467,27.0,164.0,72.0,1
41468,23.0,176.0,65.0,1
41469,21.0,173.0,61.0,1
41470,19.0,185.0,91.0,1
41471,22.0,172.0,65.5,1
41472,30.0,180.0,69.0,1
41473,30.0,180.0,69.0,1
41474,34.0,180.0,69.0,1
41475,38.0,180.0,69.0,1
41476,38.0,180.0,69.0,1
41477,24.0,190.0,115.0,-1
41478,32.0,190.0,115.0,-1
41479,36.0,190.0,115.0,-1
41480,34.0,172.0,61.0,1
41481,19.0,194.0,108.0,-1
41482,23.0,194.0,108.0,1
41483,27.0,194.0,108.0,1
41484,39.0,194.0,108.0,-1
41485,20.0,184.0,78.0,1
41486,27.0,171.0,62.0,1
41487,30.0,188.0,86.0,1
41488,23.0,188.0,75.0,1
41489,25.0,181.0,63.0,1
41490,29.0,181.0,63.0,1
41491,28.0,176.0,76.0,1
41492,32.0,176.0,76.0,1
41493,16.0,175.0,54.0,-1
41494,32.0,169.0,64.0,1
41495,36.0,169.0,64.0,1
41496,23.0,189.0,97.0,1
41497,26.0,184.0,95.0,1
41498,22.0,185.0,98.0,1
41499,26.0,185.0,98.0,1
41500,21.0,189.0,73.0,1
41501,25.0,204.0,82.0,-1
41502,25.0,185.0,88.0,1
41503,25.0,166.0,56.0,1
41504,22.0,187.0,73.0,1
41505,26.0,187.0,73.0,1
41506,30.0,187.0,73.0,1
41507,20.0,172.0,64.0,1
41508,24.0,180.0,89.0,1
41509,19.0,198.0,107.0,-1
41510,31.0,198.0,107.0,-1
41511,26.0,176.0,67.0,1
41512,23.0,184.0,80.0,1
41513,20.0,174.0,77.0,1
41514,18.0,172.0,75.0,1
41515,46.0,165.0,60.0,-1
41516,21.0,164.0,60.0,1
41517,25.0,163.0,64.0,1
41518,19.0,178.0,66.0,1
41519,39.0,162.0,53.0,-1
41520,43.0,162.0,53.0,-1
41521,28.0,168.0,59.0,1
41522,20.0,177.0,86.0,1
41523,24.0,177.0,86.0,1
41524,32.0,177.0,86.0,1
41525,25.0,198.0,92.0,1
41526,23.0,200.0,91.0,1
41527,23.0,152.0,56.0,-1
41528,26.0,165.0,85.0,1
41529,29.0,152.0,49.0,-1
41530,37.0,175.0,75.0,1
41531,41.0,175.0,75.0,1
41532,41.0,175.0,75.0,1
41533,22.0,165.0,69.0,1
41534,19.0,191.0,93.0,1
41535,21.0,191.0,90.0,1
41536,17.0,161.0,55.0,1
41537,17.0,161.0,55.0,1
41538,17.0,161.0,55.0,1
41539,17.0,161.0,55.0,1
41540,31.0,190.0,84.0,1
41541,31.0,190.0,84.0,1
41542,35.0,190.0,84.0,1
41543,35.0,190.0,84.0,1
41544,24.0,172.0,80.0,1
41545,17.0,168.0,47.0,-1
41546,20.0,180.0,61.0,1
41547,23.0,211.0,115.0,-1
41548,37.0,165.0,55.0,-1
41549,38.0,170.0,55.0,-1
41550,42.0,170.0,55.0,-1
41551,38.0,176.0,75.0,1
41552,32.0,176.0,75.0,1
41553,32.0,188.0,82.0,1
41554,19.0,192.0,82.0,1
41555,39.0,180.0,80.0,1
41556,21.0,164.0,50.0,1
41557,31.0,170.0,51.0,1
41558,18.0,177.0,57.0,1
41559,21.0,195.0,90.0,1
41560,25.0,195.0,90.0,1
41561,29.0,195.0,90.0,1
41562,17.0,158.0,45.0,-1
41563,17.0,158.0,45.0,-1
41564,20.0,185.0,84.0,1
41565,32.0,172.0,64.0,1
41566,36.0,172.0,64.0,1
41567,36.0,172.0,64.0,1
41568,25.0,190.0,102.0,1
41569,22.0,154.0,57.0,1
41570,26.0,154.0,57.0,1
41571,35.0,185.0,74.0,1
41572,19.0,150.0,45.0,-1
41573,23.0,150.0,45.0,-1
41574,23.0,150.0,45.0,-1
41575,27.0,150.0,45.0,-1
41576,27.0,150.0,45.0,-1
41577,19.0,190.0,79.0,1
41578,23.0,190.0,79.0,1
41579,22.0,160.0,73.0,1
41580,18.0,192.0,84.0,1
41581,30.0,192.0,84.0,1
41582,20.0,183.0,81.0,1
41583,32.0,163.0,57.0,1
41584,19.0,168.0,47.0,-1
41585,23.0,168.0,47.0,1
41586,38.0,171.0,75.0,1
41587,52.0,168.0,68.0,-1
41588,19.0,179.0,83.0,1
41589,19.0,179.0,83.0,1
41590,23.0,179.0,83.0,1
41591,31.0,179.0,83.0,1
41592,31.0,179.0,83.0,1
41593,25.0,192.0,86.0,1
41594,31.0,173.0,86.0,1
41595,26.0,194.0,75.0,1
41596,31.0,176.0,83.0,1
41597,20.0,175.0,62.0,1
41598,32.0,184.0,89.0,1
41599,40.0,183.0,85.0,-1
41600,40.0,183.0,85.0,-1
41601,44.0,183.0,85.0,-1
41602,44.0,183.0,85.0,-1
41603,48.0,183.0,85.0,-1
