,index,ID,Name,Sex,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,Age,Height,Weight
2986,29456,15211,,M,Great Britain,GBR,1996 Summer,1996,Summer,Atlanta,Tennis,Tennis Men's Doubles,Silver,29.0,191.0,87.0
2987,29462,15216,,F,Australia,AUS,2012 Summer,2012,Summer,London,Diving,Diving Women's Platform,Silver,16.0,163.0,52.0
2988,29493,15227,,F,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze,36.0,168.0,59.0
2989,29514,15240,,M,Germany,GER,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze,21.0,183.0,90.0
2990,29552,15262,,M,Canada,CAN,1968 Winter,1968,Winter,Grenoble,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,25.0,180.0,79.0
2991,29553,15263,,M,Canada,CAN,1956 Winter,1956,Winter,Cortina d'Ampezzo,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,25.0,165.0,70.0
2992,29554,15264,,M,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,29.0,188.0,95.0
2993,29556,15264,,M,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,37.0,188.0,95.0
2994,29558,15266,,M,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze,22.0,187.0,84.0
2995,29559,15266,,M,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,22.0,187.0,84.0
2996,29566,15271,,M,France,FRA,1964 Summer,1964,Summer,Tokyo,Fencing,"Fencing Men's epee, Team",Bronze,30.0,169.0,62.0
2997,29569,15274,,M,France,FRA,1964 Summer,1964,Summer,Tokyo,Fencing,"Fencing Men's epee, Team",Bronze,17.0,180.0,77.0
2998,29574,15275,,M,Poland,POL,2014 Winter,2014,Winter,Sochi,Speed Skating,"Speed Skating Men's 1,500 metres",Gold,29.0,183.0,85.0
2999,29575,15275,,M,Poland,POL,2014 Winter,2014,Winter,Sochi,Speed Skating,Speed Skating Men's Team Pursuit (8 laps),Bronze,29.0,183.0,85.0
3000,29646,15301,,F,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Basketball,Basketball Women's Basketball,Bronze,23.0,186.0,80.0
3001,29647,15301,,F,Australia,AUS,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Women's Basketball,Silver,27.0,186.0,80.0
3002,29649,15303,,F,United States,USA,1976 Summer,1976,Summer,Montreal,Basketball,Basketball Women's Basketball,Silver,19.0,177.0,70.0
3003,29657,15309,,M,United States,USA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,31.0,179.0,77.0
3004,29705,15339,,M,France,FRA,1972 Summer,1972,Summer,Munich,Judo,Judo Men's Open Class,Bronze,28.0,195.0,101.0
3005,29706,15340,,F,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Basketball,Basketball Women's Basketball,Bronze,27.0,170.0,62.0
3006,29707,15340,,F,Australia,AUS,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Women's Basketball,Silver,32.0,170.0,62.0
3007,29708,15340,,F,Australia,AUS,2004 Summer,2004,Summer,Athina,Basketball,Basketball Women's Basketball,Silver,35.0,170.0,62.0
3008,29717,15344,,M,Poland,POL,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Single Sculls,Bronze,29.0,187.0,92.0
3009,29729,15350,,M,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Men's Team All-Around,Silver,22.0,171.0,65.0
3010,29761,15361,,M,Great Britain,GBR,1976 Summer,1976,Summer,Montreal,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Silver,29.0,190.0,83.0
3011,29770,15363,,M,Canada,CAN,1956 Winter,1956,Winter,Cortina d'Ampezzo,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,23.0,185.0,83.0
3012,29782,15368,,M,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Modern Pentathlon,Modern Pentathlon Men's Team,Bronze,26.0,182.0,73.0
3013,29789,15372,,M,United States,USA,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Men's Water Polo,Silver,27.0,198.0,111.0
3014,29825,15387,,M,Australia,AUS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold,17.0,198.0,96.0
3015,29826,15387,,M,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver,22.0,198.0,96.0
3016,29827,15387,,M,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze,22.0,198.0,96.0
3017,29834,15394,,M,Australia,AUS,2004 Summer,2004,Summer,Athina,Hockey,Hockey Men's Hockey,Gold,24.0,186.0,79.0
3018,29835,15394,,M,Australia,AUS,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,Bronze,28.0,186.0,79.0
3019,29840,15399,,M,Great Britain,GBR,1960 Summer,1960,Summer,Roma,Equestrianism,"Equestrianism Mixed Jumping, Individual",Bronze,20.0,175.0,64.0
3020,29844,15399,,M,Great Britain,GBR,1968 Summer,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Jumping, Individual",Bronze,28.0,175.0,64.0
3021,29868,15406,,F,Germany,GER,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver,25.0,168.0,54.0
3022,29869,15406,,F,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Individual",Bronze,29.0,168.0,54.0
3023,29870,15406,,F,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold,29.0,168.0,54.0
3024,29893,15422,,M,Canada,CAN,1992 Winter,1992,Winter,Albertville,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,24.0,172.0,79.0
3025,29894,15423,,M,United States,USA,1980 Winter,1980,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,20.0,175.0,70.0
3026,29909,15433,,M,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,"Swimming Men's 1,500 metres Freestyle",Bronze,17.0,187.0,79.0
3027,29913,15437,,F,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Silver,20.0,174.0,70.0
3028,29920,15441,,F,France,FRA,1980 Summer,1980,Summer,Moskva,Fencing,"Fencing Women's Foil, Team",Gold,23.0,170.0,58.0
3029,29922,15441,,F,France,FRA,1984 Summer,1984,Summer,Los Angeles,Fencing,"Fencing Women's Foil, Team",Bronze,27.0,170.0,58.0
3030,29929,15446,,M,Netherlands-1,NED,2016 Summer,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Bronze,26.0,198.0,88.0
3031,29938,15451,,M,Netherlands,NED,2004 Summer,2004,Summer,Athina,Hockey,Hockey Men's Hockey,Silver,24.0,185.0,81.0
3032,29941,15452,,F,Netherlands,NED,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Women's 200 metres,Silver,21.0,174.0,73.0
3033,29943,15453,,M,Netherlands,NED,2004 Summer,2004,Summer,Athina,Hockey,Hockey Men's Hockey,Silver,25.0,177.0,75.0
3034,29962,15460,,M,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,24.0,198.0,79.0
3035,29968,15463,,F,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 100 metres,Silver,23.0,159.0,59.0
3036,29969,15463,,F,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,23.0,159.0,59.0
3037,29970,15463,,F,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,27.0,159.0,59.0
3038,29982,15473,,M,United States,USA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,22.0,180.0,74.0
3039,29990,15480,,F,United States,USA,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Women's Coxed Eights,Bronze,23.0,172.0,67.0
3040,29992,15482,,M,United States,USA,1972 Winter,1972,Winter,Sapporo,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,24.0,186.0,89.0
3041,29997,15486,,M,United States,USA,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Featherweight,Bronze,25.0,168.0,57.0
3042,30000,15488,,M,Bahamas,BAH,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze,21.0,178.0,75.0
3043,30004,15488,,M,Bahamas,BAH,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 4 x 400 metres Relay,Silver,29.0,178.0,75.0
3044,30006,15488,,M,Bahamas,BAH,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,33.0,178.0,75.0
3045,30008,15488,,M,Bahamas,BAH,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze,37.0,178.0,75.0
3046,30012,15491,,F,United States,USA,1988 Summer,1988,Summer,Seoul,Basketball,Basketball Women's Basketball,Gold,23.0,188.0,75.0
3047,30046,15511,,M,United States,USA,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,25.0,183.0,94.0
3048,30052,15513,,F,United States,USA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Women's Shot Put,Bronze,25.0,175.0,114.0
3049,30069,15526,,M,Great Britain,GBR,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 400 metres,Silver,21.0,183.0,70.0
3050,30070,15526,,M,Great Britain,GBR,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,21.0,183.0,70.0
3051,30072,15527,,M,Australia,AUS,2004 Summer,2004,Summer,Athina,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold,25.0,177.0,75.0
3052,30073,15527,,M,Australia,AUS,2004 Summer,2004,Summer,Athina,Cycling,Cycling Men's Madison,Gold,25.0,177.0,75.0
3053,30078,15529,,M,United States,USA,1920 Summer,1920,Summer,Antwerpen,Athletics,"Athletics Men's 3,000 metres, Team",Gold,22.0,172.0,66.0
3054,30090,15533,,M,Australia,AUS,1976 Summer,1976,Summer,Montreal,Sailing,Sailing Mixed Two Person Dinghy,Bronze,22.0,184.0,70.0
3055,30101,15537,,M,United States,USA,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Mixed Team,Bronze,19.0,170.0,61.0
3056,30102,15538,,M,Canada,CAN,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxed Eights,Silver,26.0,198.0,106.0
3057,30104,15540,,F,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Softball,Softball Women's Softball,Bronze,24.0,174.0,72.0
3058,30105,15540,,F,Australia,AUS,2000 Summer,2000,Summer,Sydney,Softball,Softball Women's Softball,Bronze,28.0,174.0,72.0
3059,30113,15546,,F,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 400 metres Hurdles,Silver,23.0,180.0,67.0
3060,30116,15548,,F,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Hockey,Hockey Women's Hockey,Bronze,29.0,170.0,56.0
3061,30127,15552,,M,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Judo,Judo Men's Lightweight,Bronze,22.0,175.0,71.0
3062,30129,15553,,M,Australia,AUS,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,Bronze,24.0,172.0,72.0
3063,30130,15554,,M,South Africa,RSA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Bronze,29.0,182.0,92.0
3064,30131,15555,,M,United States,USA,1964 Summer,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,Gold,24.0,178.0,73.0
3065,30133,15556,,M,Canada-1,CAN,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Two,Silver,31.0,182.0,100.0
3066,30136,15556,,M,Canada-1,CAN,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Four,Bronze,35.0,182.0,100.0
3067,30139,15557,,F,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Team Pursuit,Bronze,29.0,167.0,61.0
3068,30141,15559,,M,United States,USA,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's High Jump,Silver,22.0,178.0,64.0
3069,30146,15563,,M,United States,USA,2008 Summer,2008,Summer,Beijing,Baseball,Baseball Men's Baseball,Bronze,25.0,182.0,93.0
3070,30162,15571,,M,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,Silver,22.0,180.0,73.0
3071,30176,15580,,M,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,23.0,180.0,84.0
3072,30185,15584,,F,Canada-2,CAN,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Women's Two,Silver,29.0,173.0,75.0
3073,30208,15599,,F,Australia,AUS,2012 Summer,2012,Summer,London,Water Polo,Water Polo Women's Water Polo,Bronze,26.0,183.0,76.0
3074,30216,15605,,F,United States,USA,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold,31.0,155.0,57.0
3075,30218,15606,,F,United States,USA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's Discus Throw,Gold,28.0,193.0,100.0
3076,30233,15612,,M,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Gold,25.0,185.0,59.0
3077,30254,15623,,M,Australia,AUS,1976 Summer,1976,Summer,Montreal,Hockey,Hockey Men's Hockey,Silver,23.0,179.0,71.0
3078,30261,15627,,M,Great Britain,GBR,2012 Summer,2012,Summer,London,Triathlon,Triathlon Men's Olympic Distance,Gold,24.0,184.0,70.0
3079,30262,15627,,M,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Triathlon,Triathlon Men's Olympic Distance,Gold,28.0,184.0,70.0
3080,30263,15628,,M,Great Britain,GBR,2012 Summer,2012,Summer,London,Triathlon,Triathlon Men's Olympic Distance,Bronze,22.0,181.0,70.0
3081,30264,15628,,M,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Triathlon,Triathlon Men's Olympic Distance,Silver,26.0,181.0,70.0
3082,30339,15666,,M,United States,USA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 100 metres Breaststroke,Silver,20.0,183.0,73.0
3083,30340,15666,,M,United States,USA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold,20.0,183.0,73.0
3084,30342,15667,,F,United States,USA,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Women's Team All-Around,Bronze,19.0,155.0,45.0
3085,30349,15668,,M,East Germany,GDR,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze,16.0,177.0,65.0
3086,30352,15669,,M,Sweden,SWE,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Discus Throw,Bronze,26.0,198.0,140.0
3087,30354,15670,,M,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Silver,23.0,166.0,57.0
3088,30369,15676,,M,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Team All-Around,Bronze,20.0,172.0,65.0
3089,30377,15676,,M,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Men's Team All-Around,Silver,24.0,172.0,65.0
3090,30378,15676,,M,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Men's Floor Exercise,Gold,24.0,172.0,65.0
3091,30379,15676,,M,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Men's Horse Vault,Bronze,24.0,172.0,65.0
3092,30380,15676,,M,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Men's Parallel Bars,Bronze,24.0,172.0,65.0
3093,30384,15677,,M,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Coxless Fours,Gold,25.0,192.0,90.0
3094,30385,15677,,M,Germany,GER,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Coxed Fours,Silver,29.0,192.0,90.0
3095,30422,15693,,M,Italy-1,ITA,1994 Winter,1994,Winter,Lillehammer,Luge,Luge Mixed (Men)'s Doubles,Gold,24.0,185.0,86.0
3096,30434,15697,,M,Switzerland,SUI,1972 Winter,1972,Winter,Sapporo,Alpine Skiing,Alpine Skiing Men's Giant Slalom,Silver,28.0,178.0,75.0
3097,30446,15704,,M,Italy,ITA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 20 kilometres Walk,Gold,27.0,176.0,61.0
3098,30452,15706,,M,France-1,FRA,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Doubles,Silver,28.0,168.0,64.0
3099,30454,15707,,M,Spain,ESP,1996 Summer,1996,Summer,Atlanta,Tennis,Tennis Men's Singles,Silver,25.0,188.0,75.0
3100,30495,15722,,F,Russia,RUS,2000 Summer,2000,Summer,Sydney,Judo,Judo Women's Extra-Lightweight,Silver,26.0,150.0,48.0
3101,30516,15730,,M,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's High Jump,Silver,18.0,185.0,79.0
3102,30517,15730,,M,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's High Jump,Gold,22.0,185.0,79.0
3103,30532,15738,,M,Czechoslovakia,TCH,1964 Summer,1964,Summer,Tokyo,Football,Football Men's Football,Silver,27.0,169.0,60.0
3104,30541,15743,,M,Norway,NOR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Double Sculls,Bronze,28.0,175.0,70.0
3105,30554,15750,,M,Czechoslovakia,TCH,1972 Summer,1972,Summer,Munich,Handball,Handball Men's Handball,Silver,27.0,192.0,86.0
3106,30555,15751,,M,Italy,ITA,1980 Summer,1980,Summer,Moskva,Basketball,Basketball Men's Basketball,Silver,21.0,191.0,80.0
3107,30566,15755,,F,United States,USA,2000 Summer,2000,Summer,Sydney,Softball,Softball Women's Softball,Gold,27.0,167.0,74.0
3108,30576,15763,,M,United States,USA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,19.0,179.0,73.0
3109,30577,15763,,M,United States,USA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 200 metres Butterfly,Gold,19.0,179.0,73.0
3110,30584,15765,,F,Canada,CAN,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Silver,27.0,175.0,70.0
3111,30585,15765,,F,Canada,CAN,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Silver,31.0,175.0,70.0
3112,30587,15765,,F,Canada,CAN,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Bronze,35.0,175.0,70.0
3113,30600,15770,,M,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Gold,30.0,179.0,79.0
3114,30602,15771,,F,France,FRA,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Women's 10 kilometres Pursuit,Bronze,21.0,166.0,52.0
3115,30605,15771,,F,France,FRA,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Silver,21.0,166.0,52.0
3116,30618,15775,,F,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics Women's 5,000 metres",Bronze,31.0,170.0,58.0
3117,30629,15780,,M,Argentina,ARG,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's Triple Jump,Silver,22.0,186.0,74.0
3118,30644,15788,,F,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 10 kilometres Open Water,Silver,25.0,170.0,59.0
3119,30652,15791,,M,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Men's Volleyball,Silver,22.0,190.0,76.0
3120,30653,15791,,M,Brazil,BRA,2012 Summer,2012,Summer,London,Volleyball,Volleyball Men's Volleyball,Silver,26.0,190.0,76.0
3121,30654,15791,,M,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Gold,30.0,190.0,76.0
3122,30683,15807,,M,Italy-1,ITA,1980 Winter,1980,Winter,Lake Placid,Luge,Luge Mixed (Men)'s Doubles,Silver,28.0,173.0,79.0
3123,30710,15816,,F,Germany,GER,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze,19.0,165.0,55.0
3124,30711,15816,,F,Germany,GER,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze,19.0,165.0,55.0
3125,30729,15826,,M,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Welterweight,Bronze,21.0,175.0,67.0
3126,30756,15847,,F,Russia,RUS,2000 Summer,2000,Summer,Sydney,Synchronized Swimming,Synchronized Swimming Women's Duet,Gold,21.0,169.0,55.0
3127,30757,15847,,F,Russia,RUS,2000 Summer,2000,Summer,Sydney,Synchronized Swimming,Synchronized Swimming Women's Team,Gold,21.0,169.0,55.0
3128,30758,15847,,F,Russia,RUS,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,Gold,25.0,169.0,55.0
3129,30822,15880,,M,United States-1,USA,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Men's Doubles,Bronze,30.0,193.0,92.0
3130,30824,15880,,M,United States-1,USA,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Doubles,Gold,34.0,193.0,92.0
3131,30831,15882,,M,United States-1,USA,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Men's Doubles,Bronze,30.0,191.0,87.0
3132,30832,15882,,M,United States-1,USA,2012 Summer,2012,Summer,London,Tennis,Tennis Mixed Doubles,Bronze,34.0,191.0,87.0
3133,30833,15882,,M,United States-1,USA,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Doubles,Gold,34.0,191.0,87.0
3134,30844,15889,,F,Great Britain,GBR,2012 Summer,2012,Summer,London,Judo,Judo Women's Heavyweight,Bronze,33.0,185.0,109.0
3135,30846,15890,,F,United States,USA,2012 Summer,2012,Summer,London,Diving,Diving Women's Synchronized Springboard,Silver,23.0,160.0,61.0
3136,30847,15891,,M,United States,USA,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Men's Basketball,Gold,29.0,198.0,100.0
3137,30848,15891,,M,United States,USA,2012 Summer,2012,Summer,London,Basketball,Basketball Men's Basketball,Gold,33.0,198.0,100.0
3138,30857,15896,,F,United States,USA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's 4 x 400 metres Relay,Silver,20.0,165.0,57.0
3139,30890,15907,,M,Finland,FIN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 110 metres Hurdles,Bronze,26.0,194.0,88.0
3140,30929,15926,,F,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Women's Coxed Quadruple Sculls,Silver,24.0,178.0,74.0
3141,30936,15930,,M,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,26.0,181.0,79.0
3142,30937,15931,,F,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 400 metres,Gold,25.0,171.0,63.0
3143,30938,15931,,F,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 400 metres Relay,Gold,25.0,171.0,63.0
3144,30939,15931,,F,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's 400 metres,Silver,29.0,171.0,63.0
3145,30940,15931,,F,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's 4 x 400 metres Relay,Gold,29.0,171.0,63.0
3146,30942,15932,,F,Ukraine,UKR,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze,22.0,173.0,63.0
3147,30956,15936,,M,Poland,POL,1992 Summer,1992,Summer,Barcelona,Football,Football Men's Football,Silver,21.0,174.0,72.0
3148,30972,15947,,F,Canada,CAN,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Coxed Eights,Silver,29.0,176.0,75.0
